hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,requirements,active_heroes_needed_including_self,base_bonus_value,base_bonus_raw,base_bonus_text,effect_stat,effect_with_value,effect_scope,effect_key,synergy_upgrade_id,required_hero_ids,source
0,Militia,0,1,11,6,250,Warden,2,500,500.0,+500%,Kill Gold,+500% Kill Gold,personal,killGold_personal,15,35,Hero MonoBehaviour synergy fields
0,Militia,0,1,12,6,250,Titan + Archer,3,600,600.0,+600%,Damage,+600% Damage,personal,damage_personal,1,37|27,Hero MonoBehaviour synergy fields
0,Militia,0,1,13,7,500,Ballista,2,20,20.0,+20%,Exp Super Amount,+20% Exp Super Amount,global,expSuperAmount_global,33,32,Hero MonoBehaviour synergy fields
0,Militia,0,1,14,7,500,Spelldancer + Arbalest,3,8,8.0,+8,Energy Income,+8 Energy Income,global,energyIncome_global,40,19|29,Hero MonoBehaviour synergy fields
0,Militia,0,1,15,8,1000,Gladiator + Sorcerer + Captain,4,10,10.0,+10,Energy Income,+10 Energy Income,global,energyIncome_global,40,7|14|34,Hero MonoBehaviour synergy fields
0,Militia,0,1,16,8,1000,Ninja + Arbalest + Captain,4,75,75.0,+75%,Energy Ultra Amount,+75% Energy Ultra Amount,global,energyUltraAmount_global,39,2|29|34,Hero MonoBehaviour synergy fields
1,Viking,0,1,1,1,0,Druid,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,personal,attSpeed_personal,3,13,Hero MonoBehaviour synergy fields
1,Viking,0,1,2,1,0,Militia + Scout,3,3,3.0,+3%,Kill Exp,+3% Kill Exp,global,killExp_global,14,0|24,Hero MonoBehaviour synergy fields
1,Viking,0,1,3,2,15,Spelldancer,2,100,100.0,+100%,Crit Damage,+100% Crit Damage,personal,critDmg_personal,8,19,Hero MonoBehaviour synergy fields
1,Viking,0,1,4,2,15,Assassin + Arbalest,3,7,7.0,-7%,Skill Cooldown,-7% Skill Cooldown,global,skillCd_global,11,3|29,Hero MonoBehaviour synergy fields
1,Viking,0,1,5,3,50,Hunter,2,1,1.0,+1%,Skill Power,+1% Skill Power,global,skillPower_global,41,25,Hero MonoBehaviour synergy fields
1,Viking,0,1,6,3,50,Sorcerer + Dicemaster,3,250,250.0,+250%,Damage,+250% Damage,personal,damage_personal,1,14|39,Hero MonoBehaviour synergy fields
1,Viking,0,1,7,4,100,Gladiator,2,850,850.0,+850%,Super Crit Damage,+850% Super Crit Damage,personal,superCritDmg_personal,19,7,Hero MonoBehaviour synergy fields
1,Viking,0,1,8,4,100,Titan + Necromancer,3,150,150.0,+150%,Kill Gold,+150% Kill Gold,global,killGold_global,13,37|23,Hero MonoBehaviour synergy fields
1,Viking,0,1,9,5,150,Deadeye,2,8,8.0,+8%,Super Crit Chance,+8% Super Crit Chance,global,superCritChance_global,16,40,Hero MonoBehaviour synergy fields
1,Viking,0,1,10,5,150,Samurai + Elementalist,3,1250,1250.0,+1250%,Gold Super Amount,+1250% Gold Super Amount,personal,goldSuperAmount_personal,27,5|17,Hero MonoBehaviour synergy fields
1,Viking,0,1,11,6,250,Chieftain,2,250,250.0,+250%,Damage,+250% Damage,global,damage_global,0,9,Hero MonoBehaviour synergy fields
1,Viking,0,1,12,6,250,Ranger + Crusader,3,6,6.0,+6%,Skill Power,+6% Skill Power,global,skillPower_global,41,28|33,Hero MonoBehaviour synergy fields
1,Viking,0,1,13,7,500,Warlord,2,1400,1400.0,+1400%,Ultra Boss Damage,+1400% Ultra Boss Damage,global,ultraBossDmg_global,49,11,Hero MonoBehaviour synergy fields
1,Viking,0,1,14,7,500,Forester + Veteran,3,8,8.0,+8%,Skill Power,+8% Skill Power,global,skillPower_global,41,26|41,Hero MonoBehaviour synergy fields
1,Viking,0,1,15,8,1000,Wizard + Necromancer + Ballista,4,40,40.0,+40%,Boss Exp,+40% Boss Exp,global,bossExp_global,44,16|23|32,Hero MonoBehaviour synergy fields
1,Viking,0,1,16,8,1000,Archer + Ballista + Veteran,4,15,15.0,+15%,Skill Power,+15% Skill Power,global,skillPower_global,41,27|32|41,Hero MonoBehaviour synergy fields
2,Ninja,0,2,1,1,0,Assassin,2,25,25.0,+25%,Damage,+25% Damage,personal,damage_personal,1,3,Hero MonoBehaviour synergy fields
2,Ninja,0,2,2,1,0,Sorcerer + Witch,3,50,50.0,+50%,Crit Damage,+50% Crit Damage,personal,critDmg_personal,8,14|15,Hero MonoBehaviour synergy fields
2,Ninja,0,2,3,2,15,Rogue,2,8,8.0,+8%,Crit Chance,+8% Crit Chance,global,critChance_global,5,31,Hero MonoBehaviour synergy fields
2,Ninja,0,2,4,2,15,Berserker + Scout,3,6,6.0,+6,Skill Duration,+6 Skill Duration,personal,skillDuration_personal,10,8|24,Hero MonoBehaviour synergy fields
2,Ninja,0,2,5,3,50,Wizard,2,80,80.0,+80%,Kill Gold,+80% Kill Gold,global,killGold_global,13,16,Hero MonoBehaviour synergy fields
2,Ninja,0,2,6,3,50,Archer + Rogue,3,30,30.0,+30%,Attack Speed,+30% Attack Speed,global,attSpeed_global,2,27|31,Hero MonoBehaviour synergy fields
2,Ninja,0,2,7,4,100,Praetorian,2,125,125.0,+125%,Damage,+125% Damage,global,damage_global,0,36,Hero MonoBehaviour synergy fields
2,Ninja,0,2,8,4,100,Peacekeeper + Spelldancer,3,4,4.0,+4%,Exp Super Chance,+4% Exp Super Chance,global,expSuperChance_global,32,4|19,Hero MonoBehaviour synergy fields
2,Ninja,0,2,9,5,150,Ranger,2,3,3.0,+3%,Skill Power,+3% Skill Power,global,skillPower_global,41,28,Hero MonoBehaviour synergy fields
2,Ninja,0,2,10,5,150,Chieftain + Veteran,3,4,4.0,+4%,Energy Super Chance,+4% Energy Super Chance,global,energySuperChance_global,36,9|41,Hero MonoBehaviour synergy fields
2,Ninja,0,2,11,6,250,Apprentice,2,2,2.0,+2%,Gold Ultra Chance,+2% Gold Ultra Chance,global,goldUltraChance_global,28,12,Hero MonoBehaviour synergy fields
2,Ninja,0,2,12,6,250,Gladiator + Warlock,3,600,600.0,+600%,Kill Gold,+600% Kill Gold,personal,killGold_personal,15,7|21,Hero MonoBehaviour synergy fields
2,Ninja,0,2,13,7,500,Arbalest,2,5,5.0,+5%,Energy Super Chance,+5% Energy Super Chance,global,energySuperChance_global,36,29,Hero MonoBehaviour synergy fields
2,Ninja,0,2,14,7,500,Assassin + Rogue,3,14,14.0,+14%,Gold Super Chance,+14% Gold Super Chance,global,goldSuperChance_global,24,3|31,Hero MonoBehaviour synergy fields
2,Ninja,0,2,15,8,1000,Assassin + Elementalist + Warden,4,2250,2250.0,+2250%,Boss Gold,+2250% Boss Gold,personal,bossGold_personal,42,3|17|35,Hero MonoBehaviour synergy fields
2,Ninja,0,2,16,8,1000,Militia + Arbalest + Captain,4,15,15.0,+15,Energy Income,+15 Energy Income,global,energyIncome_global,40,0|29|34,Hero MonoBehaviour synergy fields
3,Assassin,0,2,1,1,0,Ninja,2,5,5.0,+5%,Crit Chance,+5% Crit Chance,personal,critChance_personal,6,2,Hero MonoBehaviour synergy fields
3,Assassin,0,2,2,1,0,Forester + Archer,3,10,10.0,-10%,Skill Cooldown,-10% Skill Cooldown,personal,skillCd_personal,12,26|27,Hero MonoBehaviour synergy fields
3,Assassin,0,2,3,2,15,Gladiator,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,global,attSpeed_global,2,7,Hero MonoBehaviour synergy fields
3,Assassin,0,2,4,2,15,Viking + Arbalest,3,150,150.0,+150%,Crit Damage,+150% Crit Damage,personal,critDmg_personal,8,1|29,Hero MonoBehaviour synergy fields
3,Assassin,0,2,5,3,50,Ranger,2,200,200.0,+200%,Damage,+200% Damage,personal,damage_personal,1,28,Hero MonoBehaviour synergy fields
3,Assassin,0,2,6,3,50,Apprentice + Spelldancer,3,250,250.0,+250%,Kill Gold,+250% Kill Gold,personal,killGold_personal,15,12|19,Hero MonoBehaviour synergy fields
3,Assassin,0,2,7,4,100,Peacekeeper,2,125,125.0,+125%,Kill Gold,+125% Kill Gold,global,killGold_global,13,4,Hero MonoBehaviour synergy fields
3,Assassin,0,2,8,4,100,Berserker + Sorcerer,3,2,2.0,+2,Energy Income,+2 Energy Income,global,energyIncome_global,40,8|14,Hero MonoBehaviour synergy fields
3,Assassin,0,2,9,5,150,Dicemaster,2,175,175.0,+175%,Damage,+175% Damage,global,damage_global,0,39,Hero MonoBehaviour synergy fields
3,Assassin,0,2,10,5,150,Hunter + Captain,3,625,625.0,+625%,Super Crit Damage,+625% Super Crit Damage,global,superCritDmg_global,18,25|34,Hero MonoBehaviour synergy fields
3,Assassin,0,2,11,6,250,Skymage,2,2,2.0,+2%,Exp Ultra Chance,+2% Exp Ultra Chance,global,expUltraChance_global,34,20,Hero MonoBehaviour synergy fields
3,Assassin,0,2,12,6,250,Warlord + Wizard,3,7,7.0,+7%,Ultra Crit Chance,+7% Ultra Crit Chance,personal,ultraCritChance_personal,21,11|16,Hero MonoBehaviour synergy fields
3,Assassin,0,2,13,7,500,Deadeye,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,40,Hero MonoBehaviour synergy fields
3,Assassin,0,2,14,7,500,Ninja + Rogue,3,1600,1600.0,+1600%,Ultra Boss Damage,+1600% Ultra Boss Damage,global,ultraBossDmg_global,49,2|31,Hero MonoBehaviour synergy fields
3,Assassin,0,2,15,8,1000,Ninja + Elementalist + Warden,4,3000,3000.0,+3000%,Ultra Crit Damage,+3000% Ultra Crit Damage,global,ultraCritDmg_global,22,2|17|35,Hero MonoBehaviour synergy fields
3,Assassin,0,2,16,8,1000,Praetorian + Wizard + Spelldancer,4,75,75.0,+75%,Attack Speed,+75% Attack Speed,global,attSpeed_global,2,36|16|19,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,1,1,0,Ranger,2,10,10.0,+10%,Kill Gold,+10% Kill Gold,global,killGold_global,13,28,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,2,1,0,Samurai + Wizard,3,20,20.0,+20%,Crit Damage,+20% Crit Damage,global,critDmg_global,7,5|16,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,3,2,15,Militia,2,5,5.0,+5%,Skill Power,+5% Skill Power,personal,skillPower_personal,9,0,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,4,2,15,Warlord + Ballista,3,60,60.0,+60%,Damage,+60% Damage,global,damage_global,0,11|32,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,5,3,50,Chieftain,2,8,8.0,-8%,Skill Cooldown,-8% Skill Cooldown,global,skillCd_global,11,9,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,6,3,50,Berserker + Forester,3,1,1.0,+1%,Exp Super Chance,+1% Exp Super Chance,global,expSuperChance_global,32,8|26,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,7,4,100,Assassin,2,300,300.0,+300%,Damage,+300% Damage,personal,damage_personal,1,3,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,8,4,100,Ninja + Spelldancer,3,7,7.0,+7%,Exp Super Amount,+7% Exp Super Amount,global,expSuperAmount_global,33,2|19,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,9,5,150,Witch,2,400,400.0,+400%,Kill Gold,+400% Kill Gold,personal,killGold_personal,15,15,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,10,5,150,Apprentice + Rogue,3,4,4.0,+4%,Skill Power,+4% Skill Power,global,skillPower_global,41,12|31,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,11,6,250,Scout,2,2000,2000.0,+2000%,Ultra Crit Damage,+2000% Ultra Crit Damage,global,ultraCritDmg_global,22,24,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,12,6,250,Sovereign + Warden,3,3,3.0,+3%,Energy Ultra Chance,+3% Energy Ultra Chance,global,energyUltraChance_global,38,38|35,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,13,7,500,Captain,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,34,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,14,7,500,Gladiator + Warlord,3,20,20.0,+20%,Energy Super Amount,+20% Energy Super Amount,global,energySuperAmount_global,37,7|11,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,15,8,1000,Warlord + Apprentice + Arbalest,4,1000,1000.0,+1000%,Damage,+1000% Damage,personal,damage_personal,1,11|12|29,Hero MonoBehaviour synergy fields
4,Peacekeeper,0,3,16,8,1000,Gladiator + Berserker + Warden,4,3,3.0,+3%,Alien Tech,+3% Alien Tech,global,alienTech_global,47,7|8|35,Hero MonoBehaviour synergy fields
5,Samurai,0,3,1,1,0,Arbalest,2,10,10.0,+10%,Damage,+10% Damage,global,damage_global,0,29,Hero MonoBehaviour synergy fields
5,Samurai,0,3,2,1,0,Peacekeeper + Wizard,3,10,10.0,+10%,Crit Chance,+10% Crit Chance,personal,critChance_personal,6,4|16,Hero MonoBehaviour synergy fields
5,Samurai,0,3,3,2,15,Witch,2,5,5.0,+5,Skill Duration,+5 Skill Duration,personal,skillDuration_personal,10,15,Hero MonoBehaviour synergy fields
5,Samurai,0,3,4,2,15,Skymage + Templar,3,60,60.0,+60%,Kill Gold,+60% Kill Gold,global,killGold_global,13,20|22,Hero MonoBehaviour synergy fields
5,Samurai,0,3,5,3,50,Deadeye,2,80,80.0,+80%,Crit Damage,+80% Crit Damage,global,critDmg_global,7,40,Hero MonoBehaviour synergy fields
5,Samurai,0,3,6,3,50,Necromancer + Hunter,3,100,100.0,+100%,Attack Speed,+100% Attack Speed,personal,attSpeed_personal,3,23|25,Hero MonoBehaviour synergy fields
5,Samurai,0,3,7,4,100,Ballista,2,2,2.0,+2%,Exp Super Chance,+2% Exp Super Chance,global,expSuperChance_global,32,32,Hero MonoBehaviour synergy fields
5,Samurai,0,3,8,4,100,Scout + Warden,3,950,950.0,+950%,Super Crit Damage,+950% Super Crit Damage,personal,superCritDmg_personal,19,24|35,Hero MonoBehaviour synergy fields
5,Samurai,0,3,9,5,150,Berserker,2,8,8.0,+8%,Gold Super Chance,+8% Gold Super Chance,global,goldSuperChance_global,24,8,Hero MonoBehaviour synergy fields
5,Samurai,0,3,10,5,150,Viking + Elementalist,3,450,450.0,+450%,Damage,+450% Damage,personal,damage_personal,1,1|17,Hero MonoBehaviour synergy fields
5,Samurai,0,3,11,6,250,Praetorian,2,5,5.0,+5,Energy Income,+5 Energy Income,global,energyIncome_global,40,36,Hero MonoBehaviour synergy fields
5,Samurai,0,3,12,6,250,Paladin + Champion,3,275,275.0,+275%,Kill Gold,+275% Kill Gold,global,killGold_global,13,6|10,Hero MonoBehaviour synergy fields
5,Samurai,0,3,13,7,500,Gladiator,2,5,5.0,+5%,Energy Super Chance,+5% Energy Super Chance,global,energySuperChance_global,36,7,Hero MonoBehaviour synergy fields
5,Samurai,0,3,14,7,500,Druid + Captain,3,8,8.0,+8%,Skill Power,+8% Skill Power,global,skillPower_global,41,13|34,Hero MonoBehaviour synergy fields
5,Samurai,0,3,15,8,1000,Berserker + Forester + Ranger,4,12,12.0,+12%,Skill Power,+12% Skill Power,global,skillPower_global,41,8|26|28,Hero MonoBehaviour synergy fields
5,Samurai,0,3,16,8,1000,Paladin + Champion + Battlemage,4,3250,3250.0,+3250%,Ultra Crit Damage,+3250% Ultra Crit Damage,global,ultraCritDmg_global,22,6|10|18,Hero MonoBehaviour synergy fields
6,Paladin,0,4,1,1,0,Gladiator,2,2,2.0,+2%,Skill Power,+2% Skill Power,personal,skillPower_personal,9,7,Hero MonoBehaviour synergy fields
6,Paladin,0,4,2,1,0,Spelldancer + Sniper,3,50,50.0,+50%,Kill Gold,+50% Kill Gold,personal,killGold_personal,15,19|30,Hero MonoBehaviour synergy fields
6,Paladin,0,4,3,2,15,Scout,2,10,10.0,+10%,Attack Speed,+10% Attack Speed,global,attSpeed_global,2,24,Hero MonoBehaviour synergy fields
6,Paladin,0,4,4,2,15,Sorcerer + Crusader,3,10,10.0,+10%,Kill Exp,+10% Kill Exp,global,killExp_global,14,14|33,Hero MonoBehaviour synergy fields
6,Paladin,0,4,5,3,50,Witch,2,8,8.0,+8,Skill Duration,+8 Skill Duration,personal,skillDuration_personal,10,15,Hero MonoBehaviour synergy fields
6,Paladin,0,4,6,3,50,Praetorian + Veteran,3,250,250.0,+250%,Crit Damage,+250% Crit Damage,personal,critDmg_personal,8,36|41,Hero MonoBehaviour synergy fields
6,Paladin,0,4,7,4,100,Templar,2,10,10.0,+10%,Gold Super Chance,+10% Gold Super Chance,personal,goldSuperChance_personal,25,22,Hero MonoBehaviour synergy fields
6,Paladin,0,4,8,4,100,Chieftain + Sniper,3,4,4.0,+4%,Energy Super Amount,+4% Energy Super Amount,global,energySuperAmount_global,37,9|30,Hero MonoBehaviour synergy fields
6,Paladin,0,4,9,5,150,Forester,2,10,10.0,+10%,Exp Super Amount,+10% Exp Super Amount,global,expSuperAmount_global,33,26,Hero MonoBehaviour synergy fields
6,Paladin,0,4,10,5,150,Warlord + Druid,3,450,450.0,+450%,Kill Gold,+450% Kill Gold,personal,killGold_personal,15,11|13,Hero MonoBehaviour synergy fields
6,Paladin,0,4,11,6,250,Battlemage,2,500,500.0,+500%,Damage,+500% Damage,personal,damage_personal,1,18,Hero MonoBehaviour synergy fields
6,Paladin,0,4,12,6,250,Samurai + Champion,3,6,6.0,+6%,Skill Power,+6% Skill Power,global,skillPower_global,41,5|10,Hero MonoBehaviour synergy fields
6,Paladin,0,4,13,7,500,Sorcerer,2,850,850.0,+850%,Gold Super Amount,+850% Gold Super Amount,global,goldSuperAmount_global,26,14,Hero MonoBehaviour synergy fields
6,Paladin,0,4,14,7,500,Berserker + Templar,3,6,6.0,+6%,Energy Super Chance,+6% Energy Super Chance,global,energySuperChance_global,36,8|22,Hero MonoBehaviour synergy fields
6,Paladin,0,4,15,8,1000,Scout + Hunter + Rogue,4,3000,3000.0,+3000%,Gold Ultra Amount,+3000% Gold Ultra Amount,global,goldUltraAmount_global,30,24|25|31,Hero MonoBehaviour synergy fields
6,Paladin,0,4,16,8,1000,Samurai + Champion + Battlemage,4,2,2.0,+2%,Shadow Runes,+2% Shadow Runes,personal,shadowRunes_personal,46,5|10|18,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,1,1,0,Paladin,2,25,25.0,+25%,Crit Damage,+25% Crit Damage,personal,critDmg_personal,8,6,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,2,1,0,Battlemage + Rogue,3,50,50.0,+50%,Damage,+50% Damage,personal,damage_personal,1,18|31,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,3,2,15,Assassin,2,5,5.0,-5%,Skill Cooldown,-5% Skill Cooldown,global,skillCd_global,11,3,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,4,2,15,Forester + Ranger,3,60,60.0,+60%,Attack Speed,+60% Attack Speed,personal,attSpeed_personal,3,26|28,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,5,3,50,Militia,2,200,200.0,+200%,Kill Gold,+200% Kill Gold,personal,killGold_personal,15,0,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,6,3,50,Champion + Elementalist,3,20,20.0,+20%,Crit Chance,+20% Crit Chance,global,critChance_global,5,10|17,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,7,4,100,Viking,2,125,125.0,+125%,Kill Gold,+125% Kill Gold,global,killGold_global,13,1,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,8,4,100,Apprentice + Archer,3,150,150.0,+150%,Damage,+150% Damage,global,damage_global,0,12|27,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,9,5,150,Templar,2,3,3.0,+3,Energy Income,+3 Energy Income,global,energyIncome_global,40,22,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,10,5,150,Skymage + Deadeye,3,625,625.0,+625%,Gold Super Amount,+625% Gold Super Amount,global,goldSuperAmount_global,26,20|40,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,11,6,250,Ballista,2,45,45.0,+45%,Exp Ultra Amount,+45% Exp Ultra Amount,global,expUltraAmount_global,35,32,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,12,6,250,Ninja + Warlock,3,4250,4250.0,+4250%,Ultra Crit Damage,+4250% Ultra Crit Damage,personal,ultraCritDmg_personal,23,2|21,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,13,7,500,Samurai,2,15,15.0,+15%,Energy Super Amount,+15% Energy Super Amount,global,energySuperAmount_global,37,5,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,14,7,500,Peacekeeper + Warlord,3,8,8.0,+8,Energy Income,+8 Energy Income,global,energyIncome_global,40,4|11,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,15,8,1000,Militia + Sorcerer + Captain,4,7,7.0,+7%,Energy Ultra Chance,+7% Energy Ultra Chance,global,energyUltraChance_global,38,0|14|34,Hero MonoBehaviour synergy fields
7,Gladiator,0,4,16,8,1000,Peacekeeper + Berserker + Warden,4,75,75.0,+75%,Attack Speed,+75% Attack Speed,global,attSpeed_global,2,4|8|35,Hero MonoBehaviour synergy fields
8,Berserker,0,5,1,1,0,Skymage,2,10,10.0,+10%,Damage,+10% Damage,global,damage_global,0,20,Hero MonoBehaviour synergy fields
8,Berserker,0,5,2,1,0,Chieftain + Ballista,3,20,20.0,+20%,Crit Damage,+20% Crit Damage,global,critDmg_global,7,9|32,Hero MonoBehaviour synergy fields
8,Berserker,0,5,3,2,15,Veteran,2,1,1.0,+1%,Exp Super Chance,+1% Exp Super Chance,global,expSuperChance_global,32,41,Hero MonoBehaviour synergy fields
8,Berserker,0,5,4,2,15,Ninja + Scout,3,6,6.0,+6%,Skill Power,+6% Skill Power,personal,skillPower_personal,9,2|24,Hero MonoBehaviour synergy fields
8,Berserker,0,5,5,3,50,Apprentice,2,22,22.0,+22%,Attack Speed,+22% Attack Speed,global,attSpeed_global,2,12,Hero MonoBehaviour synergy fields
8,Berserker,0,5,6,3,50,Peacekeeper + Forester,3,35,35.0,+35%,Kill Exp,+35% Kill Exp,global,killExp_global,14,4|26,Hero MonoBehaviour synergy fields
8,Berserker,0,5,7,4,100,Arbalest,2,4,4.0,+4%,Super Crit Chance,+4% Super Crit Chance,global,superCritChance_global,16,29,Hero MonoBehaviour synergy fields
8,Berserker,0,5,8,4,100,Assassin + Sorcerer,3,2,2.0,+2%,Skill Power,+2% Skill Power,global,skillPower_global,41,3|14,Hero MonoBehaviour synergy fields
8,Berserker,0,5,9,5,150,Samurai,2,400,400.0,+400%,Damage,+400% Damage,personal,damage_personal,1,5,Hero MonoBehaviour synergy fields
8,Berserker,0,5,10,5,150,Titan + Wizard,3,450,450.0,+450%,Kill Gold,+450% Kill Gold,personal,killGold_personal,15,37|16,Hero MonoBehaviour synergy fields
8,Berserker,0,5,11,6,250,Sovereign,2,5,5.0,+5%,Gold Ultra Chance,+5% Gold Ultra Chance,personal,goldUltraChance_personal,29,38,Hero MonoBehaviour synergy fields
8,Berserker,0,5,12,6,250,Druid + Hunter,3,35,35.0,+35%,Energy Ultra Amount,+35% Energy Ultra Amount,global,energyUltraAmount_global,39,13|25,Hero MonoBehaviour synergy fields
8,Berserker,0,5,13,7,500,Battlemage,2,300,300.0,+300%,Damage,+300% Damage,global,damage_global,0,18,Hero MonoBehaviour synergy fields
8,Berserker,0,5,14,7,500,Paladin + Templar,3,8,8.0,+8,Energy Income,+8 Energy Income,global,energyIncome_global,40,6|22,Hero MonoBehaviour synergy fields
8,Berserker,0,5,15,8,1000,Samurai + Forester + Ranger,4,400,400.0,+400%,Damage,+400% Damage,global,damage_global,0,5|26|28,Hero MonoBehaviour synergy fields
8,Berserker,0,5,16,8,1000,Peacekeeper + Gladiator + Warden,4,8,8.0,+8%,Ultra Crit Chance,+8% Ultra Crit Chance,global,ultraCritChance_global,20,4|7|35,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,1,1,0,Warlock,2,2,2.0,-2%,Skill Cooldown,-2% Skill Cooldown,global,skillCd_global,11,21,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,2,1,0,Berserker + Ballista,3,25,25.0,+25%,Attack Speed,+25% Attack Speed,personal,attSpeed_personal,3,8|32,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,3,2,15,Archer,2,8,8.0,+8%,Crit Chance,+8% Crit Chance,global,critChance_global,5,27,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,4,2,15,Sovereign + Captain,3,60,60.0,+60%,Crit Damage,+60% Crit Damage,global,critDmg_global,7,38|34,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,5,3,50,Peacekeeper,2,80,80.0,+80%,Kill Gold,+80% Kill Gold,global,killGold_global,13,4,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,6,3,50,Arbalest + Sniper,3,250,250.0,+250%,Damage,+250% Damage,personal,damage_personal,1,29|30,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,7,4,100,Druid,2,2,2.0,+2%,Energy Super Amount,+2% Energy Super Amount,global,energySuperAmount_global,37,13,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,8,4,100,Paladin + Sniper,3,950,950.0,+950%,Gold Super Amount,+950% Gold Super Amount,personal,goldSuperAmount_personal,27,6|30,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,9,5,150,Battlemage,2,175,175.0,+175%,Kill Gold,+175% Kill Gold,global,killGold_global,13,18,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,10,5,150,Ninja + Veteran,3,7,7.0,+7%,Exp Super Chance,+7% Exp Super Chance,global,expSuperChance_global,32,2|41,Hero MonoBehaviour synergy fields
9,Chieftain,0,5,11,6,250,Viking,2,5,5.0,+5%,Skill Power,+5% Skill Power,global,skillPower_global,41,1,Hero MonoBehaviour synergy fields
