hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,required_count_excluding_self,active_heroes_needed_including_self,required_hero_ids,required_hero_names,required_hero_classes,required_hero_rarities,required_hero_path_ids,synergy_upgrade_id,synergy_upgrade_name,base_bonus_value,base_bonus_raw,base_bonus_text,missing_refs
2,Ninja,0,2,4,2,15,2,3,8|24,Berserker|Scout,0|2,5|1,289330|317780,10,skillDuration_personal,6,6.0,+6,
2,Ninja,0,2,5,3,50,1,2,16,Wizard,1,3,300064,13,killGold_global,80,80.0,+80%,
2,Ninja,0,2,6,3,50,2,3,27|31,Archer|Rogue,2|2,2|4,284600|316887,2,attSpeed_global,30,30.0,+30%,
2,Ninja,0,2,7,4,100,1,2,36,Praetorian,0,7,318494,0,damage_global,125,125.0,+125%,
2,Ninja,0,2,8,4,100,2,3,4|19,Peacekeeper|Spelldancer,0|1,3|4,316916|271770,32,expSuperChance_global,4,4.0,+4%,
2,Ninja,0,2,9,5,150,1,2,28,Ranger,2,3,304705,41,skillPower_global,3,3.0,+3%,
2,Ninja,0,2,10,5,150,2,3,9|41,Chieftain|Veteran,0|2,5|7,314374|280126,36,energySuperChance_global,4,4.0,+4%,
2,Ninja,0,2,11,6,250,1,2,12,Apprentice,1,1,277314,28,goldUltraChance_global,2,2.0,+2%,
2,Ninja,0,2,12,6,250,2,3,7|21,Gladiator|Warlock,0|1,4|5,295526|287059,15,killGold_personal,600,600.0,+600%,
2,Ninja,0,2,13,7,500,1,2,29,Arbalest,2,3,305299,36,energySuperChance_global,5,5.0,+5%,
2,Ninja,0,2,14,7,500,2,3,3|31,Assassin|Rogue,0|2,2|4,296877|316887,24,goldSuperChance_global,14,14.0,+14%,
2,Ninja,0,2,15,8,1000,3,4,3|17|35,Assassin|Elementalist|Warden,0|1|2,2|3|6,296877|274390|302043,42,bossGold_personal,2250,2250.0,+2250%,
2,Ninja,0,2,16,8,1000,3,4,0|29|34,Militia|Arbalest|Captain,0|2|2,1|3|6,306419|305299|313636,40,energyIncome_global,15,15.0,+15,
3,Assassin,0,2,1,1,0,1,2,2,Ninja,0,2,312627,6,critChance_personal,5,5.0,+5%,
3,Assassin,0,2,2,1,0,2,3,26|27,Forester|Archer,2|2,2|2,314946|284600,12,skillCd_personal,10,10.0,-10%,
3,Assassin,0,2,3,2,15,1,2,7,Gladiator,0,4,295526,2,attSpeed_global,10,10.0,+10%,
3,Assassin,0,2,4,2,15,2,3,1|29,Viking|Arbalest,0|2,1|3,305535|305299,8,critDmg_personal,150,150.0,+150%,
3,Assassin,0,2,5,3,50,1,2,28,Ranger,2,3,304705,1,damage_personal,200,200.0,+200%,
3,Assassin,0,2,6,3,50,2,3,12|19,Apprentice|Spelldancer,1|1,1|4,277314|271770,15,killGold_personal,250,250.0,+250%,
3,Assassin,0,2,7,4,100,1,2,4,Peacekeeper,0,3,316916,13,killGold_global,125,125.0,+125%,
3,Assassin,0,2,8,4,100,2,3,8|14,Berserker|Sorcerer,0|1,5|2,289330|311478,40,energyIncome_global,2,2.0,+2,
3,Assassin,0,2,9,5,150,1,2,39,Dicemaster,1,7,319449,0,damage_global,175,175.0,+175%,
3,Assassin,0,2,10,5,150,2,3,25|34,Hunter|Captain,2|2,1|6,294026|313636,18,superCritDmg_global,625,625.0,+625%,
3,Assassin,0,2,11,6,250,1,2,20,Skymage,1,5,280408,34,expUltraChance_global,2,2.0,+2%,
3,Assassin,0,2,12,6,250,2,3,11|16,Warlord|Wizard,0|1,6|3,301908|300064,21,ultraCritChance_personal,7,7.0,+7%,
3,Assassin,0,2,13,7,500,1,2,40,Deadeye,2,7,310314,0,damage_global,300,300.0,+300%,
3,Assassin,0,2,14,7,500,2,3,2|31,Ninja|Rogue,0|2,2|4,312627|316887,49,ultraBossDmg_global,1600,1600.0,+1600%,
3,Assassin,0,2,15,8,1000,3,4,2|17|35,Ninja|Elementalist|Warden,0|1|2,2|3|6,312627|274390|302043,22,ultraCritDmg_global,3000,3000.0,+3000%,
3,Assassin,0,2,16,8,1000,3,4,36|16|19,Praetorian|Wizard|Spelldancer,0|1|1,7|3|4,318494|300064|271770,2,attSpeed_global,75,75.0,+75%,
4,Peacekeeper,0,3,1,1,0,1,2,28,Ranger,2,3,304705,13,killGold_global,10,10.0,+10%,
4,Peacekeeper,0,3,2,1,0,2,3,5|16,Samurai|Wizard,0|1,3|3,280121|300064,7,critDmg_global,20,20.0,+20%,
4,Peacekeeper,0,3,3,2,15,1,2,0,Militia,0,1,306419,9,skillPower_personal,5,5.0,+5%,
4,Peacekeeper,0,3,4,2,15,2,3,11|32,Warlord|Ballista,0|2,6|5,301908|317683,0,damage_global,60,60.0,+60%,
4,Peacekeeper,0,3,5,3,50,1,2,9,Chieftain,0,5,314374,11,skillCd_global,8,8.0,-8%,
4,Peacekeeper,0,3,6,3,50,2,3,8|26,Berserker|Forester,0|2,5|2,289330|314946,32,expSuperChance_global,1,1.0,+1%,
4,Peacekeeper,0,3,7,4,100,1,2,3,Assassin,0,2,296877,1,damage_personal,300,300.0,+300%,
4,Peacekeeper,0,3,8,4,100,2,3,2|19,Ninja|Spelldancer,0|1,2|4,312627|271770,33,expSuperAmount_global,7,7.0,+7%,
4,Peacekeeper,0,3,9,5,150,1,2,15,Witch,1,2,318062,15,killGold_personal,400,400.0,+400%,
4,Peacekeeper,0,3,10,5,150,2,3,12|31,Apprentice|Rogue,1|2,1|4,277314|316887,41,skillPower_global,4,4.0,+4%,
4,Peacekeeper,0,3,11,6,250,1,2,24,Scout,2,1,317780,22,ultraCritDmg_global,2000,2000.0,+2000%,
4,Peacekeeper,0,3,12,6,250,2,3,38|35,Sovereign|Warden,1|2,7|6,309440|302043,38,energyUltraChance_global,3,3.0,+3%,
4,Peacekeeper,0,3,13,7,500,1,2,34,Captain,2,6,313636,0,damage_global,300,300.0,+300%,
4,Peacekeeper,0,3,14,7,500,2,3,7|11,Gladiator|Warlord,0|0,4|6,295526|301908,37,energySuperAmount_global,20,20.0,+20%,
4,Peacekeeper,0,3,15,8,1000,3,4,11|12|29,Warlord|Apprentice|Arbalest,0|1|2,6|1|3,301908|277314|305299,1,damage_personal,1000,1000.0,+1000%,
4,Peacekeeper,0,3,16,8,1000,3,4,7|8|35,Gladiator|Berserker|Warden,0|0|2,4|5|6,295526|289330|302043,47,alienTech_global,3,3.0,+3%,
5,Samurai,0,3,1,1,0,1,2,29,Arbalest,2,3,305299,0,damage_global,10,10.0,+10%,
5,Samurai,0,3,2,1,0,2,3,4|16,Peacekeeper|Wizard,0|1,3|3,316916|300064,6,critChance_personal,10,10.0,+10%,
5,Samurai,0,3,3,2,15,1,2,15,Witch,1,2,318062,10,skillDuration_personal,5,5.0,+5,
5,Samurai,0,3,4,2,15,2,3,20|22,Skymage|Templar,1|1,5|6,280408|304679,13,killGold_global,60,60.0,+60%,
5,Samurai,0,3,5,3,50,1,2,40,Deadeye,2,7,310314,7,critDmg_global,80,80.0,+80%,
5,Samurai,0,3,6,3,50,2,3,23|25,Necromancer|Hunter,1|2,6|1,278537|294026,3,attSpeed_personal,100,100.0,+100%,
5,Samurai,0,3,7,4,100,1,2,32,Ballista,2,5,317683,32,expSuperChance_global,2,2.0,+2%,
5,Samurai,0,3,8,4,100,2,3,24|35,Scout|Warden,2|2,1|6,317780|302043,19,superCritDmg_personal,950,950.0,+950%,
5,Samurai,0,3,9,5,150,1,2,8,Berserker,0,5,289330,24,goldSuperChance_global,8,8.0,+8%,
5,Samurai,0,3,10,5,150,2,3,1|17,Viking|Elementalist,0|1,1|3,305535|274390,1,damage_personal,450,450.0,+450%,
5,Samurai,0,3,11,6,250,1,2,36,Praetorian,0,7,318494,40,energyIncome_global,5,5.0,+5,
5,Samurai,0,3,12,6,250,2,3,6|10,Paladin|Champion,0|0,4|6,283139|300301,13,killGold_global,275,275.0,+275%,
5,Samurai,0,3,13,7,500,1,2,7,Gladiator,0,4,295526,36,energySuperChance_global,5,5.0,+5%,
5,Samurai,0,3,14,7,500,2,3,13|34,Druid|Captain,1|2,1|6,285341|313636,41,skillPower_global,8,8.0,+8%,
5,Samurai,0,3,15,8,1000,3,4,8|26|28,Berserker|Forester|Ranger,0|2|2,5|2|3,289330|314946|304705,41,skillPower_global,12,12.0,+12%,
5,Samurai,0,3,16,8,1000,3,4,6|10|18,Paladin|Champion|Battlemage,0|0|1,4|6|4,283139|300301|309008,22,ultraCritDmg_global,3250,3250.0,+3250%,
6,Paladin,0,4,1,1,0,1,2,7,Gladiator,0,4,295526,9,skillPower_personal,2,2.0,+2%,
6,Paladin,0,4,2,1,0,2,3,19|30,Spelldancer|Sniper,1|2,4|4,271770|312907,15,killGold_personal,50,50.0,+50%,
6,Paladin,0,4,3,2,15,1,2,24,Scout,2,1,317780,2,attSpeed_global,10,10.0,+10%,
6,Paladin,0,4,4,2,15,2,3,14|33,Sorcerer|Crusader,1|2,2|5,311478|314873,14,killExp_global,10,10.0,+10%,
6,Paladin,0,4,5,3,50,1,2,15,Witch,1,2,318062,10,skillDuration_personal,8,8.0,+8,
6,Paladin,0,4,6,3,50,2,3,36|41,Praetorian|Veteran,0|2,7|7,318494|280126,8,critDmg_personal,250,250.0,+250%,
6,Paladin,0,4,7,4,100,1,2,22,Templar,1,6,304679,25,goldSuperChance_personal,10,10.0,+10%,
6,Paladin,0,4,8,4,100,2,3,9|30,Chieftain|Sniper,0|2,5|4,314374|312907,37,energySuperAmount_global,4,4.0,+4%,
6,Paladin,0,4,9,5,150,1,2,26,Forester,2,2,314946,33,expSuperAmount_global,10,10.0,+10%,
6,Paladin,0,4,10,5,150,2,3,11|13,Warlord|Druid,0|1,6|1,301908|285341,15,killGold_personal,450,450.0,+450%,
6,Paladin,0,4,11,6,250,1,2,18,Battlemage,1,4,309008,1,damage_personal,500,500.0,+500%,
6,Paladin,0,4,12,6,250,2,3,5|10,Samurai|Champion,0|0,3|6,280121|300301,41,skillPower_global,6,6.0,+6%,
6,Paladin,0,4,13,7,500,1,2,14,Sorcerer,1,2,311478,26,goldSuperAmount_global,850,850.0,+850%,
6,Paladin,0,4,14,7,500,2,3,8|22,Berserker|Templar,0|1,5|6,289330|304679,36,energySuperChance_global,6,6.0,+6%,
6,Paladin,0,4,15,8,1000,3,4,24|25|31,Scout|Hunter|Rogue,2|2|2,1|1|4,317780|294026|316887,30,goldUltraAmount_global,3000,3000.0,+3000%,
6,Paladin,0,4,16,8,1000,3,4,5|10|18,Samurai|Champion|Battlemage,0|0|1,3|6|4,280121|300301|309008,46,shadowRunes_personal,2,2.0,+2%,
7,Gladiator,0,4,1,1,0,1,2,6,Paladin,0,4,283139,8,critDmg_personal,25,25.0,+25%,
7,Gladiator,0,4,2,1,0,2,3,18|31,Battlemage|Rogue,1|2,4|4,309008|316887,1,damage_personal,50,50.0,+50%,
7,Gladiator,0,4,3,2,15,1,2,3,Assassin,0,2,296877,11,skillCd_global,5,5.0,-5%,
7,Gladiator,0,4,4,2,15,2,3,26|28,Forester|Ranger,2|2,2|3,314946|304705,3,attSpeed_personal,60,60.0,+60%,
7,Gladiator,0,4,5,3,50,1,2,0,Militia,0,1,306419,15,killGold_personal,200,200.0,+200%,
7,Gladiator,0,4,6,3,50,2,3,10|17,Champion|Elementalist,0|1,6|3,300301|274390,5,critChance_global,20,20.0,+20%,
7,Gladiator,0,4,7,4,100,1,2,1,Viking,0,1,305535,13,killGold_global,125,125.0,+125%,
7,Gladiator,0,4,8,4,100,2,3,12|27,Apprentice|Archer,1|2,1|2,277314|284600,0,damage_global,150,150.0,+150%,
7,Gladiator,0,4,9,5,150,1,2,22,Templar,1,6,304679,40,energyIncome_global,3,3.0,+3,
7,Gladiator,0,4,10,5,150,2,3,20|40,Skymage|Deadeye,1|2,5|7,280408|310314,26,goldSuperAmount_global,625,625.0,+625%,
7,Gladiator,0,4,11,6,250,1,2,32,Ballista,2,5,317683,35,expUltraAmount_global,45,45.0,+45%,
7,Gladiator,0,4,12,6,250,2,3,2|21,Ninja|Warlock,0|1,2|5,312627|287059,23,ultraCritDmg_personal,4250,4250.0,+4250%,
7,Gladiator,0,4,13,7,500,1,2,5,Samurai,0,3,280121,37,energySuperAmount_global,15,15.0,+15%,
7,Gladiator,0,4,14,7,500,2,3,4|11,Peacekeeper|Warlord,0|0,3|6,316916|301908,40,energyIncome_global,8,8.0,+8,
7,Gladiator,0,4,15,8,1000,3,4,0|14|34,Militia|Sorcerer|Captain,0|1|2,1|2|6,306419|311478|313636,38,energyUltraChance_global,7,7.0,+7%,
7,Gladiator,0,4,16,8,1000,3,4,4|8|35,Peacekeeper|Berserker|Warden,0|0|2,3|5|6,316916|289330|302043,2,attSpeed_global,75,75.0,+75%,
8,Berserker,0,5,1,1,0,1,2,20,Skymage,1,5,280408,0,damage_global,10,10.0,+10%,
8,Berserker,0,5,2,1,0,2,3,9|32,Chieftain|Ballista,0|2,5|5,314374|317683,7,critDmg_global,20,20.0,+20%,
8,Berserker,0,5,3,2,15,1,2,41,Veteran,2,7,280126,32,expSuperChance_global,1,1.0,+1%,
8,Berserker,0,5,4,2,15,2,3,2|24,Ninja|Scout,0|2,2|1,312627|317780,9,skillPower_personal,6,6.0,+6%,
8,Berserker,0,5,5,3,50,1,2,12,Apprentice,1,1,277314,2,attSpeed_global,22,22.0,+22%,
8,Berserker,0,5,6,3,50,2,3,4|26,Peacekeeper|Forester,0|2,3|2,316916|314946,14,killExp_global,35,35.0,+35%,
8,Berserker,0,5,7,4,100,1,2,29,Arbalest,2,3,305299,16,superCritChance_global,4,4.0,+4%,
8,Berserker,0,5,8,4,100,2,3,3|14,Assassin|Sorcerer,0|1,2|2,296877|311478,41,skillPower_global,2,2.0,+2%,
8,Berserker,0,5,9,5,150,1,2,5,Samurai,0,3,280121,1,damage_personal,400,400.0,+400%,
8,Berserker,0,5,10,5,150,2,3,37|16,Titan|Wizard,0|1,7|3,299058|300064,15,killGold_personal,450,450.0,+450%,
8,Berserker,0,5,11,6,250,1,2,38,Sovereign,1,7,309440,29,goldUltraChance_personal,5,5.0,+5%,
8,Berserker,0,5,12,6,250,2,3,13|25,Druid|Hunter,1|2,1|1,285341|294026,39,energyUltraAmount_global,35,35.0,+35%,
8,Berserker,0,5,13,7,500,1,2,18,Battlemage,1,4,309008,0,damage_global,300,300.0,+300%,
8,Berserker,0,5,14,7,500,2,3,6|22,Paladin|Templar,0|1,4|6,283139|304679,40,energyIncome_global,8,8.0,+8,
8,Berserker,0,5,15,8,1000,3,4,5|26|28,Samurai|Forester|Ranger,0|2|2,3|2|3,280121|314946|304705,0,damage_global,400,400.0,+400%,
8,Berserker,0,5,16,8,1000,3,4,4|7|35,Peacekeeper|Gladiator|Warden,0|0|2,3|4|6,316916|295526|302043,20,ultraCritChance_global,8,8.0,+8%,
9,Chieftain,0,5,1,1,0,1,2,21,Warlock,1,5,287059,11,skillCd_global,2,2.0,-2%,
9,Chieftain,0,5,2,1,0,2,3,8|32,Berserker|Ballista,0|2,5|5,289330|317683,3,attSpeed_personal,25,25.0,+25%,
9,Chieftain,0,5,3,2,15,1,2,27,Archer,2,2,284600,5,critChance_global,8,8.0,+8%,
9,Chieftain,0,5,4,2,15,2,3,38|34,Sovereign|Captain,1|2,7|6,309440|313636,7,critDmg_global,60,60.0,+60%,
9,Chieftain,0,5,5,3,50,1,2,4,Peacekeeper,0,3,316916,13,killGold_global,80,80.0,+80%,
9,Chieftain,0,5,6,3,50,2,3,29|30,Arbalest|Sniper,2|2,3|4,305299|312907,1,damage_personal,250,250.0,+250%,
9,Chieftain,0,5,7,4,100,1,2,13,Druid,1,1,285341,37,energySuperAmount_global,2,2.0,+2%,
9,Chieftain,0,5,8,4,100,2,3,6|30,Paladin|Sniper,0|2,4|4,283139|312907,27,goldSuperAmount_personal,950,950.0,+950%,
9,Chieftain,0,5,9,5,150,1,2,18,Battlemage,1,4,309008,13,killGold_global,175,175.0,+175%,
9,Chieftain,0,5,10,5,150,2,3,2|41,Ninja|Veteran,0|2,2|7,312627|280126,32,expSuperChance_global,7,7.0,+7%,
9,Chieftain,0,5,11,6,250,1,2,1,Viking,0,1,305535,41,skillPower_global,5,5.0,+5%,
9,Chieftain,0,5,12,6,250,2,3,15|19,Witch|Spelldancer,1|1,2|4,318062|271770,0,damage_global,275,275.0,+275%,
9,Chieftain,0,5,13,7,500,1,2,26,Forester,2,2,314946,26,goldSuperAmount_global,850,850.0,+850%,
9,Chieftain,0,5,14,7,500,2,3,17|38,Elementalist|Sovereign,1|1,3|7,274390|309440,13,killGold_global,350,350.0,+350%,
9,Chieftain,0,5,15,8,1000,3,4,13|21|27,Druid|Warlock|Archer,1|1|2,1|5|2,285341|287059|284600,0,damage_global,400,400.0,+400%,
9,Chieftain,0,5,16,8,1000,3,4,13|17|28,Druid|Elementalist|Ranger,1|1|2,1|3|3,285341|274390|304705,11,skillCd_global,20,20.0,-20%,
10,Champion,0,6,1,1,0,1,2,11,Warlord,0,6,301908,15,killGold_personal,25,25.0,+25%,
10,Champion,0,6,2,1,0,2,3,22|35,Templar|Warden,1|2,6|6,304679|302043,2,attSpeed_global,6,6.0,+6%,
10,Champion,0,6,3,2,15,1,2,14,Sorcerer,1,2,311478,0,damage_global,40,40.0,+40%,
10,Champion,0,6,4,2,15,2,3,36|31,Praetorian|Rogue,0|2,7|4,318494|316887,12,skillCd_personal,20,20.0,-20%,
10,Champion,0,6,5,3,50,1,2,19,Spelldancer,1,4,271770,6,critChance_personal,35,35.0,+35%,
10,Champion,0,6,6,3,50,2,3,7|17,Gladiator|Elementalist,0|1,4|3,295526|274390,7,critDmg_global,100,100.0,+100%,
10,Champion,0,6,7,4,100,1,2,25,Hunter,2,1,294026,24,goldSuperChance_global,4,4.0,+4%,
10,Champion,0,6,8,4,100,2,3,0|33,Militia|Crusader,0|2,1|5,306419|314873,1,damage_personal,350,350.0,+350%,
10,Champion,0,6,9,5,150,1,2,32,Ballista,2,5,317683,15,killGold_personal,400,400.0,+400%,
10,Champion,0,6,10,5,150,2,3,21|27,Warlock|Archer,1|2,5|2,287059|284600,16,superCritChance_global,10,10.0,+10%,
10,Champion,0,6,11,6,250,1,2,30,Sniper,2,4,312907,40,energyIncome_global,5,5.0,+5,
10,Champion,0,6,12,6,250,2,3,5|6,Samurai|Paladin,0|0,3|4,280121|283139,34,expUltraChance_global,3,3.0,+3%,
10,Champion,0,6,13,7,500,1,2,24,Scout,2,1,317780,33,expSuperAmount_global,20,20.0,+20%,
10,Champion,0,6,14,7,500,2,3,12|40,Apprentice|Deadeye,1|2,1|7,277314|310314,41,skillPower_global,8,8.0,+8%,
10,Champion,0,6,15,8,1000,3,4,20|30|41,Skymage|Sniper|Veteran,1|2|2,5|4|7,280408|312907|280126,44,bossExp_global,40,40.0,+40%,
10,Champion,0,6,16,8,1000,3,4,5|6|18,Samurai|Paladin|Battlemage,0|0|1,3|4|4,280121|283139|309008,2,attSpeed_global,75,75.0,+75%,
11,Warlord,0,6,1,1,0,1,2,10,Champion,0,6,300301,3,attSpeed_personal,10,10.0,+10%,
11,Warlord,0,6,2,1,0,2,3,23|34,Necromancer|Captain,1|2,6|6,278537|313636,10,skillDuration_personal,3,3.0,+3,
11,Warlord,0,6,3,2,15,1,2,33,Crusader,2,5,314873,2,attSpeed_global,10,10.0,+10%,
11,Warlord,0,6,4,2,15,2,3,4|32,Peacekeeper|Ballista,0|2,3|5,316916|317683,8,critDmg_personal,150,150.0,+150%,
11,Warlord,0,6,5,3,50,1,2,30,Sniper,2,4,312907,0,damage_global,80,80.0,+80%,
11,Warlord,0,6,6,3,50,2,3,15|16,Witch|Wizard,1|1,2|3,318062|300064,6,critChance_personal,50,50.0,+50%,
11,Warlord,0,6,7,4,100,1,2,24,Scout,2,1,317780,1,damage_personal,300,300.0,+300%,
11,Warlord,0,6,8,4,100,2,3,20|41,Skymage|Veteran,1|2,5|7,280408|280126,41,skillPower_global,2,2.0,+2%,
11,Warlord,0,6,9,5,150,1,2,37,Titan,0,7,299058,16,superCritChance_global,8,8.0,+8%,
11,Warlord,0,6,10,5,150,2,3,6|13,Paladin|Druid,0|1,4|1,283139|285341,13,killGold_global,200,200.0,+200%,
11,Warlord,0,6,11,6,250,1,2,39,Dicemaster,1,7,319449,21,ultraCritChance_personal,5,5.0,+5%,
11,Warlord,0,6,12,6,250,2,3,3|16,Assassin|Wizard,0|1,2|3,296877|300064,31,goldUltraAmount_personal,4250,4250.0,+4250%,
11,Warlord,0,6,13,7,500,1,2,1,Viking,0,1,305535,0,damage_global,300,300.0,+300%,
11,Warlord,0,6,14,7,500,2,3,4|7,Peacekeeper|Gladiator,0|0,3|4,316916|295526,49,ultraBossDmg_global,1600,1600.0,+1600%,
11,Warlord,0,6,15,8,1000,3,4,4|12|29,Peacekeeper|Apprentice|Arbalest,0|1|2,3|1|3,316916|277314|305299,40,energyIncome_global,10,10.0,+10,
11,Warlord,0,6,16,8,1000,3,4,37|21|21,Titan|Warlock|Warlock,0|1|1,7|5|5,299058|287059|287059,39,energyUltraAmount_global,75,75.0,+75%,
12,Apprentice,1,1,1,1,0,1,2,0,Militia,0,1,306419,2,attSpeed_global,3,3.0,+3%,
12,Apprentice,1,1,2,1,0,2,3,13|25,Druid|Hunter,1|2,1|1,285341|294026,11,skillCd_global,4,4.0,-4%,
12,Apprentice,1,1,3,2,15,1,2,20,Skymage,1,5,280408,7,critDmg_global,40,40.0,+40%,
12,Apprentice,1,1,4,2,15,2,3,17|30,Elementalist|Sniper,1|2,3|4,274390|312907,0,damage_global,60,60.0,+60%,
12,Apprentice,1,1,5,3,50,1,2,8,Berserker,0,5,289330,15,killGold_personal,200,200.0,+200%,
12,Apprentice,1,1,6,3,50,2,3,3|19,Assassin|Spelldancer,0|1,2|4,296877|271770,5,critChance_global,20,20.0,+20%,
12,Apprentice,1,1,7,4,100,1,2,37,Titan,0,7,299058,32,expSuperChance_global,2,2.0,+2%,
12,Apprentice,1,1,8,4,100,2,3,7|27,Gladiator|Archer,0|2,4|2,295526|284600,37,energySuperAmount_global,4,4.0,+4%,
12,Apprentice,1,1,9,5,150,1,2,23,Necromancer,1,6,278537,27,goldSuperAmount_personal,1100,1100.0,+1100%,
12,Apprentice,1,1,10,5,150,2,3,4|31,Peacekeeper|Rogue,0|2,3|4,316916|316887,0,damage_global,200,200.0,+200%,
12,Apprentice,1,1,11,6,250,1,2,2,Ninja,0,2,312627,41,skillPower_global,5,5.0,+5%,
12,Apprentice,1,1,12,6,250,2,3,36|30,Praetorian|Sniper,0|2,7|4,318494|312907,13,killGold_global,275,275.0,+275%,
12,Apprentice,1,1,13,7,500,1,2,39,Dicemaster,1,7,319449,9,skillPower_personal,15,15.0,+15%,
12,Apprentice,1,1,14,7,500,2,3,10|40,Champion|Deadeye,0|2,6|7,300301|310314,0,damage_global,350,350.0,+350%,
