hero_id,hero_name,hero_class,hero_rarity,synergy_num,tier,rank_required,required_slot,required_hero_id,required_hero_name,required_hero_class,required_hero_rarity,required_hero_path_id
1,Viking,0,1,6,3,50,synergyHero6_1,14,Sorcerer,1,2,311478
1,Viking,0,1,6,3,50,synergyHero6_2,39,Dicemaster,1,7,319449
1,Viking,0,1,7,4,100,synergyHero7,7,Gladiator,0,4,295526
1,Viking,0,1,8,4,100,synergyHero8_1,37,Titan,0,7,299058
1,Viking,0,1,8,4,100,synergyHero8_2,23,Necromancer,1,6,278537
1,Viking,0,1,9,5,150,synergyHero9,40,Deadeye,2,7,310314
1,Viking,0,1,10,5,150,synergyHero10_1,5,Samurai,0,3,280121
1,Viking,0,1,10,5,150,synergyHero10_2,17,Elementalist,1,3,274390
1,Viking,0,1,11,6,250,synergyHero11,9,Chieftain,0,5,314374
1,Viking,0,1,12,6,250,synergyHero12_1,28,Ranger,2,3,304705
1,Viking,0,1,12,6,250,synergyHero12_2,33,Crusader,2,5,314873
1,Viking,0,1,13,7,500,synergyHero13,11,Warlord,0,6,301908
1,Viking,0,1,14,7,500,synergyHero14_1,26,Forester,2,2,314946
1,Viking,0,1,14,7,500,synergyHero14_2,41,Veteran,2,7,280126
1,Viking,0,1,15,8,1000,synergyHero15_1,16,Wizard,1,3,300064
1,Viking,0,1,15,8,1000,synergyHero15_2,23,Necromancer,1,6,278537
1,Viking,0,1,15,8,1000,synergyHero15_3,32,Ballista,2,5,317683
1,Viking,0,1,16,8,1000,synergyHero16_1,27,Archer,2,2,284600
1,Viking,0,1,16,8,1000,synergyHero16_2,32,Ballista,2,5,317683
1,Viking,0,1,16,8,1000,synergyHero16_3,41,Veteran,2,7,280126
2,Ninja,0,2,1,1,0,synergyHero1,3,Assassin,0,2,296877
2,Ninja,0,2,2,1,0,synergyHero2_1,14,Sorcerer,1,2,311478
2,Ninja,0,2,2,1,0,synergyHero2_2,15,Witch,1,2,318062
2,Ninja,0,2,3,2,15,synergyHero3,31,Rogue,2,4,316887
2,Ninja,0,2,4,2,15,synergyHero4_1,8,Berserker,0,5,289330
2,Ninja,0,2,4,2,15,synergyHero4_2,24,Scout,2,1,317780
2,Ninja,0,2,5,3,50,synergyHero5,16,Wizard,1,3,300064
2,Ninja,0,2,6,3,50,synergyHero6_1,27,Archer,2,2,284600
2,Ninja,0,2,6,3,50,synergyHero6_2,31,Rogue,2,4,316887
2,Ninja,0,2,7,4,100,synergyHero7,36,Praetorian,0,7,318494
2,Ninja,0,2,8,4,100,synergyHero8_1,4,Peacekeeper,0,3,316916
2,Ninja,0,2,8,4,100,synergyHero8_2,19,Spelldancer,1,4,271770
2,Ninja,0,2,9,5,150,synergyHero9,28,Ranger,2,3,304705
2,Ninja,0,2,10,5,150,synergyHero10_1,9,Chieftain,0,5,314374
2,Ninja,0,2,10,5,150,synergyHero10_2,41,Veteran,2,7,280126
2,Ninja,0,2,11,6,250,synergyHero11,12,Apprentice,1,1,277314
2,Ninja,0,2,12,6,250,synergyHero12_1,7,Gladiator,0,4,295526
2,Ninja,0,2,12,6,250,synergyHero12_2,21,Warlock,1,5,287059
2,Ninja,0,2,13,7,500,synergyHero13,29,Arbalest,2,3,305299
2,Ninja,0,2,14,7,500,synergyHero14_1,3,Assassin,0,2,296877
2,Ninja,0,2,14,7,500,synergyHero14_2,31,Rogue,2,4,316887
2,Ninja,0,2,15,8,1000,synergyHero15_1,3,Assassin,0,2,296877
2,Ninja,0,2,15,8,1000,synergyHero15_2,17,Elementalist,1,3,274390
2,Ninja,0,2,15,8,1000,synergyHero15_3,35,Warden,2,6,302043
2,Ninja,0,2,16,8,1000,synergyHero16_1,0,Militia,0,1,306419
2,Ninja,0,2,16,8,1000,synergyHero16_2,29,Arbalest,2,3,305299
2,Ninja,0,2,16,8,1000,synergyHero16_3,34,Captain,2,6,313636
3,Assassin,0,2,1,1,0,synergyHero1,2,Ninja,0,2,312627
3,Assassin,0,2,2,1,0,synergyHero2_1,26,Forester,2,2,314946
3,Assassin,0,2,2,1,0,synergyHero2_2,27,Archer,2,2,284600
3,Assassin,0,2,3,2,15,synergyHero3,7,Gladiator,0,4,295526
3,Assassin,0,2,4,2,15,synergyHero4_1,1,Viking,0,1,305535
3,Assassin,0,2,4,2,15,synergyHero4_2,29,Arbalest,2,3,305299
3,Assassin,0,2,5,3,50,synergyHero5,28,Ranger,2,3,304705
3,Assassin,0,2,6,3,50,synergyHero6_1,12,Apprentice,1,1,277314
3,Assassin,0,2,6,3,50,synergyHero6_2,19,Spelldancer,1,4,271770
3,Assassin,0,2,7,4,100,synergyHero7,4,Peacekeeper,0,3,316916
3,Assassin,0,2,8,4,100,synergyHero8_1,8,Berserker,0,5,289330
3,Assassin,0,2,8,4,100,synergyHero8_2,14,Sorcerer,1,2,311478
3,Assassin,0,2,9,5,150,synergyHero9,39,Dicemaster,1,7,319449
3,Assassin,0,2,10,5,150,synergyHero10_1,25,Hunter,2,1,294026
3,Assassin,0,2,10,5,150,synergyHero10_2,34,Captain,2,6,313636
3,Assassin,0,2,11,6,250,synergyHero11,20,Skymage,1,5,280408
3,Assassin,0,2,12,6,250,synergyHero12_1,11,Warlord,0,6,301908
3,Assassin,0,2,12,6,250,synergyHero12_2,16,Wizard,1,3,300064
3,Assassin,0,2,13,7,500,synergyHero13,40,Deadeye,2,7,310314
3,Assassin,0,2,14,7,500,synergyHero14_1,2,Ninja,0,2,312627
3,Assassin,0,2,14,7,500,synergyHero14_2,31,Rogue,2,4,316887
3,Assassin,0,2,15,8,1000,synergyHero15_1,2,Ninja,0,2,312627
3,Assassin,0,2,15,8,1000,synergyHero15_2,17,Elementalist,1,3,274390
3,Assassin,0,2,15,8,1000,synergyHero15_3,35,Warden,2,6,302043
3,Assassin,0,2,16,8,1000,synergyHero16_1,36,Praetorian,0,7,318494
3,Assassin,0,2,16,8,1000,synergyHero16_2,16,Wizard,1,3,300064
3,Assassin,0,2,16,8,1000,synergyHero16_3,19,Spelldancer,1,4,271770
4,Peacekeeper,0,3,1,1,0,synergyHero1,28,Ranger,2,3,304705
4,Peacekeeper,0,3,2,1,0,synergyHero2_1,5,Samurai,0,3,280121
4,Peacekeeper,0,3,2,1,0,synergyHero2_2,16,Wizard,1,3,300064
4,Peacekeeper,0,3,3,2,15,synergyHero3,0,Militia,0,1,306419
4,Peacekeeper,0,3,4,2,15,synergyHero4_1,11,Warlord,0,6,301908
4,Peacekeeper,0,3,4,2,15,synergyHero4_2,32,Ballista,2,5,317683
4,Peacekeeper,0,3,5,3,50,synergyHero5,9,Chieftain,0,5,314374
4,Peacekeeper,0,3,6,3,50,synergyHero6_1,8,Berserker,0,5,289330
4,Peacekeeper,0,3,6,3,50,synergyHero6_2,26,Forester,2,2,314946
4,Peacekeeper,0,3,7,4,100,synergyHero7,3,Assassin,0,2,296877
4,Peacekeeper,0,3,8,4,100,synergyHero8_1,2,Ninja,0,2,312627
4,Peacekeeper,0,3,8,4,100,synergyHero8_2,19,Spelldancer,1,4,271770
4,Peacekeeper,0,3,9,5,150,synergyHero9,15,Witch,1,2,318062
4,Peacekeeper,0,3,10,5,150,synergyHero10_1,12,Apprentice,1,1,277314
4,Peacekeeper,0,3,10,5,150,synergyHero10_2,31,Rogue,2,4,316887
4,Peacekeeper,0,3,11,6,250,synergyHero11,24,Scout,2,1,317780
4,Peacekeeper,0,3,12,6,250,synergyHero12_1,38,Sovereign,1,7,309440
4,Peacekeeper,0,3,12,6,250,synergyHero12_2,35,Warden,2,6,302043
4,Peacekeeper,0,3,13,7,500,synergyHero13,34,Captain,2,6,313636
4,Peacekeeper,0,3,14,7,500,synergyHero14_1,7,Gladiator,0,4,295526
4,Peacekeeper,0,3,14,7,500,synergyHero14_2,11,Warlord,0,6,301908
4,Peacekeeper,0,3,15,8,1000,synergyHero15_1,11,Warlord,0,6,301908
4,Peacekeeper,0,3,15,8,1000,synergyHero15_2,12,Apprentice,1,1,277314
4,Peacekeeper,0,3,15,8,1000,synergyHero15_3,29,Arbalest,2,3,305299
4,Peacekeeper,0,3,16,8,1000,synergyHero16_1,7,Gladiator,0,4,295526
4,Peacekeeper,0,3,16,8,1000,synergyHero16_2,8,Berserker,0,5,289330
4,Peacekeeper,0,3,16,8,1000,synergyHero16_3,35,Warden,2,6,302043
5,Samurai,0,3,1,1,0,synergyHero1,29,Arbalest,2,3,305299
5,Samurai,0,3,2,1,0,synergyHero2_1,4,Peacekeeper,0,3,316916
5,Samurai,0,3,2,1,0,synergyHero2_2,16,Wizard,1,3,300064
5,Samurai,0,3,3,2,15,synergyHero3,15,Witch,1,2,318062
5,Samurai,0,3,4,2,15,synergyHero4_1,20,Skymage,1,5,280408
5,Samurai,0,3,4,2,15,synergyHero4_2,22,Templar,1,6,304679
5,Samurai,0,3,5,3,50,synergyHero5,40,Deadeye,2,7,310314
5,Samurai,0,3,6,3,50,synergyHero6_1,23,Necromancer,1,6,278537
5,Samurai,0,3,6,3,50,synergyHero6_2,25,Hunter,2,1,294026
5,Samurai,0,3,7,4,100,synergyHero7,32,Ballista,2,5,317683
5,Samurai,0,3,8,4,100,synergyHero8_1,24,Scout,2,1,317780
5,Samurai,0,3,8,4,100,synergyHero8_2,35,Warden,2,6,302043
5,Samurai,0,3,9,5,150,synergyHero9,8,Berserker,0,5,289330
5,Samurai,0,3,10,5,150,synergyHero10_1,1,Viking,0,1,305535
5,Samurai,0,3,10,5,150,synergyHero10_2,17,Elementalist,1,3,274390
5,Samurai,0,3,11,6,250,synergyHero11,36,Praetorian,0,7,318494
5,Samurai,0,3,12,6,250,synergyHero12_1,6,Paladin,0,4,283139
5,Samurai,0,3,12,6,250,synergyHero12_2,10,Champion,0,6,300301
5,Samurai,0,3,13,7,500,synergyHero13,7,Gladiator,0,4,295526
5,Samurai,0,3,14,7,500,synergyHero14_1,13,Druid,1,1,285341
5,Samurai,0,3,14,7,500,synergyHero14_2,34,Captain,2,6,313636
5,Samurai,0,3,15,8,1000,synergyHero15_1,8,Berserker,0,5,289330
5,Samurai,0,3,15,8,1000,synergyHero15_2,26,Forester,2,2,314946
5,Samurai,0,3,15,8,1000,synergyHero15_3,28,Ranger,2,3,304705
5,Samurai,0,3,16,8,1000,synergyHero16_1,6,Paladin,0,4,283139
5,Samurai,0,3,16,8,1000,synergyHero16_2,10,Champion,0,6,300301
5,Samurai,0,3,16,8,1000,synergyHero16_3,18,Battlemage,1,4,309008
6,Paladin,0,4,1,1,0,synergyHero1,7,Gladiator,0,4,295526
6,Paladin,0,4,2,1,0,synergyHero2_1,19,Spelldancer,1,4,271770
6,Paladin,0,4,2,1,0,synergyHero2_2,30,Sniper,2,4,312907
6,Paladin,0,4,3,2,15,synergyHero3,24,Scout,2,1,317780
6,Paladin,0,4,4,2,15,synergyHero4_1,14,Sorcerer,1,2,311478
6,Paladin,0,4,4,2,15,synergyHero4_2,33,Crusader,2,5,314873
6,Paladin,0,4,5,3,50,synergyHero5,15,Witch,1,2,318062
6,Paladin,0,4,6,3,50,synergyHero6_1,36,Praetorian,0,7,318494
6,Paladin,0,4,6,3,50,synergyHero6_2,41,Veteran,2,7,280126
6,Paladin,0,4,7,4,100,synergyHero7,22,Templar,1,6,304679
6,Paladin,0,4,8,4,100,synergyHero8_1,9,Chieftain,0,5,314374
6,Paladin,0,4,8,4,100,synergyHero8_2,30,Sniper,2,4,312907
6,Paladin,0,4,9,5,150,synergyHero9,26,Forester,2,2,314946
6,Paladin,0,4,10,5,150,synergyHero10_1,11,Warlord,0,6,301908
6,Paladin,0,4,10,5,150,synergyHero10_2,13,Druid,1,1,285341
6,Paladin,0,4,11,6,250,synergyHero11,18,Battlemage,1,4,309008
6,Paladin,0,4,12,6,250,synergyHero12_1,5,Samurai,0,3,280121
6,Paladin,0,4,12,6,250,synergyHero12_2,10,Champion,0,6,300301
6,Paladin,0,4,13,7,500,synergyHero13,14,Sorcerer,1,2,311478
6,Paladin,0,4,14,7,500,synergyHero14_1,8,Berserker,0,5,289330
6,Paladin,0,4,14,7,500,synergyHero14_2,22,Templar,1,6,304679
6,Paladin,0,4,15,8,1000,synergyHero15_1,24,Scout,2,1,317780
6,Paladin,0,4,15,8,1000,synergyHero15_2,25,Hunter,2,1,294026
6,Paladin,0,4,15,8,1000,synergyHero15_3,31,Rogue,2,4,316887
6,Paladin,0,4,16,8,1000,synergyHero16_1,5,Samurai,0,3,280121
6,Paladin,0,4,16,8,1000,synergyHero16_2,10,Champion,0,6,300301
6,Paladin,0,4,16,8,1000,synergyHero16_3,18,Battlemage,1,4,309008
7,Gladiator,0,4,1,1,0,synergyHero1,6,Paladin,0,4,283139
7,Gladiator,0,4,2,1,0,synergyHero2_1,18,Battlemage,1,4,309008
7,Gladiator,0,4,2,1,0,synergyHero2_2,31,Rogue,2,4,316887
7,Gladiator,0,4,3,2,15,synergyHero3,3,Assassin,0,2,296877
7,Gladiator,0,4,4,2,15,synergyHero4_1,26,Forester,2,2,314946
7,Gladiator,0,4,4,2,15,synergyHero4_2,28,Ranger,2,3,304705
7,Gladiator,0,4,5,3,50,synergyHero5,0,Militia,0,1,306419
7,Gladiator,0,4,6,3,50,synergyHero6_1,10,Champion,0,6,300301
7,Gladiator,0,4,6,3,50,synergyHero6_2,17,Elementalist,1,3,274390
7,Gladiator,0,4,7,4,100,synergyHero7,1,Viking,0,1,305535
7,Gladiator,0,4,8,4,100,synergyHero8_1,12,Apprentice,1,1,277314
7,Gladiator,0,4,8,4,100,synergyHero8_2,27,Archer,2,2,284600
7,Gladiator,0,4,9,5,150,synergyHero9,22,Templar,1,6,304679
7,Gladiator,0,4,10,5,150,synergyHero10_1,20,Skymage,1,5,280408
7,Gladiator,0,4,10,5,150,synergyHero10_2,40,Deadeye,2,7,310314
7,Gladiator,0,4,11,6,250,synergyHero11,32,Ballista,2,5,317683
7,Gladiator,0,4,12,6,250,synergyHero12_1,2,Ninja,0,2,312627
7,Gladiator,0,4,12,6,250,synergyHero12_2,21,Warlock,1,5,287059
7,Gladiator,0,4,13,7,500,synergyHero13,5,Samurai,0,3,280121
7,Gladiator,0,4,14,7,500,synergyHero14_1,4,Peacekeeper,0,3,316916
7,Gladiator,0,4,14,7,500,synergyHero14_2,11,Warlord,0,6,301908
7,Gladiator,0,4,15,8,1000,synergyHero15_1,0,Militia,0,1,306419
7,Gladiator,0,4,15,8,1000,synergyHero15_2,14,Sorcerer,1,2,311478
7,Gladiator,0,4,15,8,1000,synergyHero15_3,34,Captain,2,6,313636
7,Gladiator,0,4,16,8,1000,synergyHero16_1,4,Peacekeeper,0,3,316916
7,Gladiator,0,4,16,8,1000,synergyHero16_2,8,Berserker,0,5,289330
7,Gladiator,0,4,16,8,1000,synergyHero16_3,35,Warden,2,6,302043
8,Berserker,0,5,1,1,0,synergyHero1,20,Skymage,1,5,280408
8,Berserker,0,5,2,1,0,synergyHero2_1,9,Chieftain,0,5,314374
8,Berserker,0,5,2,1,0,synergyHero2_2,32,Ballista,2,5,317683
8,Berserker,0,5,3,2,15,synergyHero3,41,Veteran,2,7,280126
8,Berserker,0,5,4,2,15,synergyHero4_1,2,Ninja,0,2,312627
8,Berserker,0,5,4,2,15,synergyHero4_2,24,Scout,2,1,317780
8,Berserker,0,5,5,3,50,synergyHero5,12,Apprentice,1,1,277314
8,Berserker,0,5,6,3,50,synergyHero6_1,4,Peacekeeper,0,3,316916
8,Berserker,0,5,6,3,50,synergyHero6_2,26,Forester,2,2,314946
8,Berserker,0,5,7,4,100,synergyHero7,29,Arbalest,2,3,305299
8,Berserker,0,5,8,4,100,synergyHero8_1,3,Assassin,0,2,296877
8,Berserker,0,5,8,4,100,synergyHero8_2,14,Sorcerer,1,2,311478
8,Berserker,0,5,9,5,150,synergyHero9,5,Samurai,0,3,280121
8,Berserker,0,5,10,5,150,synergyHero10_1,37,Titan,0,7,299058
8,Berserker,0,5,10,5,150,synergyHero10_2,16,Wizard,1,3,300064
8,Berserker,0,5,11,6,250,synergyHero11,38,Sovereign,1,7,309440
8,Berserker,0,5,12,6,250,synergyHero12_1,13,Druid,1,1,285341
8,Berserker,0,5,12,6,250,synergyHero12_2,25,Hunter,2,1,294026
8,Berserker,0,5,13,7,500,synergyHero13,18,Battlemage,1,4,309008
8,Berserker,0,5,14,7,500,synergyHero14_1,6,Paladin,0,4,283139
8,Berserker,0,5,14,7,500,synergyHero14_2,22,Templar,1,6,304679
8,Berserker,0,5,15,8,1000,synergyHero15_1,5,Samurai,0,3,280121
8,Berserker,0,5,15,8,1000,synergyHero15_2,26,Forester,2,2,314946
8,Berserker,0,5,15,8,1000,synergyHero15_3,28,Ranger,2,3,304705
8,Berserker,0,5,16,8,1000,synergyHero16_1,4,Peacekeeper,0,3,316916
8,Berserker,0,5,16,8,1000,synergyHero16_2,7,Gladiator,0,4,295526
8,Berserker,0,5,16,8,1000,synergyHero16_3,35,Warden,2,6,302043
9,Chieftain,0,5,1,1,0,synergyHero1,21,Warlock,1,5,287059
9,Chieftain,0,5,2,1,0,synergyHero2_1,8,Berserker,0,5,289330
9,Chieftain,0,5,2,1,0,synergyHero2_2,32,Ballista,2,5,317683
9,Chieftain,0,5,3,2,15,synergyHero3,27,Archer,2,2,284600
9,Chieftain,0,5,4,2,15,synergyHero4_1,38,Sovereign,1,7,309440
9,Chieftain,0,5,4,2,15,synergyHero4_2,34,Captain,2,6,313636
9,Chieftain,0,5,5,3,50,synergyHero5,4,Peacekeeper,0,3,316916
9,Chieftain,0,5,6,3,50,synergyHero6_1,29,Arbalest,2,3,305299
9,Chieftain,0,5,6,3,50,synergyHero6_2,30,Sniper,2,4,312907
9,Chieftain,0,5,7,4,100,synergyHero7,13,Druid,1,1,285341
9,Chieftain,0,5,8,4,100,synergyHero8_1,6,Paladin,0,4,283139
9,Chieftain,0,5,8,4,100,synergyHero8_2,30,Sniper,2,4,312907
9,Chieftain,0,5,9,5,150,synergyHero9,18,Battlemage,1,4,309008
9,Chieftain,0,5,10,5,150,synergyHero10_1,2,Ninja,0,2,312627
9,Chieftain,0,5,10,5,150,synergyHero10_2,41,Veteran,2,7,280126
9,Chieftain,0,5,11,6,250,synergyHero11,1,Viking,0,1,305535
9,Chieftain,0,5,12,6,250,synergyHero12_1,15,Witch,1,2,318062
9,Chieftain,0,5,12,6,250,synergyHero12_2,19,Spelldancer,1,4,271770
9,Chieftain,0,5,13,7,500,synergyHero13,26,Forester,2,2,314946
9,Chieftain,0,5,14,7,500,synergyHero14_1,17,Elementalist,1,3,274390
9,Chieftain,0,5,14,7,500,synergyHero14_2,38,Sovereign,1,7,309440
9,Chieftain,0,5,15,8,1000,synergyHero15_1,13,Druid,1,1,285341
9,Chieftain,0,5,15,8,1000,synergyHero15_2,21,Warlock,1,5,287059
9,Chieftain,0,5,15,8,1000,synergyHero15_3,27,Archer,2,2,284600
9,Chieftain,0,5,16,8,1000,synergyHero16_1,13,Druid,1,1,285341
9,Chieftain,0,5,16,8,1000,synergyHero16_2,17,Elementalist,1,3,274390
9,Chieftain,0,5,16,8,1000,synergyHero16_3,28,Ranger,2,3,304705
10,Champion,0,6,1,1,0,synergyHero1,11,Warlord,0,6,301908
10,Champion,0,6,2,1,0,synergyHero2_1,22,Templar,1,6,304679
10,Champion,0,6,2,1,0,synergyHero2_2,35,Warden,2,6,302043
10,Champion,0,6,3,2,15,synergyHero3,14,Sorcerer,1,2,311478
10,Champion,0,6,4,2,15,synergyHero4_1,36,Praetorian,0,7,318494
10,Champion,0,6,4,2,15,synergyHero4_2,31,Rogue,2,4,316887
10,Champion,0,6,5,3,50,synergyHero5,19,Spelldancer,1,4,271770
10,Champion,0,6,6,3,50,synergyHero6_1,7,Gladiator,0,4,295526
10,Champion,0,6,6,3,50,synergyHero6_2,17,Elementalist,1,3,274390
10,Champion,0,6,7,4,100,synergyHero7,25,Hunter,2,1,294026
10,Champion,0,6,8,4,100,synergyHero8_1,0,Militia,0,1,306419
10,Champion,0,6,8,4,100,synergyHero8_2,33,Crusader,2,5,314873
10,Champion,0,6,9,5,150,synergyHero9,32,Ballista,2,5,317683
10,Champion,0,6,10,5,150,synergyHero10_1,21,Warlock,1,5,287059
10,Champion,0,6,10,5,150,synergyHero10_2,27,Archer,2,2,284600
10,Champion,0,6,11,6,250,synergyHero11,30,Sniper,2,4,312907
10,Champion,0,6,12,6,250,synergyHero12_1,5,Samurai,0,3,280121
10,Champion,0,6,12,6,250,synergyHero12_2,6,Paladin,0,4,283139
10,Champion,0,6,13,7,500,synergyHero13,24,Scout,2,1,317780
10,Champion,0,6,14,7,500,synergyHero14_1,12,Apprentice,1,1,277314
10,Champion,0,6,14,7,500,synergyHero14_2,40,Deadeye,2,7,310314
10,Champion,0,6,15,8,1000,synergyHero15_1,20,Skymage,1,5,280408
10,Champion,0,6,15,8,1000,synergyHero15_2,30,Sniper,2,4,312907
10,Champion,0,6,15,8,1000,synergyHero15_3,41,Veteran,2,7,280126
10,Champion,0,6,16,8,1000,synergyHero16_1,5,Samurai,0,3,280121
10,Champion,0,6,16,8,1000,synergyHero16_2,6,Paladin,0,4,283139
10,Champion,0,6,16,8,1000,synergyHero16_3,18,Battlemage,1,4,309008
11,Warlord,0,6,1,1,0,synergyHero1,10,Champion,0,6,300301
11,Warlord,0,6,2,1,0,synergyHero2_1,23,Necromancer,1,6,278537
11,Warlord,0,6,2,1,0,synergyHero2_2,34,Captain,2,6,313636
11,Warlord,0,6,3,2,15,synergyHero3,33,Crusader,2,5,314873
11,Warlord,0,6,4,2,15,synergyHero4_1,4,Peacekeeper,0,3,316916
11,Warlord,0,6,4,2,15,synergyHero4_2,32,Ballista,2,5,317683
11,Warlord,0,6,5,3,50,synergyHero5,30,Sniper,2,4,312907
11,Warlord,0,6,6,3,50,synergyHero6_1,15,Witch,1,2,318062
11,Warlord,0,6,6,3,50,synergyHero6_2,16,Wizard,1,3,300064
11,Warlord,0,6,7,4,100,synergyHero7,24,Scout,2,1,317780
11,Warlord,0,6,8,4,100,synergyHero8_1,20,Skymage,1,5,280408
11,Warlord,0,6,8,4,100,synergyHero8_2,41,Veteran,2,7,280126
11,Warlord,0,6,9,5,150,synergyHero9,37,Titan,0,7,299058
11,Warlord,0,6,10,5,150,synergyHero10_1,6,Paladin,0,4,283139
11,Warlord,0,6,10,5,150,synergyHero10_2,13,Druid,1,1,285341
11,Warlord,0,6,11,6,250,synergyHero11,39,Dicemaster,1,7,319449
11,Warlord,0,6,12,6,250,synergyHero12_1,3,Assassin,0,2,296877
11,Warlord,0,6,12,6,250,synergyHero12_2,16,Wizard,1,3,300064
11,Warlord,0,6,13,7,500,synergyHero13,1,Viking,0,1,305535
11,Warlord,0,6,14,7,500,synergyHero14_1,4,Peacekeeper,0,3,316916
11,Warlord,0,6,14,7,500,synergyHero14_2,7,Gladiator,0,4,295526
11,Warlord,0,6,15,8,1000,synergyHero15_1,4,Peacekeeper,0,3,316916
11,Warlord,0,6,15,8,1000,synergyHero15_2,12,Apprentice,1,1,277314
11,Warlord,0,6,15,8,1000,synergyHero15_3,29,Arbalest,2,3,305299
11,Warlord,0,6,16,8,1000,synergyHero16_1,37,Titan,0,7,299058
11,Warlord,0,6,16,8,1000,synergyHero16_2,21,Warlock,1,5,287059
11,Warlord,0,6,16,8,1000,synergyHero16_3,21,Warlock,1,5,287059
12,Apprentice,1,1,1,1,0,synergyHero1,0,Militia,0,1,306419
12,Apprentice,1,1,2,1,0,synergyHero2_1,13,Druid,1,1,285341
12,Apprentice,1,1,2,1,0,synergyHero2_2,25,Hunter,2,1,294026
12,Apprentice,1,1,3,2,15,synergyHero3,20,Skymage,1,5,280408
12,Apprentice,1,1,4,2,15,synergyHero4_1,17,Elementalist,1,3,274390
12,Apprentice,1,1,4,2,15,synergyHero4_2,30,Sniper,2,4,312907
12,Apprentice,1,1,5,3,50,synergyHero5,8,Berserker,0,5,289330
12,Apprentice,1,1,6,3,50,synergyHero6_1,3,Assassin,0,2,296877
12,Apprentice,1,1,6,3,50,synergyHero6_2,19,Spelldancer,1,4,271770
12,Apprentice,1,1,7,4,100,synergyHero7,37,Titan,0,7,299058
12,Apprentice,1,1,8,4,100,synergyHero8_1,7,Gladiator,0,4,295526
12,Apprentice,1,1,8,4,100,synergyHero8_2,27,Archer,2,2,284600
12,Apprentice,1,1,9,5,150,synergyHero9,23,Necromancer,1,6,278537
12,Apprentice,1,1,10,5,150,synergyHero10_1,4,Peacekeeper,0,3,316916
12,Apprentice,1,1,10,5,150,synergyHero10_2,31,Rogue,2,4,316887
12,Apprentice,1,1,11,6,250,synergyHero11,2,Ninja,0,2,312627
12,Apprentice,1,1,12,6,250,synergyHero12_1,36,Praetorian,0,7,318494
12,Apprentice,1,1,12,6,250,synergyHero12_2,30,Sniper,2,4,312907
12,Apprentice,1,1,13,7,500,synergyHero13,39,Dicemaster,1,7,319449
12,Apprentice,1,1,14,7,500,synergyHero14_1,10,Champion,0,6,300301
12,Apprentice,1,1,14,7,500,synergyHero14_2,40,Deadeye,2,7,310314
