gameobject_path_id,gameobject_name,normalized_name,enemy_behaviour_path_id,prefab_enemy_path_id,enemy_class,evolution,enemy_height,is_golden_variant,is_supreme_variant,ultimus_class
46868,Alien Galaxia (ultimus boss) (red mage) (3),Alien Galaxia (ultimus boss) (red mage),285536,10686,8,3,4.0,0,0,0
46865,Alien Galaxia (ultimus boss) (red mage) (4),Alien Galaxia (ultimus boss) (red mage),285533,10686,8,3,4.0,0,0,0
46863,Alien Galaxia (ultimus boss) (red mage) (5),Alien Galaxia (ultimus boss) (red mage),285532,10686,8,3,4.0,0,0,0
46867,Alien Galaxia (ultimus boss) (red mage) (6),Alien Galaxia (ultimus boss) (red mage),285535,10686,8,3,4.0,0,0,0
45026,Alien Wreck (global boss),Alien Wreck (global boss),299351,10710,11,3,5.0,0,0,0
58460,Ancient Shadow (rune boss),Ancient Shadow (rune boss),303099,11013,5,3,4.0,0,0,0
77954,Ancient Shadow (rune boss) (1),Ancient Shadow (rune boss),316904,11013,5,3,4.0,0,0,0
77952,Ancient Shadow (rune boss) (10),Ancient Shadow (rune boss),316906,11013,5,3,4.0,0,0,0
77953,Ancient Shadow (rune boss) (2),Ancient Shadow (rune boss),316907,11013,5,3,4.0,0,0,0
77948,Ancient Shadow (rune boss) (3),Ancient Shadow (rune boss),316909,11013,5,3,4.0,0,0,0
77950,Ancient Shadow (rune boss) (4),Ancient Shadow (rune boss),316908,11013,5,3,4.0,0,0,0
77949,Ancient Shadow (rune boss) (5),Ancient Shadow (rune boss),316910,11013,5,3,4.0,0,0,0
77957,Ancient Shadow (rune boss) (6),Ancient Shadow (rune boss),316901,11013,5,3,4.0,0,0,0
77956,Ancient Shadow (rune boss) (7),Ancient Shadow (rune boss),316902,11013,5,3,4.0,0,0,0
77951,Ancient Shadow (rune boss) (8),Ancient Shadow (rune boss),316905,11013,5,3,4.0,0,0,0
77955,Ancient Shadow (rune boss) (9),Ancient Shadow (rune boss),316903,11013,5,3,4.0,0,0,0
39959,Angel,Angel,284825,10766,0,1,1.2999999523162842,0,0,0
48491,Angel (1),Angel,292951,10766,0,1,1.2999999523162842,0,0,0
48480,Angel (10),Angel,292960,10766,0,1,1.2999999523162842,0,0,0
48481,Angel (11),Angel,292959,10766,0,1,1.2999999523162842,0,0,0
48488,Angel (12),Angel,292948,10766,0,1,1.2999999523162842,0,0,0
48496,Angel (13),Angel,292955,10766,0,1,1.2999999523162842,0,0,0
48482,Angel (14),Angel,292962,10766,0,1,1.2999999523162842,0,0,0
48483,Angel (15),Angel,292966,10766,0,1,1.2999999523162842,0,0,0
48486,Angel (16),Angel,292963,10766,0,1,1.2999999523162842,0,0,0
48479,Angel (17),Angel,292961,10766,0,1,1.2999999523162842,0,0,0
48494,Angel (18),Angel,292953,10766,0,1,1.2999999523162842,0,0,0
48492,Angel (19),Angel,292950,10766,0,1,1.2999999523162842,0,0,0
48490,Angel (2),Angel,292952,10766,0,1,1.2999999523162842,0,0,0
48487,Angel (20),Angel,292949,10766,0,1,1.2999999523162842,0,0,0
48489,Angel (3),Angel,292947,10766,0,1,1.2999999523162842,0,0,0
48493,Angel (4),Angel,292954,10766,0,1,1.2999999523162842,0,0,0
48495,Angel (5),Angel,292956,10766,0,1,1.2999999523162842,0,0,0
48478,Angel (6),Angel,292957,10766,0,1,1.2999999523162842,0,0,0
48485,Angel (7),Angel,292964,10766,0,1,1.2999999523162842,0,0,0
48477,Angel (8),Angel,292958,10766,0,1,1.2999999523162842,0,0,0
48484,Angel (9),Angel,292965,10766,0,1,1.2999999523162842,0,0,0
28972,Angel Mage,Angel Mage,318417,10845,0,3,2.5,0,0,0
42467,Angel Mage (1),Angel Mage,300316,10845,0,3,2.5,0,0,0
42472,Angel Mage (10),Angel Mage,300321,10845,0,3,2.5,0,0,0
42469,Angel Mage (2),Angel Mage,300318,10845,0,3,2.5,0,0,0
42468,Angel Mage (3),Angel Mage,300317,10845,0,3,2.5,0,0,0
42473,Angel Mage (4),Angel Mage,300315,10845,0,3,2.5,0,0,0
42475,Angel Mage (5),Angel Mage,300312,10845,0,3,2.5,0,0,0
42470,Angel Mage (6),Angel Mage,300320,10845,0,3,2.5,0,0,0
42471,Angel Mage (7),Angel Mage,300319,10845,0,3,2.5,0,0,0
42474,Angel Mage (8),Angel Mage,300314,10845,0,3,2.5,0,0,0
42476,Angel Mage (9),Angel Mage,300313,10845,0,3,2.5,0,0,0
17222,Archangel,Archangel,312702,10725,0,2,1.7000000476837158,0,0,0
62653,Archangel (1),Archangel,289896,10725,0,2,1.7000000476837158,0,0,0
62648,Archangel (10),Archangel,289890,10725,0,2,1.7000000476837158,0,0,0
62651,Archangel (2),Archangel,289895,10725,0,2,1.7000000476837158,0,0,0
62646,Archangel (3),Archangel,289891,10725,0,2,1.7000000476837158,0,0,0
62649,Archangel (4),Archangel,289897,10725,0,2,1.7000000476837158,0,0,0
62652,Archangel (5),Archangel,289894,10725,0,2,1.7000000476837158,0,0,0
62645,Archangel (6),Archangel,289892,10725,0,2,1.7000000476837158,0,0,0
62650,Archangel (7),Archangel,289898,10725,0,2,1.7000000476837158,0,0,0
62647,Archangel (8),Archangel,289889,10725,0,2,1.7000000476837158,0,0,0
62654,Archangel (9),Archangel,289893,10725,0,2,1.7000000476837158,0,0,0
15780,Bat,Bat,306722,306722,0,1,1.899999976158142,0,0,0
76195,Bat (1),Bat,273485,273485,0,1,1.899999976158142,0,0,0
76199,Bat (10),Bat,273489,273489,0,1,1.899999976158142,0,0,0
76187,Bat (11),Bat,273477,273477,0,1,1.899999976158142,0,0,0
76194,Bat (12),Bat,273484,273484,0,1,1.899999976158142,0,0,0
76197,Bat (13),Bat,273487,273487,0,1,1.899999976158142,0,0,0
76193,Bat (14),Bat,273483,273483,0,1,1.899999976158142,0,0,0
76198,Bat (15),Bat,273488,273488,0,1,1.899999976158142,0,0,0
76192,Bat (16),Bat,273482,273482,0,1,1.899999976158142,0,0,0
76201,Bat (17),Bat,273491,273491,0,1,1.899999976158142,0,0,0
76196,Bat (18),Bat,273486,273486,0,1,1.899999976158142,0,0,0
76186,Bat (19),Bat,273476,273476,0,1,1.899999976158142,0,0,0
76202,Bat (2),Bat,273493,273493,0,1,1.899999976158142,0,0,0
76190,Bat (20),Bat,273479,273479,0,1,1.899999976158142,0,0,0
76204,Bat (3),Bat,273494,273494,0,1,1.899999976158142,0,0,0
76189,Bat (4),Bat,273480,273480,0,1,1.899999976158142,0,0,0
76203,Bat (5),Bat,273492,273492,0,1,1.899999976158142,0,0,0
76188,Bat (6),Bat,273478,273478,0,1,1.899999976158142,0,0,0
76200,Bat (7),Bat,273490,273490,0,1,1.899999976158142,0,0,0
76191,Bat (8),Bat,273481,273481,0,1,1.899999976158142,0,0,0
76205,Bat (9),Bat,273495,273495,0,1,1.899999976158142,0,0,0
15904,Bat Lord,Bat Lord,314303,314303,0,3,2.5999999046325684,0,0,0
86030,Bat Lord (1),Bat Lord,275051,275051,0,3,2.5999999046325684,0,0,0
86027,Bat Lord (10),Bat Lord,275049,275049,0,3,2.5999999046325684,0,0,0
86023,Bat Lord (2),Bat Lord,275046,275046,0,3,2.5999999046325684,0,0,0
86031,Bat Lord (3),Bat Lord,275050,275050,0,3,2.5999999046325684,0,0,0
86024,Bat Lord (4),Bat Lord,275043,275043,0,3,2.5999999046325684,0,0,0
86026,Bat Lord (5),Bat Lord,275042,275042,0,3,2.5999999046325684,0,0,0
86029,Bat Lord (6),Bat Lord,275047,275047,0,3,2.5999999046325684,0,0,0
86025,Bat Lord (7),Bat Lord,275044,275044,0,3,2.5999999046325684,0,0,0
86022,Bat Lord (8),Bat Lord,275045,275045,0,3,2.5999999046325684,0,0,0
86028,Bat Lord (9),Bat Lord,275048,275048,0,3,2.5999999046325684,0,0,0
29313,Bee,Bee,281164,281164,0,1,1.7000000476837158,0,0,0
25900,Bee (1),Bee,282882,282882,0,1,1.7000000476837158,0,0,0
25895,Bee (10),Bee,282878,282878,0,1,1.7000000476837158,0,0,0
25911,Bee (11),Bee,282874,282874,0,1,1.7000000476837158,0,0,0
25898,Bee (12),Bee,282881,282881,0,1,1.7000000476837158,0,0,0
25894,Bee (13),Bee,282877,282877,0,1,1.7000000476837158,0,0,0
25913,Bee (14),Bee,282876,282876,0,1,1.7000000476837158,0,0,0
25897,Bee (15),Bee,282880,282880,0,1,1.7000000476837158,0,0,0
25905,Bee (16),Bee,282868,282868,0,1,1.7000000476837158,0,0,0
25907,Bee (17),Bee,282870,282870,0,1,1.7000000476837158,0,0,0
25906,Bee (18),Bee,282869,282869,0,1,1.7000000476837158,0,0,0
25910,Bee (19),Bee,282873,282873,0,1,1.7000000476837158,0,0,0
25912,Bee (2),Bee,282875,282875,0,1,1.7000000476837158,0,0,0
25901,Bee (20),Bee,282864,282864,0,1,1.7000000476837158,0,0,0
25909,Bee (3),Bee,282872,282872,0,1,1.7000000476837158,0,0,0
25908,Bee (4),Bee,282871,282871,0,1,1.7000000476837158,0,0,0
25903,Bee (5),Bee,282866,282866,0,1,1.7000000476837158,0,0,0
25899,Bee (6),Bee,282883,282883,0,1,1.7000000476837158,0,0,0
25902,Bee (7),Bee,282865,282865,0,1,1.7000000476837158,0,0,0
25896,Bee (8),Bee,282879,282879,0,1,1.7000000476837158,0,0,0
25904,Bee (9),Bee,282867,282867,0,1,1.7000000476837158,0,0,0
70723,Bird,Bird,309431,309431,0,3,2.5,0,0,0
10303,Bird (1),Bird,289888,289888,0,3,2.5,0,0,0
10304,Bird (10),Bird,289887,289887,0,3,2.5,0,0,0
10301,Bird (2),Bird,289882,289882,0,3,2.5,0,0,0
10298,Bird (3),Bird,289884,289884,0,3,2.5,0,0,0
10297,Bird (4),Bird,289881,289881,0,3,2.5,0,0,0
10296,Bird (5),Bird,289879,289879,0,3,2.5,0,0,0
10302,Bird (6),Bird,289886,289886,0,3,2.5,0,0,0
10300,Bird (7),Bird,289885,289885,0,3,2.5,0,0,0
10299,Bird (8),Bird,289883,289883,0,3,2.5,0,0,0
10295,Bird (9),Bird,289880,289880,0,3,2.5,0,0,0
4583,BulletExplosionBlue (13),BulletExplosionBlue,11044,0,0,2,1.7000000476837158,0,0,0
75029,Bumble,Bumble,301714,301714,0,2,2.200000047683716,0,0,0
16893,Bumble (1),Bumble,291249,291249,0,2,2.200000047683716,0,0,0
16897,Bumble (10),Bumble,291243,291243,0,2,2.200000047683716,0,0,0
16899,Bumble (2),Bumble,291244,291244,0,2,2.200000047683716,0,0,0
16898,Bumble (3),Bumble,291245,291245,0,2,2.200000047683716,0,0,0
16902,Bumble (4),Bumble,291248,291248,0,2,2.200000047683716,0,0,0
16901,Bumble (5),Bumble,291247,291247,0,2,2.200000047683716,0,0,0
16896,Bumble (6),Bumble,291242,291242,0,2,2.200000047683716,0,0,0
16894,Bumble (7),Bumble,291250,291250,0,2,2.200000047683716,0,0,0
16900,Bumble (8),Bumble,291246,291246,0,2,2.200000047683716,0,0,0
16895,Bumble (9),Bumble,291241,291241,0,2,2.200000047683716,0,0,0
42279,Cacti,Cacti,294166,10543,0,1,1.2999999523162842,0,0,0
91541,Cacti (1),Cacti,273465,10543,0,1,1.2999999523162842,0,0,0
91537,Cacti (10),Cacti,273461,10543,0,1,1.2999999523162842,0,0,0
91535,Cacti (11),Cacti,273459,10543,0,1,1.2999999523162842,0,0,0
91531,Cacti (12),Cacti,273456,10543,0,1,1.2999999523162842,0,0,0
91540,Cacti (13),Cacti,273462,10543,0,1,1.2999999523162842,0,0,0
91545,Cacti (14),Cacti,273467,10543,0,1,1.2999999523162842,0,0,0
91533,Cacti (15),Cacti,273455,10543,0,1,1.2999999523162842,0,0,0
91544,Cacti (16),Cacti,273469,10543,0,1,1.2999999523162842,0,0,0
91534,Cacti (17),Cacti,273458,10543,0,1,1.2999999523162842,0,0,0
91532,Cacti (18),Cacti,273457,10543,0,1,1.2999999523162842,0,0,0
91547,Cacti (19),Cacti,273470,10543,0,1,1.2999999523162842,0,0,0
91542,Cacti (2),Cacti,273466,10543,0,1,1.2999999523162842,0,0,0
91549,Cacti (20),Cacti,273473,10543,0,1,1.2999999523162842,0,0,0
91543,Cacti (3),Cacti,273468,10543,0,1,1.2999999523162842,0,0,0
91536,Cacti (4),Cacti,273460,10543,0,1,1.2999999523162842,0,0,0
91550,Cacti (5),Cacti,273474,10543,0,1,1.2999999523162842,0,0,0
91548,Cacti (6),Cacti,273472,10543,0,1,1.2999999523162842,0,0,0
91546,Cacti (7),Cacti,273471,10543,0,1,1.2999999523162842,0,0,0
91538,Cacti (8),Cacti,273463,10543,0,1,1.2999999523162842,0,0,0
91539,Cacti (9),Cacti,273464,10543,0,1,1.2999999523162842,0,0,0
80257,Cactus,Cactus,271455,10552,0,2,1.7999999523162842,0,0,0
75694,Cactus (1),Cactus,273970,10552,0,2,1.7999999523162842,0,0,0
75688,Cactus (10),Cactus,273964,10552,0,2,1.7999999523162842,0,0,0
75689,Cactus (2),Cactus,273965,10552,0,2,1.7999999523162842,0,0,0
75687,Cactus (3),Cactus,273963,10552,0,2,1.7999999523162842,0,0,0
75692,Cactus (4),Cactus,273968,10552,0,2,1.7999999523162842,0,0,0
75686,Cactus (5),Cactus,273966,10552,0,2,1.7999999523162842,0,0,0
75690,Cactus (6),Cactus,273972,10552,0,2,1.7999999523162842,0,0,0
75695,Cactus (7),Cactus,273971,10552,0,2,1.7999999523162842,0,0,0
75691,Cactus (8),Cactus,273967,10552,0,2,1.7999999523162842,0,0,0
75693,Cactus (9),Cactus,273969,10552,0,2,1.7999999523162842,0,0,0
68648,Cactus Boss,Cactus Boss,316918,10545,0,3,2.799999952316284,0,0,0
40787,Cactus Boss (1),Cactus Boss,273534,10545,0,3,2.799999952316284,0,0,0
40785,Cactus Boss (10),Cactus Boss,273532,10545,0,3,2.799999952316284,0,0,0
40784,Cactus Boss (2),Cactus Boss,273533,10545,0,3,2.799999952316284,0,0,0
40779,Cactus Boss (3),Cactus Boss,273529,10545,0,3,2.799999952316284,0,0,0
40786,Cactus Boss (4),Cactus Boss,273536,10545,0,3,2.799999952316284,0,0,0
40781,Cactus Boss (5),Cactus Boss,273527,10545,0,3,2.799999952316284,0,0,0
40788,Cactus Boss (6),Cactus Boss,273535,10545,0,3,2.799999952316284,0,0,0
40783,Cactus Boss (7),Cactus Boss,273531,10545,0,3,2.799999952316284,0,0,0
40780,Cactus Boss (8),Cactus Boss,273530,10545,0,3,2.799999952316284,0,0,0
40782,Cactus Boss (9),Cactus Boss,273528,10545,0,3,2.799999952316284,0,0,0
61033,Chick,Chick,283317,283317,0,1,1.2999999523162842,0,0,0
51002,Chick (1),Chick,302209,302209,0,1,1.2999999523162842,0,0,0
51010,Chick (10),Chick,302219,302219,0,1,1.2999999523162842,0,0,0
51009,Chick (11),Chick,302217,302217,0,1,1.2999999523162842,0,0,0
51008,Chick (12),Chick,302215,302215,0,1,1.2999999523162842,0,0,0
51015,Chick (13),Chick,302223,302223,0,1,1.2999999523162842,0,0,0
51019,Chick (14),Chick,302227,302227,0,1,1.2999999523162842,0,0,0
51013,Chick (15),Chick,302221,302221,0,1,1.2999999523162842,0,0,0
51017,Chick (16),Chick,302226,302226,0,1,1.2999999523162842,0,0,0
51004,Chick (17),Chick,302212,302212,0,1,1.2999999523162842,0,0,0
51012,Chick (18),Chick,302218,302218,0,1,1.2999999523162842,0,0,0
51005,Chick (19),Chick,302214,302214,0,1,1.2999999523162842,0,0,0
51003,Chick (2),Chick,302211,302211,0,1,1.2999999523162842,0,0,0
51007,Chick (20),Chick,302216,302216,0,1,1.2999999523162842,0,0,0
51006,Chick (3),Chick,302213,302213,0,1,1.2999999523162842,0,0,0
51014,Chick (4),Chick,302222,302222,0,1,1.2999999523162842,0,0,0
51016,Chick (5),Chick,302224,302224,0,1,1.2999999523162842,0,0,0
51000,Chick (6),Chick,302210,302210,0,1,1.2999999523162842,0,0,0
51011,Chick (7),Chick,302220,302220,0,1,1.2999999523162842,0,0,0
51001,Chick (8),Chick,302208,302208,0,1,1.2999999523162842,0,0,0
51018,Chick (9),Chick,302225,302225,0,1,1.2999999523162842,0,0,0
61830,Creeper,Creeper,316309,10942,0,3,2.5,0,0,0
60656,Creeper (1),Creeper,309647,10942,0,3,2.5,0,0,0
60658,Creeper (10),Creeper,309645,10942,0,3,2.5,0,0,0
60657,Creeper (2),Creeper,309644,10942,0,3,2.5,0,0,0
60650,Creeper (3),Creeper,309651,10942,0,3,2.5,0,0,0
60652,Creeper (4),Creeper,309653,10942,0,3,2.5,0,0,0
60655,Creeper (5),Creeper,309646,10942,0,3,2.5,0,0,0
60653,Creeper (6),Creeper,309648,10942,0,3,2.5,0,0,0
60651,Creeper (7),Creeper,309652,10942,0,3,2.5,0,0,0
60649,Creeper (8),Creeper,309650,10942,0,3,2.5,0,0,0
60654,Creeper (9),Creeper,309649,10942,0,3,2.5,0,0,0
30607,Cyclops,Cyclops,311752,10858,0,1,1.2999999523162842,0,0,0
34224,Cyclops (1),Cyclops,302590,10858,0,1,1.2999999523162842,0,0,0
34215,Cyclops (10),Cyclops,302582,10858,0,1,1.2999999523162842,0,0,0
34221,Cyclops (11),Cyclops,302588,10858,0,1,1.2999999523162842,0,0,0
34212,Cyclops (12),Cyclops,302578,10858,0,1,1.2999999523162842,0,0,0
34211,Cyclops (13),Cyclops,302580,10858,0,1,1.2999999523162842,0,0,0
34208,Cyclops (14),Cyclops,302577,10858,0,1,1.2999999523162842,0,0,0
34219,Cyclops (15),Cyclops,302585,10858,0,1,1.2999999523162842,0,0,0
34214,Cyclops (16),Cyclops,302581,10858,0,1,1.2999999523162842,0,0,0
34209,Cyclops (17),Cyclops,302574,10858,0,1,1.2999999523162842,0,0,0
34225,Cyclops (18),Cyclops,302592,10858,0,1,1.2999999523162842,0,0,0
34206,Cyclops (19),Cyclops,302576,10858,0,1,1.2999999523162842,0,0,0
34213,Cyclops (2),Cyclops,302579,10858,0,1,1.2999999523162842,0,0,0
34216,Cyclops (20),Cyclops,302583,10858,0,1,1.2999999523162842,0,0,0
34207,Cyclops (3),Cyclops,302575,10858,0,1,1.2999999523162842,0,0,0
34220,Cyclops (4),Cyclops,302587,10858,0,1,1.2999999523162842,0,0,0
34217,Cyclops (5),Cyclops,302584,10858,0,1,1.2999999523162842,0,0,0
34218,Cyclops (6),Cyclops,302586,10858,0,1,1.2999999523162842,0,0,0
34222,Cyclops (7),Cyclops,302589,10858,0,1,1.2999999523162842,0,0,0
34223,Cyclops (8),Cyclops,302591,10858,0,1,1.2999999523162842,0,0,0
34210,Cyclops (9),Cyclops,302573,10858,0,1,1.2999999523162842,0,0,0
75992,Cyclops Bat,Cyclops Bat,276743,10982,0,1,1.2999999523162842,0,0,0
11951,Cyclops Bat (1),Cyclops Bat,313733,10982,0,1,1.2999999523162842,0,0,0
11945,Cyclops Bat (10),Cyclops Bat,313743,10982,0,1,1.2999999523162842,0,0,0
11950,Cyclops Bat (11),Cyclops Bat,313734,10982,0,1,1.2999999523162842,0,0,0
11948,Cyclops Bat (12),Cyclops Bat,313730,10982,0,1,1.2999999523162842,0,0,0
11938,Cyclops Bat (13),Cyclops Bat,313745,10982,0,1,1.2999999523162842,0,0,0
11943,Cyclops Bat (14),Cyclops Bat,313744,10982,0,1,1.2999999523162842,0,0,0
11934,Cyclops Bat (15),Cyclops Bat,313737,10982,0,1,1.2999999523162842,0,0,0
11939,Cyclops Bat (16),Cyclops Bat,313746,10982,0,1,1.2999999523162842,0,0,0
11942,Cyclops Bat (17),Cyclops Bat,313740,10982,0,1,1.2999999523162842,0,0,0
11952,Cyclops Bat (18),Cyclops Bat,313732,10982,0,1,1.2999999523162842,0,0,0
11937,Cyclops Bat (19),Cyclops Bat,313739,10982,0,1,1.2999999523162842,0,0,0
11935,Cyclops Bat (2),Cyclops Bat,313735,10982,0,1,1.2999999523162842,0,0,0
11936,Cyclops Bat (20),Cyclops Bat,313738,10982,0,1,1.2999999523162842,0,0,0
11944,Cyclops Bat (3),Cyclops Bat,313742,10982,0,1,1.2999999523162842,0,0,0
11933,Cyclops Bat (4),Cyclops Bat,313736,10982,0,1,1.2999999523162842,0,0,0
11940,Cyclops Bat (5),Cyclops Bat,313747,10982,0,1,1.2999999523162842,0,0,0
11946,Cyclops Bat (6),Cyclops Bat,313728,10982,0,1,1.2999999523162842,0,0,0
11941,Cyclops Bat (7),Cyclops Bat,313741,10982,0,1,1.2999999523162842,0,0,0
11949,Cyclops Bat (8),Cyclops Bat,313731,10982,0,1,1.2999999523162842,0,0,0
11947,Cyclops Bat (9),Cyclops Bat,313729,10982,0,1,1.2999999523162842,0,0,0
37930,Cyclops Bat Mage,Cyclops Bat Mage,281898,10639,0,3,2.5,0,0,0
35972,Cyclops Bat Mage (1),Cyclops Bat Mage,281010,10639,0,3,2.5,0,0,0
35970,Cyclops Bat Mage (10),Cyclops Bat Mage,281008,10639,0,3,2.5,0,0,0
35969,Cyclops Bat Mage (2),Cyclops Bat Mage,281011,10639,0,3,2.5,0,0,0
35964,Cyclops Bat Mage (3),Cyclops Bat Mage,281004,10639,0,3,2.5,0,0,0
35968,Cyclops Bat Mage (4),Cyclops Bat Mage,281012,10639,0,3,2.5,0,0,0
35967,Cyclops Bat Mage (5),Cyclops Bat Mage,281003,10639,0,3,2.5,0,0,0
35965,Cyclops Bat Mage (6),Cyclops Bat Mage,281005,10639,0,3,2.5,0,0,0
35966,Cyclops Bat Mage (7),Cyclops Bat Mage,281006,10639,0,3,2.5,0,0,0
35971,Cyclops Bat Mage (8),Cyclops Bat Mage,281009,10639,0,3,2.5,0,0,0
35973,Cyclops Bat Mage (9),Cyclops Bat Mage,281007,10639,0,3,2.5,0,0,0
29331,Cyclops Bat Wizard,Cyclops Bat Wizard,279366,10965,0,2,1.7000000476837158,0,0,0
78985,Cyclops Bat Wizard (1),Cyclops Bat Wizard,312224,10965,0,2,1.7000000476837158,0,0,0
78992,Cyclops Bat Wizard (10),Cyclops Bat Wizard,312219,10965,0,2,1.7000000476837158,0,0,0
78987,Cyclops Bat Wizard (2),Cyclops Bat Wizard,312226,10965,0,2,1.7000000476837158,0,0,0
78993,Cyclops Bat Wizard (3),Cyclops Bat Wizard,312221,10965,0,2,1.7000000476837158,0,0,0
78994,Cyclops Bat Wizard (4),Cyclops Bat Wizard,312222,10965,0,2,1.7000000476837158,0,0,0
78991,Cyclops Bat Wizard (5),Cyclops Bat Wizard,312220,10965,0,2,1.7000000476837158,0,0,0
78990,Cyclops Bat Wizard (6),Cyclops Bat Wizard,312218,10965,0,2,1.7000000476837158,0,0,0
78988,Cyclops Bat Wizard (7),Cyclops Bat Wizard,312225,10965,0,2,1.7000000476837158,0,0,0
78989,Cyclops Bat Wizard (8),Cyclops Bat Wizard,312217,10965,0,2,1.7000000476837158,0,0,0
78986,Cyclops Bat Wizard (9),Cyclops Bat Wizard,312223,10965,0,2,1.7000000476837158,0,0,0
91998,Cyclops Giant,Cyclops Giant,286340,11024,0,3,2.5,0,0,0
37386,Cyclops Giant (1),Cyclops Giant,318135,11024,0,3,2.5,0,0,0
37385,Cyclops Giant (10),Cyclops Giant,318132,11024,0,3,2.5,0,0,0
37384,Cyclops Giant (2),Cyclops Giant,318134,11024,0,3,2.5,0,0,0
37382,Cyclops Giant (3),Cyclops Giant,318131,11024,0,3,2.5,0,0,0
37388,Cyclops Giant (4),Cyclops Giant,318137,11024,0,3,2.5,0,0,0
37383,Cyclops Giant (5),Cyclops Giant,318133,11024,0,3,2.5,0,0,0
37387,Cyclops Giant (6),Cyclops Giant,318136,11024,0,3,2.5,0,0,0
37379,Cyclops Giant (7),Cyclops Giant,318128,11024,0,3,2.5,0,0,0
37380,Cyclops Giant (8),Cyclops Giant,318129,11024,0,3,2.5,0,0,0
37381,Cyclops Giant (9),Cyclops Giant,318130,11024,0,3,2.5,0,0,0
77263,Cyclops Minion,Cyclops Minion,269259,10663,0,2,1.7000000476837158,0,0,0
60415,Cyclops Minion (1),Cyclops Minion,283273,10663,0,2,1.7000000476837158,0,0,0
60420,Cyclops Minion (10),Cyclops Minion,283269,10663,0,2,1.7000000476837158,0,0,0
