upgrade_object_path_id,byte_size,gameobject_path_id,gameobject_name,title,blank_desc,short_desc,long_desc,icon_file_id,icon_path_id,color_r,color_g,color_b,color_a
267798,228,9256,ad bonus ultra exp amount,Ad + Ultra Exp Amount,+<value>%,<color=yellow>+<value>%</color> Ad + Ultra Exp Amount,Adds an ultra exp amount bonus to the exp bonus video ad.,2,2888,0.0,0.5522990226745605,0.849056601524353,1.0
265084,228,7080,ad bonus ultra exp chance,Ad + Ultra Exp Chance,+<value>%,<color=yellow>+<value>%</color> Ad + Ultra Exp Chance,Adds an ultra exp chance bonus to the exp bonus video ad.,2,2888,0.0,0.5522990226745605,0.849056601524353,1.0
259892,228,3037,ad bonus ultra gold amount,Ad + Ultra Gold Amount,+<value>%,<color=yellow>+<value>%</color> Ad + Ultra Gold Amount,Adds an ultra gold amount bonus to the gold bonus video ad.,2,2369,0.8679245114326477,0.8679245114326477,0.06140974536538124,1.0
262986,228,5492,ad bonus ultra gold chance,Ad + Ultra Gold Chance,+<value>%,<color=yellow>+<value>%</color> Ad + Ultra Gold Chance,Adds an ultra gold chance bonus to the gold bonus video ad.,2,2369,0.8679245114326477,0.8679245114326477,0.06140974536538124,1.0
262765,232,5304,ad duration,Ad Bonus Duration,+<value>%,<color=yellow>+<value>%</color> Ad Bonus Duration,Increases the time that a bonus effect from video ads remains active.,2,2388,1.0,0.0,1.0,1.0
262884,204,5409,ad gems,Ad Bonus Gems,+<value>,<color=yellow>+<value>%</color> Ad Bonus Gems,Increases the number of gems received from video ads.,2,2919,1.0,0.0,1.0,1.0
268608,264,9859,ad reward,Ad Bonus Reward,+<value>%,<color=yellow>+<value>%</color> Ad Bonus Reward,Increases the temporary bonus stat/resource effects granted from video ads. This does NOT effect the gem reward.,2,2387,1.0,0.0,1.0,1.0
257956,232,1441,astral boss group perks (5),Boss Group Perks,+<value>%,<color=yellow>+<value>%</color> Boss Group Perks,Increases the effect of all Boss Group Perks on the Astral Battlegrounds map.,2,2356,0.686274528503418,0.0,0.0,1.0
261338,240,4199,astral dmg group perks (1),Damage Group Perks,+<value>%,<color=yellow>+<value>%</color> Damage Group Perks,Increases the effect of all Damage Group Perks on the Astral Battlegrounds map.,2,2735,1.0,0.0,0.0,1.0
269007,240,10161,astral energy group perks (4),Energy Group Perks,+<value>%,<color=yellow>+<value>%</color> Energy Group Perks,Increases the effect of all EnergyGroup Perks on the Astral Battlegrounds map.,2,2423,0.0,1.0,0.0,1.0
265562,228,7469,astral exp group perks (3),Exp Group Perks,+<value>%,<color=yellow>+<value>%</color> Exp Group Perks,Increases the effect of all Exp Group Perks on the Astral Battlegrounds map.,2,2880,0.09803921729326248,0.686274528503418,1.0,1.0
257399,232,996,astral gold group perks (2),Gold Group Perks,+<value>%,<color=yellow>+<value>%</color> Gold Group Perks,Increases the effect of all Gold Group Perks on the Astral Battlegrounds map.,2,2422,1.0,1.0,0.0,1.0
266916,216,8551,astral map perks (all),Astral Map Perks,+<value>%,<color=yellow>+<value>%</color> Astral Map Perks,Increases the effect of all Map Perks on Astral Battlegrounds.,2,2410,1.0,1.0,0.0,1.0
266977,240,8594,astral skills group perks (6),Skill Group Perks,+<value>%,<color=yellow>+<value>%</color> Skill Group Perks,Increases the effect of all Skill Group Perks on the Astral Battlegrounds map.,2,2934,0.0,1.0,1.0,1.0
265152,240,7144,astral synergy group perks (7),Synergy Group Perks,+<value>%,<color=yellow>+<value>%</color> Synergy Group Perks,Increases the effect of all Synergy Group Perks on the Astral Battlegrounds map.,2,2910,0.09803921729326248,0.8823529481887817,0.09803921729326248,1.0
265186,192,7171,att speed,Attack Speed,+<value>%,<color=yellow>+<value>%</color> Attack Speed,Increases the speed at which a hero can attack.,2,2397,0.0,1.0,0.0,1.0
263008,228,5509,automation workshop cooldown,Auto Upgrade Times,-<value>%,<color=yellow>-<value>%</color> Auto Upgrade Times,Reduces the time required when researching new Automation upgrades.,2,2911,0.3294117748737335,0.2980392277240753,0.4431372582912445,1.0
263334,220,5740,battlepass exp,Battlepass Exp,+<value>,<color=yellow>+<value></color> Battlepass Exp,Increases the amount of battlepass exp you earn from completing waves.,2,2863,0.0,0.7830188870429993,0.0,1.0
263068,228,5552,battlepass exp (%),Battlepass Exp (%),+<value>%,<color=yellow>+<value>%</color> Battlepass Exp,Increases the amount of battlepass exp you earn from completing waves.,2,2863,0.0,0.7830188870429993,0.0,1.0
266209,244,7974,boss dmg,Boss Damage,+<value>%,<color=yellow>+<value>%</color> Boss Damage,Increases the damage dealt to bosses (only the normal bosses on every 10th wave - not Ultra Bosses).,2,2360,0.686274528503418,0.0,0.0,1.0
257018,256,723,boss energy,Boss Energy,+<value>,<color=yellow>+<value></color> Boss Energy,Increases the energy rewarded from killing bosses (only the normal bosses on every 10th wave - not Ultra Bosses).,2,2361,0.0,0.8705882430076599,0.0,1.0
261243,252,4121,boss exp,Boss Exp,+<value>%,<color=yellow>+<value>%</color> Boss Exp,Increases the rank exp rewarded from killing bosses (only the normal bosses on every 10th wave - not Ultra Bosses).,2,2726,0.0,0.5882353186607361,0.8823529481887817,1.0
260513,256,3532,boss gold,Boss Gold,+<value>%,<color=yellow>+<value>%</color> Boss Gold,Increases the gold rewarded from killing bosses (only the normal bosses on every 10th wave - not Ultra Bosses).,2,2890,0.8705882430076599,0.8705882430076599,0.0,1.0
268956,232,10113,boss rush max wave,Max Boss Rush,+<value>%,<color=yellow>+<value>%</color> Max Boss Rush,Increases the max wave you can boss rush to (additive to the base 75% amount).,2,2424,0.13394445180892944,0.7843137383460999,0.13394445180892944,1.0
265052,280,7056,boss rush skipped waves,Boss Rush Waves,+<value>,<color=yellow>+<value></color> Boss Rush Waves,"Increases the number of waves skipped while boss rushing. Bosses will still spawn on every wave, even if it's not a multiple of 10.",2,2424,0.13394445180892944,0.7843137383460999,0.13394445180892944,1.0
264544,208,6651,crit chance,Crit Chance,+<value>%,<color=yellow>+<value>%</color> Crit Chance,Increases the chance that a hero's attack deals critical damage.,2,2426,1.0,0.501960813999176,0.0,1.0
260305,248,3375,crit dmg,Crit Damage,+<value>%,<color=yellow>+<value>%</color> Crit Damage,Increases the critical damage dealt when a hero's critical chance is triggered (base 2x normal damage).,2,2432,1.0,0.501960813999176,0.0,1.0
262196,208,4855,daily gift runes,Daily Gift Runes,+<value>,<color=yellow>+<value></color> Daily Gift Runes,Increases the number of runes you receive from Daily Gifts.,2,2439,0.4901960790157318,0.3921568691730499,0.7843137383460999,1.0
259153,172,2438,damage,Damage,+<value>%,<color=yellow>+<value>%</color> Damage,Increases the damage of all heroes.,2,2735,1.0,0.0,0.0,1.0
267651,244,9133,double shot chance,Double Shot Chance,+<value>%,<color=yellow>+<value>%</color> Double Shot Chance,Increases the chance that a hero instantly fires an exta projectile on each attack.,2,2426,0.0,0.7843137383460999,0.0,1.0
259454,176,2681,enemy hp,Enemy HP,-<value>%,<color=yellow>-<value>%</color> Enemy HP,Reduces the base health of all enemies.,2,2418,0.501960813999176,0.0,0.0,1.0
261240,312,4117,enemy hp scaling reduction,Enemy HP Scaling,-<value>%,<color=yellow>-<value>%</color> Enemy HP Scaling,"Reduces the scaling of enemy HP after <i>every wave</i> (this means it has a multiplicative effect with each wave, resulting in potentially huge reductions).",2,2358,0.501960813999176,0.0,0.0,1.0
267956,236,9380,enemy hp skip chance,Enemy HP Skip Chance,+<value>%,<color=yellow>+<value>%</color> Enemy HP Skip Chance,"After each wave, there is a chance that the enemy's HP does not increase.",2,2418,0.501960813999176,0.0,0.0,1.0
259134,196,2425,enemy move speed,Enemy Move Speed,-<value>%,<color=yellow>-<value>%</color> Enemy Move Speed,Reduces the movement speed of all enemies.,2,2812,0.501960813999176,0.0,0.0,1.0
256395,280,232,enemy skill immune limit,Enemy Immunity Limit,+<value>,<color=yellow>+<value></color> Enemy Immunity Limit,Increases the number of times a debuff skill can be used on an enemy before it becomes immune to it (default limit is 3).,2,2433,0.501960813999176,0.0,0.0,1.0
259018,256,2316,enemy spawn speed,Enemy Spawn Speed,+<value>%,<color=yellow>+<value>%</color> Enemy Spawn Speed,"Increases the rate at which enemies spawn, therefore increasing your kills and waves per hour.",2,2424,0.501960813999176,0.0,0.0,1.0
265153,192,7145,enemy speed,Enemy Speed,-<value>%,<color=yellow>-<value>%</color> Enemy Speed,Reduces the base movement speed of all enemies.,2,2908,0.501960813999176,0.0,0.0,1.0
258907,208,2219,energy income,Energy Income,+<value>,<color=yellow>+<value></color> Energy Income,Increases the amount of energy you earn from completing waves.,2,2423,0.0,1.0,0.0,1.0
261224,220,4105,energy income (%),Energy Income (%),+<value>%,<color=yellow>+<value>%</color> Energy Income,Increases the amount of energy you earn from completing waves.,2,2423,0.0,1.0,0.0,1.0
260621,336,3625,extra boss chance,Extra Boss Chance,+<value>%,<color=yellow>+<value>%</color> Extra Boss Chance,Increases the chance that a boss will spawn as an extra enemy (on any wave). Useful for grinding extra resources from boss kills. Can be toggled on/off in the settings menu.,2,2935,0.501960813999176,0.0,0.0,1.0
262970,192,5480,game speed,Max Game Speed,+<value>x,<color=yellow>+<value>x</color> Game Speed,Increases the maximum game speed setting.,2,2883,0.501960813999176,1.0,0.501960813999176,1.0
261126,204,4011,gold drop,Kill Gold,+<value>%,<color=yellow>+<value>%</color> Kill Gold,Increases the amount of gold earned from killing enemies.,2,2422,1.0,1.0,0.0,1.0
258795,316,2134,hero level cost,Hero Level Cost,-<value>%,<color=yellow>-<value>%</color> Hero Level Cost,"Reduces the gold cost of leveling up heroes <i>per level</i> (this means it has a multiplicative effect with each level, resulting in potentially huge reductions).",2,2358,1.0,1.0,0.0,1.0
262243,344,4896,hero level free chance,Free Hero Level Chance,+<value>%,<color=yellow>+<value>%</color> Free Hero Level Chance,"After each wave, heroes have a chance to gain a free level (and damage increase) without increasing the cost of the next level. The chance is rolled independently on each hero.",2,2358,1.0,1.0,0.0,1.0
259621,244,2812,hoarder cooldown,Goblin Hoarder Cooldown,-<value>%,<color=yellow>-<value>%</color> Goblin Cooldown,Reduces the time you must wait before spawning the Goblin Hoarder ultra boss again.,2,2911,0.7843137383460999,0.7843137383460999,0.7843137383460999,1.0
262200,232,4859,hoarder gold,Goblin Hoarder Gold,+<value>%,<color=yellow>+<value>%</color> Goblin Gold,Increases the amount of gold earned from killing the Goblin Hoarder ultra boss.,2,2912,0.8705882430076599,0.8705882430076599,0.0,1.0
261187,316,4079,hoarder golden chance,Golden Goblin Chance,+<value>%,<color=yellow>+<value>%</color> Golden Goblin Chance,"Increases the chance that a Goblin Hoarder spawns as the Golden variant, which rewards 100x more gold. The spawn chance is halved from Automation spawns.",2,2356,0.7843137383460999,0.0,0.0,1.0
265297,224,7269,hoarder num spawns,Goblin Hoarder Spawns,+<value>,<color=yellow>+<value></color> Goblin Spawns,Increases the number of Goblins spawned when summoning this ultra boss.,2,2356,0.686274528503418,0.19607843458652496,0.19607843458652496,1.0
259571,244,2761,increase enemy weakness,Enemy Weakness Bonus,+<value>%,<color=yellow>+<value>%</color> Enemy Weakness,Increases the enemy weakness amount that causes certain hero types to deal more damage.,2,2922,0.501960813999176,0.0,0.0,1.0
257868,200,1361,map perks,Map Perks,+<value>%,<color=yellow>+<value>%</color> Map Perks,Increases the effect of all positive perks on each map.,2,2413,0.0,1.0,0.0,1.0
257990,228,1471,mastery 2x exp chance (all),2x Mastery Exp Chance,+<value>%,<color=yellow>+<value>%</color> 2x Mastery Exp Chance,Increases the chance that a hero gains 2x Skill Mastery exp.,2,2937,0.0,1.0,1.0,1.0
257153,240,813,mastery 2x exp chance (mage),2x Mastery Exp Chance (Mage),+<value>%,<color=yellow>+<value>%</color> 2x Mastery Exp Chance (Mage),Increases the chance that Mage heroes gain 2x Skill Mastery exp.,2,2937,0.0,1.0,1.0,1.0
257723,252,1262,mastery 2x exp chance (melee),2x Mastery Exp Chance (Melee),+<value>%,<color=yellow>+<value>%</color> 2x Mastery Exp Chance (Melee),Increases the chance that Melee heroes gain 2x Skill Mastery exp.,2,2937,0.0,1.0,1.0,1.0
267541,252,9046,mastery 2x exp chance (range),2x Mastery Exp Chance (Range),+<value>%,<color=yellow>+<value>%</color> 2x Mastery Exp Chance (Range),Increases the chance that Range heroes gain 2x Skill Mastery exp.,2,2937,0.0,1.0,1.0,1.0
264902,232,6942,mastery exp,Mastery Exp,+<value>,<color=yellow>+<value></color> Mastery Points,Increases the amount of exp/progress towards each hero's skill mastery level/mission.,2,2937,0.09803921729326248,0.686274528503418,1.0,1.0
259914,208,3051,mastery skill power,Mastery Skill Power,+<value>%,<color=yellow>+<value>%</color> Mastery Skill Power,Increases the effects of a hero's skill mastery.,2,2934,0.0,1.0,1.0,1.0
262387,212,4991,milestone effect,Milestone Bonus,+<value>%,<color=yellow>+<value>%</color> Milestone Bonus,Increases the bonus stats earned from hero level milestones.,2,2358,1.0,1.0,0.0,1.0
261870,284,4592,mimic chest energy,Mimic Energy,+<value>%,<color=yellow>+<value>%</color> Mimic Energy,Increases the amount of energy that the <color=orange>Golden Mimic Chest</color> rewards when killed (initial reward is 15x wave income).,2,2468,0.0,0.8705882430076599,0.0,1.0
265306,280,7275,mimic chest exp,Mimic Exp,+<value>%,<color=yellow>+<value>%</color> Mimic Exp,Increases the amount of rank exp that the <color=orange>Golden Mimic Chest</color> rewards when killed (initial reward is 2x boss exp).,2,2468,0.0,0.5882353186607361,0.8823529481887817,1.0
265941,276,7762,mimic chest gold,Mimic Gold,+<value>%,<color=yellow>+<value>%</color> Mimic Gold,Increases the amount of gold that the <color=orange>Golden Mimic Chest</color> rewards when killed (initial reward is 3x boss gold).,2,2468,0.8705882430076599,0.8705882430076599,0.0,1.0
261754,260,4513,mimic chest max gems,Mimic Max Gems,+<value>,<color=yellow>+<value></color> Mimic Max Gems,Increases the maximum daily limit of gems that can be earned from the <color=orange>Golden Mimic Chest</color>.,2,2468,0.0,1.0,1.0,1.0
256336,752,190,mimic chest spawn chance,Mimic Boss Chance,+<value>%,<color=yellow>+<value>%</color> Mimic Boss Chance,"Increases the chance that a Wave Boss spawns as a <color=orange>Golden Mimic Chest</color>, which rewards <color=yellow>3x more gold</color>, <color=#19AFFF>2x more exp</color>, and <color=green>+15x wave energy income</color> (accounts for super/ultra chance) when killed. There is also a 1% chance that the chest will reward <color=#00FFFF>+1 gem</color> when killed, for a maximum of 100 gems per day (currently at <formula>/100 today).<br><br>This enemy is still classified as a boss, so all boss damage and resource bonuses still apply. The spawn chance is halved from Automation spawns.",2,2468,0.501960813999176,0.0,0.0,1.0
263803,284,6097,offline resource type,Offline Resource Types,n/a,Offline Resource Types,Adds extra resource types to your offline progress:<br>Lv. 1 adds Runes<br>Lv. 2 adds Tech Scrolls<br>Lv. 3 adds Battlepass Exp<br>Lv. 4 adds Mastery Exp,2,2468,0.0,0.6431372761726379,0.0,1.0
267935,204,9367,offline rewards,Offline Rewards,+<value>%,<color=yellow>+<value>%</color> Offline Rewards,Increases the rewards earned from Offline Progress.,2,2882,0.0,0.6431372761726379,0.0,1.0
261223,356,4104,prestige intro skip,Intro Skip,+<value>%,<color=yellow>+<value>%</color> Intro Skip,Increases the number of early waves instantly skipped after prestige. The skip percent value is based off your last prestige wave. Free hero levels and enemy hp skip chances will be applied to all skipped waves.,2,2424,0.686274528503418,0.0,1.0,1.0
266979,216,8596,prestige power,Prestige Power,+<value>%,<color=yellow>+<value>%</color> Prestige Power,Increases the amount of prestige power earned when you prestige.,2,2928,0.686274528503418,0.0,1.0,1.0
267870,240,9315,producer cooldown,Power Mage Cooldown,-<value>%,<color=yellow>-<value>%</color> Power Mage Cooldown,Reduces the time you must wait before spawning the Power Mage ultra boss again.,2,2911,0.7843137383460999,0.7843137383460999,0.7843137383460999,1.0
257373,240,975,producer energy,Power Mage Energy,+<value>%,<color=yellow>+<value>%</color> Power Mage Energy,Increases the amount of energy earned from killing the Power Mage ultra boss.,2,2361,0.0,0.8705882430076599,0.0,1.0
266236,312,7994,producer golden chance,Golden Mage Chance,+<value>%,<color=yellow>+<value>%</color> Golden Mage Chance,"Increases the chance that a Power Mage spawns as the Golden variant, which rewards 10x more energy. The spawn chance is halved from Automation spawns.",2,2356,0.7843137383460999,0.0,0.0,1.0
264822,228,6866,producer num spawns,Power Mage Spawns,+<value>,<color=yellow>+<value></color> Power Mage Spawns,Increases the number of Power Mages spawned when summoning this ultra boss.,2,2356,0.686274528503418,0.19607843458652496,0.19607843458652496,1.0
260663,232,3655,range,Range,+<value>%,<color=yellow>+<value>%</color> Range,"Increases the distance that a hero can ""see"" to attack an enemy or synergize with other heroes.",2,2355,1.0,1.0,0.0,1.0
264215,324,6396,rank attribute points,Attribute Points,+<value>,<color=yellow>+<value>%</color> Attribute Points,Increases the amount of Attribute Points earned from each new hero rank. This is a retroactive upgrade (it will automatically reward you the bonus AP from your previous ranks).,2,2904,0.09803921729326248,0.686274528503418,1.0,1.0
266012,196,7817,rank exp,Rank Exp,+<value>,<color=yellow>+<value></color> Rank Exp,Increases the rank exp that a hero earns from killing enemies.,2,2880,0.09803921729326248,0.686274528503418,1.0,1.0
267932,204,9364,rank exp (%),Rank Exp (%),+<value>%,<color=yellow>+<value>%</color> Rank Exp,Increases the rank exp that a hero earns from killing enemies.,2,2880,0.09803921729326248,0.686274528503418,1.0,1.0
263426,300,5812,rank exp (progressive),Progressive Rank Exp,+<value>,<color=yellow>+<value></color> Rank Exp,"The amount of rank exp rewarded by this upgrade increases with each level.<br>The more of this upgrade you have, the more powerful it becomes.<br><formula>",2,2880,0.09803921729326248,0.686274528503418,1.0,1.0
263250,244,5687,reduce enemy shield,Enemy Shield Reduction,-<value>%,<color=yellow>-<value>%</color> Enemy Shields,Reduces the enemy shield amount that causes certain hero types to deal less damage.,2,2880,0.501960813999176,0.0,0.0,1.0
264045,248,6273,runes rarity,Rune Rarity Chance,+<value>%,<color=yellow>+<value>%</color> Rarer Runes,Increases the chance that newly discovered runes will be of a higher rarity and more powerful.,2,2439,0.4901960790157318,0.3921568691730499,0.7843137383460999,1.0
259923,228,3060,runes reward,Ancient Shadow Runes,+<value>,<color=yellow>+<value></color> Shadow Runes,Increases the number of runes earned from killing the Ancient Shadow ultra boss.,2,2375,0.4901960790157318,0.3921568691730499,0.7843137383460999,1.0
262325,296,4952,shadow alien hp reduction,Shadow/Alien HP Reduction,+<value>%,<color=yellow>+<value>%</color> Shadow/Alien HP Reduction,Increases the effect of spending gems to reduce the HP of Ancient Shadows and Exotic Aliens (additive to the base 75%).,2,2418,0.501960813999176,0.0,0.0,1.0
266373,304,8109,shadow alien hp scaling,Shadow/Alien HP Scaling,-<value>%,<color=yellow>-<value>%</color> Shadow/Alien HP Scaling,Reduces the rate at which the Ancient Shadow and Exotic Alien’s HP scales up after each successive kill (on all <i>future</i> kills).,2,2418,0.501960813999176,0.0,0.0,1.0
268058,264,9455,shadow alien hp skip,Shadow/Alien HP Skip,+<value>%,<color=yellow>+<value>%</color> Shadow/Alien HP Skip,Increases the chance that the Ancient Shadow and Exotic Alien’s HP does NOT increase after killing it.,2,2418,0.501960813999176,0.0,0.0,1.0
267061,216,8676,skill cd,Skill Cooldown,-<value>%,<color=yellow>-<value>%</color> Skill Cooldown,Reduces the time a hero must wait before using a skill again.,2,2911,0.0,1.0,1.0,1.0
261889,244,4610,skill cd instant chance,Instant Skill Chance,+<value>%,<color=yellow>+<value>%</color> Instant Skill Chance,Increases the chance that a hero's skill is instantly cooled down after each use.,2,2911,0.0,1.0,1.0,1.0
265066,204,7065,skill duration,Skill Duration,+<value>,<color=yellow>+<value></color> Skill Duration,Increases the time that a hero's skill remains active.,2,2388,0.0,1.0,1.0,1.0
257005,180,712,skill power,Skill Power,+<value>,<color=yellow>+<value></color> Skill Power,Increases the effects of a hero's skill.,2,2934,0.0,1.0,1.0,1.0
260496,188,3515,skill power (%),Skill Power (%),+<value>%,<color=yellow>+<value>%</color> Skill Power,Increases the effects of a hero's skill.,2,2934,0.0,1.0,1.0,1.0
259067,224,2356,spell cd,Spell Cooldown,-<value>%,<color=yellow>-<value>%</color> Spell Cooldown,Reduces the time you must wait before a spell becomes available again.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
258718,236,2059,spell cd instant chance,Instant Spell Chance,+<value>%,<color=yellow>+<value>%</color> Instant Spell Chance,Increases the chance that a spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
259044,248,2335,spell cd instant chance (accelerate),Instant Accelerate,+<value>%,<color=yellow>+<value>%</color> Instant Accelerate,Increases the chance that the Accelerate spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
256739,236,495,spell cd instant chance (agility),Instant Agility,+<value>%,<color=yellow>+<value>%</color> Instant Agility,Increases the chance that the Agility spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
259252,240,2520,spell cd instant chance (blizzard),Instant Blizzard,+<value>%,<color=yellow>+<value>%</color> Instant Blizzard,Increases the chance that the Blizzard spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
262946,248,5458,spell cd instant chance (power plant),Instant Power Plant,+<value>%,<color=yellow>+<value>%</color> Instant Power Plant,Increases the chance that the Power Plant spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
256958,260,671,spell cd instant chance (rags to riches),Instant Rags to Riches,+<value>%,<color=yellow>+<value>%</color> Instant Rags to Riches,Increases the chance that the Rags to Riches spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
266323,248,8066,spell cd instant chance (time warp),Instant Time Warp,+<value>%,<color=yellow>+<value>%</color> Instant Time Warp,Increases the chance that the Time Warp spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
257892,236,1388,spell cd instant chance (trainee),Instant Trainee,+<value>%,<color=yellow>+<value>%</color> Instant Trainee,Increases the chance that the Trainee spell is instantly cooled down after each use.,2,2916,0.0,0.7843137383460999,0.7843137383460999,1.0
264644,200,6734,spell duration,Spell Duration,+<value>s,<color=yellow>+<value>s</color> Spell Duration,Increases the time that a spell remains active.,2,2388,0.0,0.7843137383460999,0.7843137383460999,1.0
257757,200,1284,spell max level,Spell Max Level,+<value>,<color=yellow>+<value></color> Max Level,Increases the maximum level that a spell can be upgraded to.,2,2420,0.0,0.7843137383460999,0.7843137383460999,1.0
258699,228,2047,splash dmg,Splash Damage,+<value>%,<color=yellow>+<value>%</color> Splash Damage,Increases the amount of splash damage each attack deals to nearby enemies.,2,2367,1.0,0.0,0.0,1.0
256508,304,338,starting gold,Starting Gold,+<value>%,<color=yellow>+<value>%</color> Starting Gold,Increases the amount of gold you start a round with after Prestige. The % is based off the gold value in the store's 100 gem 'Starter Resource Pack'.,2,2873,1.0,1.0,0.0,1.0
257830,212,1333,sup tech boss exp max level,Boss Exp Max,+<value>,<color=yellow>+<value></color> Max Level,Increases the max level of the Boss Exp upgrade in the original Tech Tree.,2,2726,0.0,0.5882353186607361,0.8823529481887817,1.0
260737,216,3703,sup tech boss gold max level,Boss Gold Max,+<value>,<color=yellow>+<value></color> Max Level,Increases the max level of the Boss Gold upgrade in the original Tech Tree.,2,2890,0.8705882430076599,0.8705882430076599,0.0,1.0
260010,220,3139,sup tech crit dmg max,Crit Damage Max,+<value>,<color=yellow>+<value></color> Max Level,Increases the max level of the Crit Damage upgrade in the original Tech Tree.,2,2432,1.0,0.501960813999176,0.0,1.0
261088,328,3984,sup tech dmg1 bonus,Damage I Bonus,+<value>%,<color=yellow>+<value>%</color> Bonus,"Increases the bonus damage given from the Damage I upgrade in the original Tech Tree. For example, at level 1 (+10%), this will change the Damage I upgrade from +10% to +11% per level.",2,2735,1.0,0.0,0.0,1.0
261877,332,4596,sup tech dmg2 bonus,Damage II Bonus,+<value>%,<color=yellow>+<value>%</color> Bonus,"Increases the bonus damage given from the Damage II upgrade in the original Tech Tree. For example, at level 1 (+10%), this will change the Damage II upgrade from +50% to +55% per level.",2,2735,1.0,0.0,0.0,1.0
261146,212,4036,sup tech enemy hp max,Enemy HP Max,+<value>,<color=yellow>+<value></color> Max Level,Increases the max level of the Enemy HP upgrade in the original Tech Tree.,2,2418,0.501960813999176,0.0,0.0,1.0
264378,316,6525,sup tech exp 1 bonus,Rank Exp Bonus,+<value>,<color=yellow>+<value></color> Rank Exp,"Increases the rank exp given from the Rank Exp upgrade in the original Tech Tree. For example, at level 1 (+3), this will change the Rank Exp upgrade from +2 to +5 per level.",2,2880,0.09803921729326248,0.686274528503418,1.0,1.0
