gameobject_path_id,name,component_path_ids,mono_script_names,mono_behaviour_path_ids
21001,+ L Shoulder,128989,,
21002,+ L Shoulder,128990,,
21003,+ L Shoulder,128991,,
21004,+ L Shoulder,128987,,
21005,+ L Shoulder,128988,,
21006,+ L Shoulder,128992,,
21007,+ L Shoulder,128979,,
21008,+ L Shoulder,128978,,
21009,+ L Shoulder,128980,,
21010,+ L Shoulder,128982,,
21011,+ L Shoulder,128981,,
21012,+ L Shoulder,128983,,
33410,+ L Shoulder,141831,,
63533,+ L Shoulder,97738,,
64991,+ L Shoulder,105851,,
78464,+ L Shoulder,114203,,
78465,+ L Shoulder,114202,,
78466,+ L Shoulder,114205,,
78467,+ L Shoulder,114204,,
80003,+ L Shoulder,113885,,
44020,+ R Forearm,118231,,
66629,+ R Forearm,111121,,
76131,+ R Forearm,100810,,
3367,+ R Hand,9279,TextMeshProUGUI,242822
5253,+ R Hand,7473,TextMeshProUGUI,243344
20195,+ R Hand,138678,,
20196,+ R Hand,138676,,
20197,+ R Hand,138677,,
20198,+ R Hand,138681,,
20199,+ R Hand,138679,,
20200,+ R Hand,138680,,
20201,+ R Hand,138672,,
20202,+ R Hand,138669,,
20203,+ R Hand,138667,,
20204,+ R Hand,138668,,
20205,+ R Hand,138671,,
20206,+ R Hand,138670,,
20207,+ R Hand,138675,,
20208,+ R Hand,138673,,
20209,+ R Hand,138674,,
24308,+ R Hand,102278,,
25056,+ R Hand,102908,,
25886,+ R Hand,124140,,
26896,+ R Hand,103554,,
28007,+ R Hand,104461,,
29713,+ R Hand,105822,,
30101,+ R Hand,133179,,
38013,+ R Hand,110444,,
40740,+ R Hand,112213,,
41705,+ R Hand,126421,,
46239,+ R Hand,108005,,
49377,+ R Hand,134249,,
51832,+ R Hand,94720,,
51943,+ R Hand,118354,,
55857,+ R Hand,126538,,
57849,+ R Hand,112452,,
62279,+ R Hand,121796,,
62428,+ R Hand,125304,,
65295,+ R Hand,126705,,
66351,+ R Hand,111624,,
66352,+ R Hand,111623,,
66353,+ R Hand,111622,,
66354,+ R Hand,111621,,
76351,+ R Hand,133313,,
78530,+ R Hand,129361,,
83226,+ R Hand,108813,,
83882,+ R Hand,115396,,
3562,+ R Shoulder,8704,TextMeshProUGUI|ContentSizeFitter,242882|260550
5022,+ R Shoulder,7129,Image,262423
13884,+ R Shoulder,127165,,
20808,+ R Shoulder,108211,,
25072,+ R Shoulder,130288,,
25073,+ R Shoulder,130287,,
25074,+ R Shoulder,130286,,
25075,+ R Shoulder,130294,,
25076,+ R Shoulder,130293,,
25077,+ R Shoulder,130292,,
25078,+ R Shoulder,130291,,
25079,+ R Shoulder,130290,,
25080,+ R Shoulder,130289,,
25081,+ R Shoulder,130282,,
25082,+ R Shoulder,130281,,
25083,+ R Shoulder,130280,,
25084,+ R Shoulder,130285,,
25085,+ R Shoulder,130284,,
25086,+ R Shoulder,130283,,
39922,+ R Shoulder,103883,,
60350,+ R Shoulder,106219,,
60351,+ R Shoulder,106218,,
60352,+ R Shoulder,106217,,
60353,+ R Shoulder,106216,,
62223,+ R Shoulder,104183,,
90583,+ R Shoulder,121352,,
22480,+L Forearm,101044,,
56519,+L Forearm,121188,,
88019,+L Forearm,139912,,
15626,+L Shoulder,135850,,
47455,+L Shoulder,130122,,
73937,+L Shoulder,96025,,
22482,+R Forearm,101046,,
56520,+R Forearm,121189,,
88020,+R Forearm,139913,,
15430,+R Hand,136629,,
18299,+R Hand,135826,,
19107,+R Hand,130194,,
29373,+R Hand,132928,,
31644,+R Hand,127820,,
33321,+R Hand,128948,,
36650,+R Hand,107652,,
36840,+R Hand,124166,,
48830,+R Hand,119272,,
54416,+R Hand,124242,,
57121,+R Hand,112777,,
59210,+R Hand,105375,,
61856,+R Hand,109865,,
62132,+R Hand,110087,,
62827,+R Hand,110451,,
64589,+R Hand,111291,,
68913,+R Hand,107644,,
81672,+R Hand,103145,,
84580,+R Hand,98149,,
88819,+R Hand,136912,,
89650,+R Hand,98708,,
22481,+R Shoulder,101045,,
56521,+R Shoulder,121190,,
88021,+R Shoulder,139914,,
675,+pp text,199886|156735|242017|256965,TextMeshProUGUI|ContentSizeFitter,242017|256965
3978,+pp text,202851|159623|242995|261082,TextMeshProUGUI|ContentSizeFitter,242995|261082
4528,+pp text,203331|160091|243139|261775,TextMeshProUGUI|ContentSizeFitter,243139|261775
6670,+pp text,205256|161966|243755|264569,TextMeshProUGUI|ContentSizeFitter,243755|264569
8972,+pp text,207332|163999|244449|267458,TextMeshProUGUI|ContentSizeFitter,244449|267458
3184,---- common ----,202125,,
6569,---- uncommon ----,205166,,
9651,----- astral map specific -----,93489,,
8608,----- bottom center ----- ,206987,,
3108,----- bottom special cells -----,202050,,
3002,----- center (bosses) -----,201953,,
5463,----- center (skills) -----,204155,,
1426,----- left side (combat) -----,200561,,
9108,----- left side (combat) -----,207456,,
3599,----- right side (progress) -----,202515,,
275,----- right side (resources) -----,199523,,
5348,----- supreme tech specific -----,93090,,
7747,...,206208|162903|244060,TextMeshProUGUI,244060
8637,...,207015|163687|244338,TextMeshProUGUI,244338
41398,100k total hero levels in a run,229437|291815|190030|292381,MissionsChallengesCell|Image,291815|292381
41386,100m kills on single hero,229428|291823|190039|292391,MissionsChallengesCell|Image,291823|292391
41390,10m energy in a run,229423|291827|190044|292395,MissionsChallengesCell|Image,291827|292395
47030,10m kills on all melee heroes,211483|289962|190869|269549|292582,Image|PlayerBackgroundsCell|Button,269549|289962|292582
41364,10m kills on every map,229463|291785|190067|292355,MissionsChallengesCell|Image,291785|292355
4975,120 fps,203723|160472|262363|262362|262361,Outline|Button|Image,262361|262362|262363
41371,25 community milestone claims,229473|291779|190057|292346,MissionsChallengesCell|Image,291779|292346
41376,25 task master chests,229474|291774|190056|292344,MissionsChallengesCell|Image,291774|292344
41391,25m kills on single hero,229425|291829|190043|292393,MissionsChallengesCell|Image,291829|292393
8554,2x battlepass exp,206936|163613|266920,Image,266920
362,2x first purchase panel,199595,,
6423,2x first purchase panel,205032,,
9388,2x first purchase panel,207704,,
9515,2x first purchase panel,207827,,
10058,2x first purchase panel,208327,,
3121,2x gold,202063|158858|259990,Image,259990
4160,2x kill exp,202998|159765|261292,Image,261292
4889,2x rune drop chance,93039|262235,ParticlesPlayThenHide|UpgradeObject,10633|262235
4674,2x supreme runes chance,93013|261964,UpgradeObject,261964
44995,2x supreme runes chance,240143|319137|184883|284925|319420,Image|UpgradesWeeklyCell|Button,284925|319137|319420
52162,2x tech chance,240065|278847|186426|310707|299942,UpgradesPowerUpsCell|Button|Image,278847|299942|310707
7941,2x tech drop chance,93351|266176,UpgradeObject,266176
52165,2x ultimus token chance,240073|278857|186419|310705|299940,UpgradesPowerUpsCell|Button|Image,278857|299940|310705
3632,2x ultimus tokens chance,92884|260626,UpgradeObject,260626
60193,3x dmg,234816|182913|291591,Image,291591
4032,3x prestige power,202895|159665|261142,Image,261142
92465,5 synergies,223938|312783|180217|298100|314670,Image|StarterTaskButton|Button,298100|312783|314670
41369,50 synergies,229470|291777|190060|292348,MissionsChallengesCell|Image,291777|292348
46993,500 stars,211513|289984|190894|269586|292620,Image|PlayerBackgroundsCell|Button,269586|289984|292620
3264,AP icon,202199|158989|260163|260162,Outline|Image,260162|260163
6015,AdManager,93153|263710,ParticlesPlayThenHide|AdManager,10809|263710
2802,Adjust,92814|269596,Adjust,269596
3643,Alien Big Blink,6452,DOTweenAnimation|Outline|Image,260643|260644|260645
4263,Alien Big Blink,8364|9773|10731,TargetStateListener|Image,10731|261427
4751,Alien Big Blink,7450|9817|10783,TargetStateListener|TextMeshProUGUI,10783|243201
5379,Alien Big Blink,8579,TextMeshProUGUI,243385
27170,Alien Big Blink,95939,,
27171,Alien Big Blink,95938,,
27172,Alien Big Blink,95941,,
27173,Alien Big Blink,95940,,
28943,Alien Big Blink,138009|150601|279722,TargetStateListener,279722
42207,Alien Big Blink,125178|150536|290628,TargetStateListener,290628
42208,Alien Big Blink,125177|150537|290627,TargetStateListener,290627
42209,Alien Big Blink,125176|150535|290626,TargetStateListener,290626
42210,Alien Big Blink,125175|150540|290625,TargetStateListener,290625
42211,Alien Big Blink,125173|150541|290623,TargetStateListener,290623
42212,Alien Big Blink,125174|150542|290624,TargetStateListener,290624
42213,Alien Big Blink,125171|150538|290621,TargetStateListener,290621
42214,Alien Big Blink,125172|150539|290622,TargetStateListener,290622
42215,Alien Big Blink,125170|150543|290620,TargetStateListener,290620
42216,Alien Big Blink,125169|150544|290619,TargetStateListener,290619
47130,Alien Big Blink,128595|150635|287312,TargetStateListener,287312
51794,Alien Big Blink,129216,,
54025,Alien Big Blink,111294|151298|295137,TargetStateListener,295137
54026,Alien Big Blink,111295|151297|295138,TargetStateListener,295138
54027,Alien Big Blink,111296|151296|295135,TargetStateListener,295135
54028,Alien Big Blink,111297|151295|295136,TargetStateListener,295136
64275,Alien Big Blink,125424,,
69329,Alien Big Blink,128393,,
69330,Alien Big Blink,128392,,
69331,Alien Big Blink,128391,,
69332,Alien Big Blink,128390,,
69333,Alien Big Blink,128389,,
69334,Alien Big Blink,128388,,
69335,Alien Big Blink,128387,,
69336,Alien Big Blink,128386,,
69337,Alien Big Blink,128385,,
69338,Alien Big Blink,128384,,
4172,Alien Big Blink (tech boss),7893|9587|10688|9740|11045,Enemy|Outlinable|TextMeshProUGUI,10688|11045|243042
34281,Alien Big Blink (tech boss),114930|147635|282665|150000|316483,Enemy|Outlinable,282665|316483
39582,Alien Big Blink (tech boss) (1),117959|147678|285544|150057|319802,Enemy|Outlinable,285544|319802
39585,Alien Big Blink (tech boss) (10),117955|147682|285540|150062|319798,Enemy|Outlinable,285540|319798
39580,Alien Big Blink (tech boss) (2),117958|147679|285543|150059|319801,Enemy|Outlinable,285543|319801
39579,Alien Big Blink (tech boss) (3),117960|147677|285545|150060|319803,Enemy|Outlinable,285545|319803
39586,Alien Big Blink (tech boss) (4),117952|147675|285537|150056|319805,Enemy|Outlinable,285537|319805
39583,Alien Big Blink (tech boss) (5),117956|147681|285541|150064|319799,Enemy|Outlinable,285541|319799
39584,Alien Big Blink (tech boss) (6),117954|147683|285539|150063|319797,Enemy|Outlinable,285539|319797
39581,Alien Big Blink (tech boss) (7),117957|147680|285542|150058|319800,Enemy|Outlinable,285542|319800
39578,Alien Big Blink (tech boss) (8),117961|147676|285546|150061|319804,Enemy|Outlinable,285546|319804
39587,Alien Big Blink (tech boss) (9),117953|147674|285538|150055|319806,Enemy|Outlinable,285538|319806
3265,Alien Galaxia,7675|9756|10993,TargetStateListener|TextMeshProUGUI,10993|242790
4062,Alien Galaxia,8473|9744|10542,TargetStateListener|TextMeshProUGUI,10542|243020
5374,Alien Galaxia,7214|9790|10817,TargetStateListener|Outline|Image,10817|262849|262850
6027,Alien Galaxia,6966|9785|10621,TargetStateListener|Image,10621|263718
17853,Alien Galaxia,114554|150323|314958,TargetStateListener,314958
35514,Alien Galaxia,127699|150318|269872,TargetStateListener,269872
36985,Alien Galaxia,126863|150142|273450,TargetStateListener,273450
36986,Alien Galaxia,126862|150143|273449,TargetStateListener,273449
36987,Alien Galaxia,126860|150140|273451,TargetStateListener,273451
36988,Alien Galaxia,126861|150141|273452,TargetStateListener,273452
36989,Alien Galaxia,126858|150138|273453,TargetStateListener,273453
36990,Alien Galaxia,126859|150139|273454,TargetStateListener,273454
51742,Alien Galaxia,111507|151300|283897,TargetStateListener,283897
56013,Alien Galaxia,115535|151041|301824,TargetStateListener,301824
67456,Alien Galaxia,131820|150792|281563,TargetStateListener,281563
69271,Alien Galaxia,107471|150798|297831,TargetStateListener,297831
69272,Alien Galaxia,107470|150797|297832,TargetStateListener,297832
69273,Alien Galaxia,107469|150796|297833,TargetStateListener,297833
69274,Alien Galaxia,107472|150799|297834,TargetStateListener,297834
69275,Alien Galaxia,107468|150795|297830,TargetStateListener,297830
69276,Alien Galaxia,107467|150794|297829,TargetStateListener,297829
85563,Alien Galaxia,103836|150744|279685,TargetStateListener,279685
85564,Alien Galaxia,103837|150745|279684,TargetStateListener,279684
85565,Alien Galaxia,103835|150742|279680,TargetStateListener,279680
85566,Alien Galaxia,103834|150743|279681,TargetStateListener,279681
85567,Alien Galaxia,103833|150740|279682,TargetStateListener,279682
85568,Alien Galaxia,103832|150741|279683,TargetStateListener,279683
4787,Alien Galaxia (ultimus boss) (blue melee),7170|9625|10671|9707|10564,Outlinable|Enemy|Outline|Image,10564|10671|262106|262107
58402,Alien Galaxia (ultimus boss) (blue melee),112294|148426|283094|149601|269818,Outlinable|Enemy,269818|283094
55114,Alien Galaxia (ultimus boss) (blue melee) (1),106833|148274|283894|149536|275035,Outlinable|Enemy,275035|283894
55118,Alien Galaxia (ultimus boss) (blue melee) (2),106837|148271|283893|149537|275038,Outlinable|Enemy,275038|283893
55119,Alien Galaxia (ultimus boss) (blue melee) (3),106838|148272|283892|149538|275039,Outlinable|Enemy,275039|283892
55116,Alien Galaxia (ultimus boss) (blue melee) (4),106835|148269|283891|149539|275037,Outlinable|Enemy,275037|283891
55117,Alien Galaxia (ultimus boss) (blue melee) (5),106836|148270|283890|149540|275036,Outlinable|Enemy,275036|283890
55115,Alien Galaxia (ultimus boss) (blue melee) (6),106834|148273|283895|149535|275034,Outlinable|Enemy,275034|283895
3254,Alien Galaxia (ultimus boss) (green range),6643|9649|10879|9667|10649,Outlinable|Enemy|TextMeshProUGUI,10649|10879|242786
21259,Alien Galaxia (ultimus boss) (green range),103016|148603|295309|149210|290335,Outlinable|Enemy,290335|295309
17676,Alien Galaxia (ultimus boss) (green range) (1),98815|148666|304699|149018|282130,Outlinable|Enemy,282130|304699
17674,Alien Galaxia (ultimus boss) (green range) (2),98813|148665|304701|149021|282127,Outlinable|Enemy,282127|304701
17675,Alien Galaxia (ultimus boss) (green range) (3),98812|148664|304700|149020|282128,Outlinable|Enemy,282128|304700
17678,Alien Galaxia (ultimus boss) (green range) (4),98811|148661|304698|149023|282131,Outlinable|Enemy,282131|304698
17673,Alien Galaxia (ultimus boss) (green range) (5),98814|148663|304702|149019|282129,Outlinable|Enemy,282129|304702
17677,Alien Galaxia (ultimus boss) (green range) (6),98816|148662|304703|149022|282126,Outlinable|Enemy,282126|304703
4437,Alien Galaxia (ultimus boss) (red mage),7833|9637|10686|9665|10641,Outlinable|Enemy|Outline|Image,10641|10686|261651|261652
18057,Alien Galaxia (ultimus boss) (red mage),97255|148606|277965|149400|276874,Outlinable|Enemy,276874|277965
46864,Alien Galaxia (ultimus boss) (red mage) (1),116952|148422|285531|148982|281098,Outlinable|Enemy,281098|285531
46866,Alien Galaxia (ultimus boss) (red mage) (2),116948|148420|285534|148981|281096,Outlinable|Enemy,281096|285534
46868,Alien Galaxia (ultimus boss) (red mage) (3),116950|148418|285536|148979|281094,Outlinable|Enemy,281094|285536
46865,Alien Galaxia (ultimus boss) (red mage) (4),116947|148421|285533|148980|281095,Outlinable|Enemy,281095|285533
46863,Alien Galaxia (ultimus boss) (red mage) (5),116951|148423|285532|148983|281097,Outlinable|Enemy,281097|285532
46867,Alien Galaxia (ultimus boss) (red mage) (6),116949|148419|285535|148978|281093,Outlinable|Enemy,281093|285535
4132,Alien Wreck,8779|9788|10798,TargetStateListener|Outline|Image,10798|261257|261258
61036,Alien Wreck,94382|150496|284883,TargetStateListener,284883
5197,Alien Wreck (global boss),8562|9627|10710|9712|11012,Enemy|Outlinable|Outline|Image,10710|11012|262642|262643
45026,Alien Wreck (global boss),115983|148043|299351|149353|279386,Outlinable|Enemy,279386|299351
38018,Ancient Pillar 01,110448|146024|143314,,
38019,Ancient Pillar 01 (1),110449|146025|143315,,
38020,Ancient Pillar 01 (2),110450|146026|143316,,
38017,Ancient Pillar 01 (3),110447|146023|143313,,
5746,Ancient Shadow (rune boss),7421|9633|11013|9681|10916,Outlinable|Enemy|TextMeshProUGUI,10916|11013|243486
58460,Ancient Shadow (rune boss),97574|148773|303099|149411|295007,Outlinable|Enemy,295007|303099
77954,Ancient Shadow (rune boss) (1),110841|148347|316904|149197|307625,Outlinable|Enemy,307625|316904
77952,Ancient Shadow (rune boss) (10),110839|148350|316906|149190|307632,Outlinable|Enemy,307632|316906
77953,Ancient Shadow (rune boss) (2),110840|148349|316907|149189|307633,Outlinable|Enemy,307633|316907
77948,Ancient Shadow (rune boss) (3),110835|148353|316909|149193|307630,Outlinable|Enemy,307630|316909
77950,Ancient Shadow (rune boss) (4),110837|148351|316908|149191|307631,Outlinable|Enemy,307631|316908
77949,Ancient Shadow (rune boss) (5),110836|148352|316910|149192|307629,Outlinable|Enemy,307629|316910
77957,Ancient Shadow (rune boss) (6),110844|148344|316901|149194|307628,Outlinable|Enemy,307628|316901
77956,Ancient Shadow (rune boss) (7),110843|148345|316902|149195|307627,Outlinable|Enemy,307627|316902
77951,Ancient Shadow (rune boss) (8),110838|148348|316905|149188|307634,Outlinable|Enemy,307634|316905
77955,Ancient Shadow (rune boss) (9),110842|148346|316903|149196|307626,Outlinable|Enemy,307626|316903
49560,Ancient Shadow kills,233123|275106|173628|309394,MissionsAchievementsCell|Image,275106|309394
3185,Angel,7389|9807|10577,TargetStateListener|Image,10577|260065
4514,Angel,8922|9645|10766|9703|10609,Outlinable|Enemy|Outline|Image,10609|10766|261755|261756
16195,Angel,110269|151077|276105,TargetStateListener,276105
16196,Angel,110268|151078|276106,TargetStateListener,276106
16197,Angel,110267|151079|276107,TargetStateListener,276107
16198,Angel,110266|151074|276109,TargetStateListener,276109
16199,Angel,110265|151075|276108,TargetStateListener,276108
16200,Angel,110264|151076|276110,TargetStateListener,276110
16201,Angel,110273|151082|276111,TargetStateListener,276111
16202,Angel,110272|151083|276112,TargetStateListener,276112
16203,Angel,110271|151080|276113,TargetStateListener,276113
16204,Angel,110270|151081|276114,TargetStateListener,276114
16205,Angel,110258|151067|276115,TargetStateListener,276115
16206,Angel,110257|151068|276116,TargetStateListener,276116
16207,Angel,110256|151065|276118,TargetStateListener,276118
16208,Angel,110255|151064|276117,TargetStateListener,276117
16209,Angel,110254|151066|276119,TargetStateListener,276119
16210,Angel,110263|151073|276120,TargetStateListener,276120
16211,Angel,110262|151069|276122,TargetStateListener,276122
16212,Angel,110261|151070|276121,TargetStateListener,276121
16213,Angel,110260|151071|276123,TargetStateListener,276123
16214,Angel,110259|151072|276124,TargetStateListener,276124
28336,Angel,117790|150875|271757,TargetStateListener,271757
39959,Angel,137455|148833|284825|149728|273640,Outlinable|Enemy,273640|284825
48491,Angel (1),133362|148594|292951|149494|278353,Outlinable|Enemy,278353|292951
48480,Angel (10),133352|148585|292960|149503|278343,Outlinable|Enemy,278343|292960
48481,Angel (11),133351|148584|292959|149504|278344,Outlinable|Enemy,278344|292959
48488,Angel (12),133360|148597|292948|149490|278357,Outlinable|Enemy,278357|292948
48496,Angel (13),133356|148600|292955|149488|278359,Outlinable|Enemy,278359|292955
48482,Angel (14),133344|148592|292962|149495|278352,Outlinable|Enemy,278352|292962
48483,Angel (15),133345|148588|292966|149496|278351,Outlinable|Enemy,278351|292966
48486,Angel (16),133347|148591|292963|149498|278349,Outlinable|Enemy,278349|292963
48479,Angel (17),133353|148583|292961|149502|278345,Outlinable|Enemy,278345|292961
48494,Angel (18),133354|148602|292953|149486|278361,Outlinable|Enemy,278361|292953
48492,Angel (19),133363|148595|292950|149493|278354,Outlinable|Enemy,278354|292950
48490,Angel (2),133361|148593|292952|149492|278355,Outlinable|Enemy,278355|292952
48487,Angel (20),133358|148596|292949|149489|278358,Outlinable|Enemy,278358|292949
48489,Angel (3),133359|148598|292947|149491|278356,Outlinable|Enemy,278356|292947
48493,Angel (4),133355|148601|292954|149485|278362,Outlinable|Enemy,278362|292954
48495,Angel (5),133357|148599|292956|149487|278360,Outlinable|Enemy,278360|292956
48478,Angel (6),133350|148587|292957|149501|278346,Outlinable|Enemy,278346|292957
48485,Angel (7),133346|148590|292964|149499|278348,Outlinable|Enemy,278348|292964
48477,Angel (8),133349|148586|292958|149500|278347,Outlinable|Enemy,278347|292958
48484,Angel (9),133348|148589|292965|149497|278350,Outlinable|Enemy,278350|292965
4274,Angel Mage,8627|9626|10845|9706|10537,Outlinable|Enemy|LayoutElement|Image,10537|10845|261437|261438
5882,Angel Mage,6988|9787|10963,TargetStateListener|Outline|Button|Image,10963|263520|263521|263522
28972,Angel Mage,137633|148834|318417|149875|282977,Outlinable|Enemy,282977|318417
51313,Angel Mage,114393|151276|293668,TargetStateListener,293668
81362,Angel Mage,104154|150777|311546,TargetStateListener,311546
81363,Angel Mage,104160|150776|311545,TargetStateListener,311545
81364,Angel Mage,104157|150775|311544,TargetStateListener,311544
81365,Angel Mage,104159|150773|311543,TargetStateListener,311543
81366,Angel Mage,104158|150774|311542,TargetStateListener,311542
81367,Angel Mage,104155|150772|311541,TargetStateListener,311541
81368,Angel Mage,104156|150771|311540,TargetStateListener,311540
81369,Angel Mage,104152|150770|311539,TargetStateListener,311539
81370,Angel Mage,104151|150769|311538,TargetStateListener,311538
81371,Angel Mage,104153|150768|311537,TargetStateListener,311537
42467,Angel Mage (1),129078|148289|300316|149531|272679,Outlinable|Enemy,272679|300316
42472,Angel Mage (10),129077|148294|300321|149533|272681,Outlinable|Enemy,272681|300321
42469,Angel Mage (2),129080|148291|300318|149528|272676,Outlinable|Enemy,272676|300318
42468,Angel Mage (3),129079|148290|300317|149532|272680,Outlinable|Enemy,272680|300317
42473,Angel Mage (4),129076|148288|300315|149527|272682,Outlinable|Enemy,272682|300315
42475,Angel Mage (5),129083|148285|300312|149525|272685,Outlinable|Enemy,272685|300312
42470,Angel Mage (6),129082|148292|300320|149529|272678,Outlinable|Enemy,272678|300320
42471,Angel Mage (7),129081|148293|300319|149530|272677,Outlinable|Enemy,272677|300319
