type,path_id,name
MonoScript,1485,BossPanelSidePanel
MonoScript,1507,HeroMenuSynergyPanel
MonoScript,1556,MapPlacementBonusPrestigeMenu
MonoScript,1576,OutlineImageEffect
MonoScript,1589,AutoSwitchLayout
MonoScript,1606,PlayFabExperimentationAPI
MonoScript,1640,ParticleImage
MonoScript,1641,HeroSelectedSynergyPanel
MonoScript,1700,UpgradesPowerUpsCell
MonoScript,1713,Map_AstralSwitch
MonoScript,1726,UpgradesSpellsCell
MonoScript,1731,ImagesManager
MonoScript,1739,LeaderboardVersionRange
MonoScript,1752,TextDamage
MonoScript,1768,UpgradesResearchCell
MonoScript,1783,UpgradesTournamentPanel
MonoScript,1845,UpgradesInfoPanel
MonoScript,1877,MultiplayFleetBuildConfigurationSwitchStatus
MonoScript,1904,UpgradesMasteryPanel
MonoScript,1946,HeroObjTracker
MonoScript,1961,HeroData
MonoScript,1967,Hero
MonoScript,1971,SpellButton
MonoScript,2048,FiltersProducer
MonoScript,2077,HeroSelectedCombatStylePanel
MonoScript,2088,Shadow
MonoScript,2139,HotkeySpellsPanel
MonoScript,2145,UpgradesTechCell
MonoScript,2158,MapPerkUpgradePanel
MonoScript,2163,HeroSelectedCombatStyleCell
MonoScript,2253,GetLeaderboardPlayerRange400OneOf
MonoScript,2260,HeroPlacement
MonoScript,2330,UpgradesResearchPanel
MonoScript,2332,WavePerksCard
MonoScript,2335,HeroMenuButton
MonoScript,2339,PlayFabExperimentationInstanceAPI
MonoScript,2375,PrestigePanel
MonoScript,2386,UpgradesRunesCell
MonoScript,2413,UpgradesGemsPanel
MonoScript,2428,HeroMenuRankPanel
MonoScript,2481,HeroSelectedLevelPanel
MonoScript,2487,UpgradesTechPanel
MonoScript,2488,Image
Material,17,Alien Big Blink
Material,18,supreme alien
Material,19,ultimus blue
Material,20,ultimus green
Material,21,ultimus red
Material,22,ultimus supreme
Material,23,Alien Wreck
Material,63,ring_shockwave_ADD
Material,70,wave3_ADD
Material,72,explosion_spritesheet_3x3_AB
Material,82,magic_runecircle_ADD
Material,93,skill_chaos
Material,94,skill_critBoost
Material,95,skill_curse
Material,96,skill_dmgBoost
Material,97,skill_powerBoost
Material,98,skill_skillBoost
Material,99,skill_speedBoost
Material,100,skill_splashBoost
Material,147,Tree 02 Leaves Orange
Material,149,FX Power Stone Spell
Material,169,Mimic Chest Gold
Material,197,Shadow
Material,198,Supreme Shadow
Material,214,Training Dummy golden var
Material,220,Cactus Boss
Material,243,Soul Mage
Material,246,Angel Mage
Material,251,Death Mage
Material,255,Fire Mage
Material,261,Ice Mage
Material,268,Eyeball Mage Green
Material,269,power mage golden var
Material,271,Goblin Trooper
Material,272,Weapon  golden var
Material,274,goblin golden variant
Material,276,Cyclops Bat Mage
Texture2D,352,Angel Mage
Texture2D,356,energyBoss_head
Texture2D,359,techBoss_supreme
Texture2D,363,Alien Big Blink
Texture2D,364,_runeCommon
Texture2D,366,inRange
Texture2D,369,Cyclops Bat Mage
Texture2D,377,energy1
Texture2D,392,_hero
Texture2D,396,_gem
Texture2D,399,FX Power Stone Spell
Texture2D,403,worldBoss2
Texture2D,404,shadow
Texture2D,405,druid
Texture2D,406,shadow
Texture2D,409,gems3
Texture2D,411,ultimusBoss_head
Texture2D,420,Death Mage
Texture2D,423,_energy2
Texture2D,428,_prestigeBg
Texture2D,429,militia
Texture2D,430,_bosses
Texture2D,436,_archmage
Texture2D,438,_expUltra
Texture2D,443,_skillCd
Texture2D,448,_damage
Texture2D,449,shadow
Texture2D,452,Icon_ShopIcon_Gem0
Texture2D,456,Alien Wreck
Texture2D,460,_trainerExp2
Texture2D,463,goldBossesSingleWave
Texture2D,465,goldHoarder_golden
Texture2D,472,prestigeOver40k
Texture2D,477,energyBoss
Texture2D,481,worldBoss1
Texture2D,491,_functionUpgrade
Texture2D,495,_wavePerkWaves2
Texture2D,498,Training Dummy golden var
Texture2D,504,viking2
Texture2D,506,Btn_MainButton_Orange
Texture2D,511,heroRanks1
Texture2D,513,gems2
Texture2D,520,_goldUltra
Texture2D,524,killsUltimus
Texture2D,532,button_grey_noShadow
Texture2D,533,Eyeball Mage Green
Texture2D,534,_upgrades
Texture2D,535,Shadow
Texture2D,538,_expSuper
Texture2D,541,militia_head
Texture2D,551,button_sky_noShadow
Texture2D,559,heroRanks6
Texture2D,576,_rune
Texture2D,578,rogue_head
Texture2D,597,_rune
Texture2D,604,gems4
Texture2D,607,Soul Mage
Texture2D,609,techBoss_head
Texture2D,610,ultimusSupreme
Texture2D,624,magic_runecircle
Texture2D,625,meleeKills10m
Texture2D,626,_skillDuration
Texture2D,629,_rune2
Texture2D,643,heroRanks2
Texture2D,644,_skillPower
Texture2D,645,heroRanks5
Texture2D,649,expBoss_golden
Texture2D,651,goldBoss_head
Texture2D,652,supremeBoss
Texture2D,656,_heroes
Texture2D,661,_heroHelm
Texture2D,666,viking_head
Texture2D,668,apprentice
Texture2D,669,_runeRare
Texture2D,671,Ice Mage
Texture2D,674,_ultimusCharge
Texture2D,675,hunter
Texture2D,676,shadow
Texture2D,686,killsBosses
Texture2D,691,Icon_ShopIcon_Gold4
Texture2D,692,killsAliens
Texture2D,694,viking
Texture2D,702,zeroPerksWave50k
Texture2D,712,_typeMelee
Texture2D,716,ring_shockwave
Texture2D,717,rogue
Texture2D,718,_prestigePower
Texture2D,721,_allHeroes
Texture2D,731,ranger
Texture2D,732,gold
Texture2D,734,gems9
Texture2D,735,gems11
Texture2D,740,heroRanks3
Texture2D,741,_expand
Texture2D,743,rogue
Texture2D,744,prestige4
Texture2D,754,Weapon golden var
Texture2D,761,killsGoblins
Texture2D,770,_spellBook
Texture2D,772,noGoldWave25k
Texture2D,774,_bossDmg
Texture2D,775,Fire Mage
Texture2D,782,_runeSupreme
Texture2D,799,battlemage
Texture2D,808,_skillPower
Texture2D,811,Icon_ShopIcon_Gold3
Texture2D,813,Icon_ShopIcon_Gold0
Texture2D,817,gems6
Texture2D,819,skymage_head
Texture2D,823,exp
Texture2D,825,goldHoarder
Texture2D,826,prestige3
Texture2D,829,_typeMage
Texture2D,835,Mimic Chest Gold
Texture2D,837,druid
Texture2D,841,_skillcd
Texture2D,845,_gold
Texture2D,860,shadow
Texture2D,861,_coinBoss
Texture2D,865,killsShadows
Texture2D,869,shadowBoss
Texture2D,874,wave3
Texture2D,877,_hoarderGold
Texture2D,880,Icon_ShopIcon_Gold2
Texture2D,881,battlemage_head
Texture2D,882,goblin golden variant
Texture2D,887,_spellCd
Texture2D,888,_runeShard
Texture2D,898,expBoss_head
Texture2D,906,button_yellow_noShadow
Texture2D,909,Icon_ShopIcon_Gem4
Texture2D,911,_boss
Texture2D,915,expBoss
Texture2D,919,_typeRange
Texture2D,920,_shadow
Texture2D,925,goldProcs2
Texture2D,931,_range
Texture2D,939,_energyUltra
Texture2D,941,gems12
Texture2D,942,Icon_ShopIcon_Gem3
Texture2D,946,_bossExp
Texture2D,953,spelldancer_head
Texture2D,958,button_green_noShadow
Texture2D,959,ultimus_blueMelee
Texture2D,960,_skill
Texture2D,961,heroCard
Texture2D,963,sovereign_head
Texture2D,969,shadow
Texture2D,970,_exp
Texture2D,971,gems1
Texture2D,978,witch
Texture2D,980,shadow_head
Texture2D,996,killsPowerMages
Texture2D,999,spelldancer
Texture2D,1000,prestige1
Texture2D,1015,_runeMythic
Texture2D,1017,tooltip (rune)
Texture2D,1019,rangecircle
Texture2D,1022,ultimus_greenRange
Texture2D,1032,_prestige
Texture2D,1034,prestige2
Texture2D,1041,cloud_2x2_hardshadow
Texture2D,1046,energy2
Texture2D,1047,immune_melee
Texture2D,1049,_startingGold
Texture2D,1052,_prestigePower
Texture2D,1054,Goblin Trooper
Texture2D,1060,exp2
Texture2D,1064,heroRanks4
Texture2D,1065,killsTrainers
Texture2D,1067,_research
Texture2D,1070,power mage golden var
Texture2D,1073,gems10
Texture2D,1080,pvpBoss_head
Texture2D,1083,exp1
Texture2D,1086,_prestige2
Texture2D,1087,skymage
Texture2D,1098,_runeEpic
Texture2D,1102,Icon_ShopIcon_GemBox
Texture2D,1103,Icon_ShopIcon_Gem1
Texture2D,1104,druid_head
Texture2D,1109,apprentice_head
Texture2D,1118,sovereign
Texture2D,1123,explosion_round_3x3
Texture2D,1130,_tokenSupreme
Texture2D,1131,witch_head
Texture2D,1135,ultimusBoss
Texture2D,1136,_killExp
Texture2D,1139,_energy
Texture2D,1151,shadow
Texture2D,1154,_battlepassExp
Texture2D,1161,_goldSuper
Texture2D,1167,goldProcs1
Texture2D,1172,ultimus_supreme
Texture2D,1175,_energy
Texture2D,1178,energy
Texture2D,1180,hunter_head
Texture2D,1181,_runeUncommon
Texture2D,1183,ranger_head
Texture2D,1184,_techScroll_supreme
Texture2D,1193,ultimus_redMage
Texture2D,1195,immune_mage
Texture2D,1197,_runeLegendary
Texture2D,1209,techBoss
Texture2D,1211,ranger
Texture2D,1212,Cactus Boss
Texture2D,1226,_skillPower2
Texture2D,1227,_gem
Texture2D,1228,gems5
Texture2D,1233,_range
Texture2D,1234,energyBoss_golden
Texture2D,1236,supreme alien
Texture2D,1237,immune_range
Texture2D,1246,_heroAll
Texture2D,1247,icon_skill
Texture2D,1255,supreme shadow
AnimationClip,1803,battlepass exp text
AnimationClip,1808,_charSkill
AnimationClip,1810,energy income text
AnimationClip,1811,first prestige popup arrow
AnimationClip,1815,wave hp skip text
AnimationClip,1818,Cast Spell
AnimationClip,1837,Cast Spell
AnimationClip,1838,Cast Spell
AnimationClip,1840,Cast Spell
AnimationClip,1841,Cast Spell
AnimationClip,1843,Fly Cast Spell
AnimationClip,1847,Cast Spell
AnimationClip,1850,Cast Spell 02
AnimationClip,1855,Cast Spell
AnimationClip,1856,Cast Spell
AnimationClip,1866,Cast Spell
AnimationClip,1870,Cast Spell
AnimationClip,1872,TH Sword Melee Attack 02
AnimationClip,1873,Cast Spell
AnimationClip,1878,Cast Spell
AnimationClip,1880,Cast Spell
AnimationClip,1884,Cast Spell
AnimationClip,1888,Cast Spell
AnimationClip,1891,Cast Spell
AnimationClip,1892,Melee Right Attack 03
AnimationClip,1893,Cast Spell
AnimationClip,1918,Cast Spell
AnimationClip,1920,Cast Spell
AnimationClip,1923,Cast Spell
AnimationClip,1924,Melee Right Attack 01
AnimationClip,1925,Cast Spell
AnimationClip,1930,Cast Spell
AnimationClip,1931,Cast Spell
AnimationClip,1932,Cast Spell
AnimationClip,1935,Cast Spell
AnimationClip,1940,TH Sword Melee Attack 01
AnimationClip,1941,Cast Spell
AnimationClip,1942,Cast Spell
AnimationClip,1947,Cast Spell
AnimationClip,1953,Cast Spell 01
AnimationClip,1959,Cast Spell
AnimationClip,1966,Cast Spell
AnimationClip,1985,Cast Spell
AnimationClip,1987,Cast Spell
AnimationClip,1990,Cast Spell
AnimationClip,2004,Cast Spell
AnimationClip,2007,Cast Spell
AnimationClip,2024,Cast Spell
AnimationClip,2026,Cast Spell
AnimationClip,2027,Fly Cast Spell
AnimationClip,2030,Cast Spell
AnimationClip,2031,Cast Spell
AnimationClip,2032,Cast Spell
AnimationClip,2036,Cast Spell
AnimationClip,2040,Cast Spell
AnimationClip,2044,Cast Spell
AnimationClip,2045,Cast Spell
AnimationClip,2048,Cast Spell
AnimationClip,2054,Cast Spell
AnimationClip,2065,Cast Spell
AnimationClip,2072,Cast Spell
AnimationClip,2076,Cast Spell
AnimationClip,2080,Cast Spell
AnimationClip,2084,Cast Spell
AnimationClip,2089,Cast Spell
AnimationClip,2092,Cast Spell
AnimationClip,2095,Cast Spell
AnimationClip,2098,Cast Spell
AnimationClip,2101,Cast Spell
AnimationClip,2103,Cast Spell
AnimationClip,2107,Cast Spell 01
AnimationClip,2110,Cast Spell 01
AnimationClip,2113,Cast Spell
AnimationClip,2118,Cast Spell
AnimationClip,2124,Cast Spell
AnimationClip,2128,Cast Spell
AnimationClip,2132,Cast Spell
AnimationClip,2139,Cast Spell
AnimationClip,2142,Cast Spell
AnimationClip,2157,Cast Spell
AnimationClip,2159,Cast Spell
AnimationClip,2160,Cast Spell
AnimationClip,2163,Cast Spell
AnimationClip,2164,Cast Spell
AnimationClip,2167,Cast Spell
AnimationClip,2172,Cast Spell 01
AnimationClip,2173,Cast Spell
AnimationClip,2176,Cast Spell
AnimationClip,2178,Cast Spell
AnimationClip,2180,Cast Spell 01
AnimationClip,2183,Cast Spell
AnimationClip,2191,Cast Spell
AudioClip,2196,spell_skillCd
AudioClip,2197,spell_mapDmg
AudioClip,2199,spell_gold
AudioClip,2203,spell_range
AudioClip,2206,spell_attSpeed
AudioClip,2207,tower_skill
AudioClip,2208,spell_dmg
AudioClip,2209,spell_critChance
AudioClip,2211,spell_energy
AudioClip,2214,spell_skillPower
AudioClip,2215,prestige
AudioClip,2218,spell_freeze
AudioClip,2219,spell_gamespeed
AudioClip,2220,spell_critDmg
AudioClip,2223,spell_exp
AudioClip,2224,enemyBoss
AnimatorController,2327,Switch 01
AnimatorController,2339,battlepass exp text
AnimatorController,2342,energy income text
AnimatorController,2343,first prestige popup arrow
AnimatorController,2347,wave hp skip text
Sprite,2355,_range_0
Sprite,2356,_boss_0
Sprite,2360,_bossDmg_0
Sprite,2361,_energy_0
Sprite,2362,_runeRare_0
Sprite,2365,_expand_0
Sprite,2366,RuneIcon_Frame_0_0
Sprite,2369,_goldUltra_0
Sprite,2371,_prestige3_0
Sprite,2373,_gem_0
Sprite,2375,_skillCd_0
Sprite,2388,_skillDuration_0
Sprite,2389,_gold_0
Sprite,2391,_runeEpic_0
Sprite,2395,_damage_0
Sprite,2404,_runeMythic_0
Sprite,2421,_exp_0
Sprite,2423,_energy2_0
Sprite,2430,_archmage_0
Sprite,2433,_skill_0
Sprite,2439,_rune_0
Sprite,2446,energyBoss_head
Sprite,2447,techBoss_supreme
Sprite,2450,inRange
Sprite,2457,energy1
Sprite,2469,worldBoss2
Sprite,2470,druid
Sprite,2473,gems3
Sprite,2474,ultimusBoss_head
Sprite,2480,_prestigeBg
Sprite,2481,militia
Sprite,2482,_bosses
Sprite,2493,Icon_ShopIcon_Gem0
Sprite,2497,_trainerExp2
Sprite,2498,goldBossesSingleWave
Sprite,2499,goldHoarder_golden
Sprite,2503,prestigeOver40k
Sprite,2506,energyBoss
Sprite,2508,worldBoss1
Sprite,2513,viking2
Sprite,2514,Btn_MainButton_Orange
Sprite,2517,heroRanks1
Sprite,2519,gems2
Sprite,2523,killsUltimus
Sprite,2525,button_grey_noShadow
Sprite,2528,_expSuper
Sprite,2530,militia_head
Sprite,2536,button_sky_noShadow
Sprite,2540,heroRanks6
Sprite,2550,rogue_head
Sprite,2561,gems4
Sprite,2563,techBoss_head
Sprite,2564,ultimusSupreme
Sprite,2572,meleeKills10m
Sprite,2577,heroRanks2
Sprite,2578,_skillPower
Sprite,2579,heroRanks5
Sprite,2581,expBoss_golden
Sprite,2582,goldBoss_head
Sprite,2583,supremeBoss
Sprite,2588,_heroHelm
Sprite,2592,viking_head
Sprite,2594,apprentice
Sprite,2595,_ultimusCharge
Sprite,2596,hunter
Sprite,2601,killsBosses
Sprite,2603,Icon_ShopIcon_Gold4
Sprite,2604,killsAliens
Sprite,2605,viking
Sprite,2607,zeroPerksWave50k
Sprite,2616,rogue
Sprite,2618,_allHeroes
Sprite,2625,ranger
Sprite,2626,gold
Sprite,2627,gems9
Sprite,2628,gems11
Sprite,2630,heroRanks3
Sprite,2632,rogue
Sprite,2633,prestige4
Sprite,2642,killsGoblins
Sprite,2647,noGoldWave25k
Sprite,2651,_runeSupreme
Sprite,2662,battlemage
Sprite,2666,Icon_ShopIcon_Gold3
Sprite,2667,Icon_ShopIcon_Gold0
Sprite,2668,gems6
Sprite,2670,skymage_head
Sprite,2671,exp
Sprite,2673,goldHoarder
Sprite,2674,prestige3
Sprite,2678,druid
Sprite,2679,_skillcd
Sprite,2688,killsShadows
Sprite,2690,shadowBoss
Sprite,2694,Icon_ShopIcon_Gold2
Sprite,2695,battlemage_head
Sprite,2701,expBoss_head
Sprite,2705,button_yellow_noShadow
Sprite,2706,Icon_ShopIcon_Gem4
Sprite,2709,expBoss
Sprite,2713,_shadow
Sprite,2716,goldProcs2
Sprite,2719,_range
Sprite,2723,gems12
Sprite,2724,Icon_ShopIcon_Gem3
Sprite,2726,_bossExp
Sprite,2731,spelldancer_head
Sprite,2732,button_green_noShadow
Sprite,2733,sovereign_head
Sprite,2734,gems1
Sprite,2738,witch
Sprite,2739,shadow_head
Sprite,2744,killsPowerMages
Sprite,2746,spelldancer
Sprite,2747,prestige1
Sprite,2754,rangecircle
Sprite,2758,_prestige
Sprite,2760,prestige2
Sprite,2764,energy2
Sprite,2765,immune_melee
Sprite,2769,exp2
Sprite,2771,heroRanks4
Sprite,2772,killsTrainers
Sprite,2775,gems10
Sprite,2779,pvpBoss_head
Sprite,2780,exp1
Sprite,2781,_prestige2
Sprite,2782,skymage
Sprite,2788,Icon_ShopIcon_GemBox
Sprite,2789,Icon_ShopIcon_Gem1
Sprite,2790,druid_head
Sprite,2791,apprentice_head
Sprite,2795,sovereign
Sprite,2801,_tokenSupreme
Sprite,2802,witch_head
Sprite,2805,ultimusBoss
Sprite,2817,goldProcs1
Sprite,2819,energy
Sprite,2821,hunter_head
Sprite,2822,ranger_head
Sprite,2823,_techScroll_supreme
Sprite,2829,immune_mage
Sprite,2834,techBoss
Sprite,2836,ranger
Sprite,2846,_skillPower2
Sprite,2847,gems5
Sprite,2851,energyBoss_golden
Sprite,2853,immune_range
Sprite,2857,icon_skill
Sprite,2862,_runeShard_0
Sprite,2863,_battlepassExp_0
Sprite,2865,_heroes_0
Sprite,2867,_energy_0
Sprite,2871,icon_gemstone_rune_0
Sprite,2873,_startingGold_0
Sprite,2876,_typeMage_0
Sprite,2878,_runeLegendary_0
Sprite,2888,_expUltra_0
Sprite,2890,_coinBoss_0
Sprite,2892,_goldBonus_0
Sprite,2894,heroCard_0
Sprite,2896,_energyUltra_0
Sprite,2897,_typeRange_0
Sprite,2900,_upgrades_0
Sprite,2906,_prestigeTempBoost_0
Sprite,2912,_hoarderGold_0
Sprite,2916,_spellCd_0
Sprite,2918,_spellBook_0
Sprite,2919,_gem_0
Sprite,2925,_runeUncommon_0
Sprite,2926,_wavePerkWaves2_0
Sprite,2934,_skillPower2_0
GameObject,3052,damage text (7)
GameObject,3053,skymage - teleport
GameObject,3065,Ice Mage
GameObject,3095,arbalest - energy source
GameObject,3098,damage text (9)
GameObject,3131,gold icon
GameObject,3145,Goblin Trooper Mage (gold boss)
GameObject,3152,Soul Mage
GameObject,3171,Goblin golden variant
GameObject,3180,skill effect icons panel (1)
GameObject,3238,witch - curse
GameObject,3240,Death Mage
GameObject,3254,Alien Galaxia (ultimus boss) (green range)
GameObject,3265,Alien Galaxia
GameObject,3325,enemy ui follower GLOBAL BOSS (1)
GameObject,3359,damage text (18)
GameObject,3379,exp icon
GameObject,3421,skill effect icons panel
GameObject,3424,Training Dummy (exp boss)
GameObject,3432,damage text (12)
GameObject,3454,damage text (13)
GameObject,3456,hunter - gold lust
GameObject,3484,MysticExplosionWhite
GameObject,3494,damage text (15)
GameObject,3552,damage text (8)
GameObject,3565,Fire Mage
GameObject,3625,damage text (10)
GameObject,3626,energy icon
GameObject,3640,skill effect icons panel
GameObject,3643,Alien Big Blink
GameObject,3652,damage text (2)
GameObject,3670,damage text (13)
GameObject,3678,Goblin Trooper
GameObject,3698,mage projectile -
GameObject,3700,MysticExplosionWhite
GameObject,3704,Eyeball Mage
GameObject,3817,damage text (2)
GameObject,3838,ranger - gamble shot
GameObject,3866,damage text (1)
GameObject,3869,Eyeball Mage
GameObject,3899,damage text (4)
GameObject,3908,battlemage - crit chance boost
GameObject,3910,damage text (3)
GameObject,3911,druid - damage boost
GameObject,3919,damage text
GameObject,3920,damage text (3)
GameObject,3936,forester - bleed
GameObject,4008,damage text (10)
GameObject,4021,Cyclops Bat Mage
GameObject,4027,damage text (7)
GameObject,4062,Alien Galaxia
GameObject,4075,damage text
GameObject,4092,immune range
GameObject,4093,Cyclops Bat Mage
GameObject,4132,Alien Wreck
GameObject,4148,damage text
GameObject,4172,Alien Big Blink (tech boss)
GameObject,4209,captain - energy aura
GameObject,4216,Cactus Boss
GameObject,4226,Ice Mage
GameObject,4235,damage text (8)
GameObject,4251,damage text
GameObject,4258,Fire Mage
GameObject,4263,Alien Big Blink
GameObject,4274,Angel Mage
GameObject,4280,immune mage
GameObject,4298,Supreme Alien (supreme tech)
GameObject,4306,Gold 01
GameObject,4317,damage text (9)
GameObject,4319,damage text (6)
GameObject,4347,damage text (1)
GameObject,4382,damage text (17)
GameObject,4387,enemy ui follower BOSS (1)
GameObject,4406,damage text (11)
GameObject,4437,Alien Galaxia (ultimus boss) (red mage)
GameObject,4490,damage text (11)
GameObject,4499,melee projectile - BulletSmallBlue
GameObject,4558,Basket 01 Gold
GameObject,4619,damage text (13)
GameObject,4671,Death Mage
GameObject,4685,immune range
GameObject,4695,damage text (10)
GameObject,4727,energy icon
GameObject,4737,rogue - gold aura
GameObject,4751,Alien Big Blink
GameObject,4753,energy icon
GameObject,4787,Alien Galaxia (ultimus boss) (blue melee)
GameObject,4828,viking - berserk
GameObject,4836,damage text (19)
GameObject,4875,SlamWave
GameObject,4915,damage text (15)
GameObject,5011,damage text (4)
GameObject,5033,damage text (20)
GameObject,5045,supreme ultimus
GameObject,5049,exp icon
GameObject,5095,Soul Mage
GameObject,5127,damage text (14)
GameObject,5155,damage text (12)
GameObject,5181,damage text (5)
GameObject,5197,Alien Wreck (global boss)
GameObject,5230,damage text (12)
GameObject,5240,Shadow
GameObject,5243,damage text (2)
GameObject,5272,templar - range boost
GameObject,5278,range projectile - SharpMissileGreen
GameObject,5303,Mimic Chest Gold
GameObject,5312,Training Dummy golden variant
GameObject,5341,damage text (15)
GameObject,5343,damage text (14)
GameObject,5369,damage text (17)
GameObject,5374,Alien Galaxia
GameObject,5379,Alien Big Blink
GameObject,5398,damage text (18)
GameObject,5447,damage text (1)
GameObject,5448,damage text (16)
GameObject,5474,sniper - explosive shot
GameObject,5475,Cactus Boss
GameObject,5476,damage text (8)
GameObject,5519,ballista - exp aura
GameObject,5530,immune mage
GameObject,5536,power mage golden variant
GameObject,5540,Gold 01
GameObject,5551,damage text (7)
GameObject,5553,damage text (4)
GameObject,5565,immune melee
GameObject,5654,archer - exp bonus
GameObject,5690,damage text (19)
GameObject,5735,Supreme Shadow (supreme runes)
GameObject,5737,crusader - golden arrows
GameObject,5746,Ancient Shadow (rune boss)
GameObject,5769,damage text (6)
GameObject,5826,Basket 01 Gold
GameObject,5864,spell dancer - power boost
GameObject,5868,Eyeball Mage Green (energy boss)
GameObject,5882,Angel Mage
GameObject,5895,apprentice - slow
GameObject,5904,damage text (5)
GameObject,5911,exp icon
GameObject,5943,Goblin Trooper
GameObject,5954,gold icon
GameObject,5993,immune melee
GameObject,6027,Alien Galaxia
GameObject,6065,Shadow
GameObject,6074,damage text (16)
GameObject,6185,gold icon
GameObject,6191,damage text (14)
GameObject,6194,militia - spin attack
GameObject,6195,damage text (6)
GameObject,6215,damage text (5)
GameObject,6261,damage text (11)
GameObject,6273,damage text (9)
GameObject,6299,damage text (20)
GameObject,6304,damage text (3)
GameObject,12,gems text
GameObject,15,BulletFatExplosionBlue (19)
GameObject,17,shadow
GameObject,18,buy button (gems)
GameObject,22,supreme cover (1)
GameObject,26,purchase button (gems)
GameObject,30,prestige pts
GameObject,32,exp slider
GameObject,35,Image (1)
GameObject,37,ultra boss dmg
GameObject,39,Image
GameObject,40,buy button (gems)
GameObject,41,Image (2)
GameObject,45,mage
GameObject,46,upgrade (2)
GameObject,48,mimic chest prestige pts
GameObject,52,automation function details/upgrades/settings panel
GameObject,53,instant spell cd
GameObject,54,Image (1)
GameObject,55,alien galaxia (ultimus boss)
GameObject,63,shadow
GameObject,64,hero name bg
GameObject,68,hero frame (1)
GameObject,75,ultimus spawns
GameObject,77,prestige text
GameObject,83,warning image (glow)
GameObject,97,Image (1)
GameObject,98,exp icon
GameObject,103,wave num text
GameObject,119,Image
GameObject,121,shadow
GameObject,124,supreme variant spawn chance
GameObject,125,shadow
GameObject,129,shadow
GameObject,130,BulletFatExplosionGreen (5)
GameObject,141,shadow
GameObject,143,Image (5)
GameObject,147,Image (6)
GameObject,151,shadow
GameObject,167,Image
GameObject,170,shadow
GameObject,176,Image (2)
GameObject,177,map upgrades button
GameObject,181,promo hero (4)
GameObject,192,reroll button (cost gems)
GameObject,196,Image
GameObject,198,gems text
GameObject,201,BulletExplosionFire (16)
GameObject,216,Image
GameObject,230,Image
GameObject,232,enemy skill immune limit
GameObject,233,Image (1)
GameObject,236,prestige text
GameObject,245,gems (6)
GameObject,253,BulletFatExplosionGreen (14)
GameObject,261,BulletFatExplosionGreen (2)
GameObject,271,skill impact - SwordHitMagicBlue (17)
GameObject,281,skill impact - SwordHitMagicBlue (13)
GameObject,297,kill energy
GameObject,303,BulletExplosionFire (18)
GameObject,305,shadow
GameObject,306,shadow
GameObject,312,shadow
GameObject,313,skill
GameObject,320,BulletFatExplosionBlue
GameObject,328,skill duration
GameObject,329,shadow
GameObject,331,synergy cell (reworked) (2 heroes)
GameObject,338,starting gold
GameObject,342,Image (1)
GameObject,348,Image
GameObject,354,Image
GameObject,366,rune icon (2)
GameObject,367,Image (1)
GameObject,370,Image (2)
GameObject,378,BulletExplosionGreen (10)
GameObject,394,Image (2)
GameObject,435,spell (5)
GameObject,443,exp text
GameObject,447,Image
GameObject,448,bonus gems text
GameObject,459,spells panel
GameObject,460,map upgrades button
GameObject,475,Image
GameObject,476,damage texts
GameObject,479,prestige button
GameObject,483,expire text
GameObject,488,Image
GameObject,492,skill boss only
