path_id,byte_size,gameobject_file_id,gameobject_path_id,enabled,script_file_id,script_path_id,script_name,m_name,fields_offset
256379,456,0,219,1,1,798,Button,,32
256385,456,0,223,1,1,798,Button,,32
256387,460,0,225,1,1,798,Button,,32
256426,468,0,265,1,1,798,Button,,32
256440,452,0,283,1,1,798,Button,,32
256454,440,0,291,1,1,798,Button,,32
256460,460,0,292,1,1,798,Button,,32
256506,472,0,336,1,1,798,Button,,32
256514,464,0,343,1,1,798,Button,,32
256530,456,0,352,1,1,798,Button,,32
256572,452,0,380,1,1,798,Button,,32
256579,452,0,383,1,1,798,Button,,32
256584,456,0,386,1,1,798,Button,,32
256590,464,0,392,1,1,798,Button,,32
256599,464,0,399,1,1,798,Button,,32
256604,460,0,401,1,1,798,Button,,32
256612,456,0,409,1,1,798,Button,,32
256626,456,0,417,1,1,798,Button,,32
256632,448,0,423,1,1,798,Button,,32
256635,456,0,424,1,1,798,Button,,32
256641,460,0,427,1,1,798,Button,,32
256663,464,0,440,1,1,798,Button,,32
256691,456,0,460,1,1,798,Button,,32
256706,472,0,471,1,1,798,Button,,32
256710,464,0,474,1,1,798,Button,,32
256715,452,0,476,1,1,798,Button,,32
256718,456,0,479,1,1,798,Button,,32
256721,452,0,480,1,1,798,Button,,32
256729,452,0,486,1,1,798,Button,,32
256759,460,0,510,1,1,798,Button,,32
256771,456,0,519,1,1,798,Button,,32
256786,312,0,535,1,1,798,Button,,32
256802,460,0,550,1,1,798,Button,,32
256846,460,0,586,1,1,798,Button,,32
256881,448,0,614,1,1,798,Button,,32
256885,460,0,615,1,1,798,Button,,32
256894,452,0,620,1,1,798,Button,,32
256898,456,0,622,1,1,798,Button,,32
256920,464,0,636,1,1,798,Button,,32
256933,460,0,646,1,1,798,Button,,32
256938,452,0,650,1,1,798,Button,,32
256947,456,0,660,1,1,798,Button,,32
256963,460,0,674,1,1,798,Button,,32
256996,444,0,703,1,1,798,Button,,32
257002,472,0,705,1,1,798,Button,,32
257012,460,0,717,1,1,798,Button,,32
257039,460,0,740,1,1,798,Button,,32
257060,444,0,756,1,1,798,Button,,32
257065,460,0,758,1,1,798,Button,,32
257072,456,0,764,1,1,798,Button,,32
257076,444,0,765,1,1,798,Button,,32
257079,456,0,766,1,1,798,Button,,32
257091,456,0,774,1,1,798,Button,,32
257098,464,0,779,1,1,798,Button,,32
257119,448,0,793,1,1,798,Button,,32
257142,312,0,805,1,1,798,Button,,32
257146,460,0,808,1,1,798,Button,,32
257163,452,0,822,1,1,798,Button,,32
257171,456,0,830,1,1,798,Button,,32
257178,448,0,836,1,1,798,Button,,32
257183,456,0,838,1,1,798,Button,,32
257201,452,0,855,1,1,798,Button,,32
257207,452,0,858,1,1,798,Button,,32
257211,460,0,862,1,1,798,Button,,32
257226,472,0,875,1,1,798,Button,,32
257234,452,0,880,1,1,798,Button,,32
257245,448,0,886,1,1,798,Button,,32
257255,464,0,894,1,1,798,Button,,32
257277,452,0,908,1,1,798,Button,,32
257289,460,0,914,1,1,798,Button,,32
257290,456,0,915,1,1,798,Button,,32
257306,468,0,926,1,1,798,Button,,32
257339,464,0,947,1,1,798,Button,,32
257361,464,0,968,1,1,798,Button,,32
257364,456,0,970,1,1,798,Button,,32
257371,460,0,974,1,1,798,Button,,32
257389,440,0,991,1,1,798,Button,,32
257411,456,0,1012,1,1,798,Button,,32
257418,452,0,1015,1,1,798,Button,,32
257428,452,0,1023,1,1,798,Button,,32
257443,468,0,1035,1,1,798,Button,,32
257454,456,0,1043,1,1,798,Button,,32
257464,464,0,1050,1,1,798,Button,,32
257477,456,0,1058,1,1,798,Button,,32
257523,460,0,1098,1,1,798,Button,,32
257554,456,0,1131,1,1,798,Button,,32
257573,464,0,1149,1,1,798,Button,,32
257577,312,0,1151,1,1,798,Button,,32
257591,456,0,28027,1,1,798,Button,,32
257594,312,0,1160,1,1,798,Button,,32
257598,472,0,1162,1,1,798,Button,,32
257612,456,0,1178,1,1,798,Button,,32
257614,452,0,1179,1,1,798,Button,,32
257631,440,0,1190,1,1,798,Button,,32
257660,464,0,1207,1,1,798,Button,,32
257672,460,0,1220,1,1,798,Button,,32
257712,456,0,1254,1,1,798,Button,,32
257718,452,0,1256,1,1,798,Button,,32
257725,456,0,1263,1,1,798,Button,,32
257733,464,0,1268,1,1,798,Button,,32
257735,456,0,1269,1,1,798,Button,,32
257752,460,0,1281,1,1,798,Button,,32
257755,452,0,1282,1,1,798,Button,,32
257782,444,0,1302,1,1,798,Button,,32
257796,452,0,1312,1,1,798,Button,,32
257803,440,0,1317,1,1,798,Button,,32
257812,456,0,1319,1,1,798,Button,,32
257815,460,0,1320,1,1,798,Button,,32
257825,312,0,1328,1,1,798,Button,,32
257834,460,0,1337,1,1,798,Button,,32
257859,472,0,1356,1,1,798,Button,,32
257864,460,0,1359,1,1,798,Button,,32
257929,444,0,1414,1,1,798,Button,,32
257940,452,0,1424,1,1,798,Button,,32
257951,452,0,1434,1,1,798,Button,,32
257969,460,0,1456,1,1,798,Button,,32
257983,460,0,1467,1,1,798,Button,,32
257988,476,0,1470,1,1,798,Button,,32
257995,460,0,1474,1,1,798,Button,,32
257998,444,0,1475,1,1,798,Button,,32
258007,452,0,1480,1,1,798,Button,,32
258024,440,0,1496,1,1,798,Button,,32
258041,460,0,1506,1,1,798,Button,,32
258044,312,0,1509,1,1,798,Button,,32
258051,452,0,1513,1,1,798,Button,,32
258064,464,0,1520,1,1,798,Button,,32
258070,456,0,1532,1,1,798,Button,,32
258078,456,0,1537,1,1,798,Button,,32
258082,456,0,28024,1,1,798,Button,,32
258083,444,0,1541,1,1,798,Button,,32
258102,460,0,1550,1,1,798,Button,,32
258106,444,0,1552,1,1,798,Button,,32
258111,456,0,1557,1,1,798,Button,,32
258123,444,0,1568,1,1,798,Button,,32
258137,460,0,1579,1,1,798,Button,,32
258157,460,0,1596,1,1,798,Button,,32
258164,456,0,28023,1,1,798,Button,,32
258167,460,0,1601,1,1,798,Button,,32
258188,452,0,1618,1,1,798,Button,,32
258209,468,0,1633,1,1,798,Button,,32
258211,444,0,1634,1,1,798,Button,,32
258221,452,0,1639,1,1,798,Button,,32
258228,452,0,1644,1,1,798,Button,,32
258233,456,0,1647,1,1,798,Button,,32
258255,468,0,1669,1,1,798,Button,,32
258266,464,0,1674,1,1,798,Button,,32
258279,456,0,1683,1,1,798,Button,,32
258341,460,0,1732,1,1,798,Button,,32
258353,464,0,1742,1,1,798,Button,,32
258385,472,0,1773,1,1,798,Button,,32
258402,452,0,1787,1,1,798,Button,,32
258478,460,0,1855,1,1,798,Button,,32
258500,452,0,1872,1,1,798,Button,,32
258525,452,0,1899,1,1,798,Button,,32
258547,456,0,1920,1,1,798,Button,,32
258554,460,0,1930,1,1,798,Button,,32
258569,444,0,1940,1,1,798,Button,,32
258601,460,0,1970,1,1,798,Button,,32
258618,440,0,1985,1,1,798,Button,,32
258626,464,0,1987,1,1,798,Button,,32
258642,456,0,1998,1,1,798,Button,,32
258656,468,0,2007,1,1,798,Button,,32
258669,452,0,2017,1,1,798,Button,,32
258677,464,0,2026,1,1,798,Button,,32
258692,452,0,2041,1,1,798,Button,,32
258694,456,0,2043,1,1,798,Button,,32
258701,464,0,2048,1,1,798,Button,,32
258725,460,0,2066,1,1,798,Button,,32
258757,456,0,2097,1,1,798,Button,,32
258765,460,0,2103,1,1,798,Button,,32
258796,452,0,2135,1,1,798,Button,,32
258811,460,0,2147,1,1,798,Button,,32
258824,456,0,2161,1,1,798,Button,,32
258844,444,0,2177,1,1,798,Button,,32
258853,468,0,2183,1,1,798,Button,,32
258864,452,0,2192,1,1,798,Button,,32
258867,456,0,2194,1,1,798,Button,,32
258878,312,0,2201,1,1,798,Button,,32
258913,452,0,2223,1,1,798,Button,,32
258925,452,0,2236,1,1,798,Button,,32
258929,440,0,2238,1,1,798,Button,,32
258940,472,0,2243,1,1,798,Button,,32
258942,444,0,2244,1,1,798,Button,,32
258949,456,0,2246,1,1,798,Button,,32
258952,456,0,2247,1,1,798,Button,,32
258967,464,0,2260,1,1,798,Button,,32
258974,456,0,2264,1,1,798,Button,,32
258990,452,0,2276,1,1,798,Button,,32
258995,464,0,2279,1,1,798,Button,,32
259016,460,0,2315,1,1,798,Button,,32
259024,452,0,2323,1,1,798,Button,,32
259037,456,0,2332,1,1,798,Button,,32
259062,468,0,2349,1,1,798,Button,,32
259069,444,0,2358,1,1,798,Button,,32
259083,456,0,2370,1,1,798,Button,,32
259085,456,0,2375,1,1,798,Button,,32
259092,456,0,2382,1,1,798,Button,,32
259113,464,0,2405,1,1,798,Button,,32
259130,456,0,28026,1,1,798,Button,,32
259138,452,0,2428,1,1,798,Button,,32
259158,460,0,2442,1,1,798,Button,,32
259170,452,0,2450,1,1,798,Button,,32
259183,456,0,2460,1,1,798,Button,,32
259236,460,0,2506,1,1,798,Button,,32
259245,460,0,2516,1,1,798,Button,,32
259247,460,0,2517,1,1,798,Button,,32
259270,456,0,28025,1,1,798,Button,,32
259272,440,0,2534,1,1,798,Button,,32
259282,456,0,2537,1,1,798,Button,,32
259288,460,0,2540,1,1,798,Button,,32
259301,444,0,2549,1,1,798,Button,,32
259330,440,0,2566,1,1,798,Button,,32
259407,456,0,2642,1,1,798,Button,,32
259422,476,0,2654,1,1,798,Button,,32
259430,452,0,2666,1,1,798,Button,,32
259459,464,0,2685,1,1,798,Button,,32
259484,452,0,2700,1,1,798,Button,,32
259489,460,0,2703,1,1,798,Button,,32
259504,460,0,2713,1,1,798,Button,,32
259547,460,0,2745,1,1,798,Button,,32
259549,456,0,2746,1,1,798,Button,,32
259551,452,0,2747,1,1,798,Button,,32
259562,460,0,2755,1,1,798,Button,,32
259596,472,0,2777,1,1,798,Button,,32
259618,444,0,2809,1,1,798,Button,,32
259626,448,0,2814,1,1,798,Button,,32
259638,452,0,2824,1,1,798,Button,,32
259648,460,0,2830,1,1,798,Button,,32
259674,476,0,2851,1,1,798,Button,,32
259683,452,0,2857,1,1,798,Button,,32
259706,464,0,2884,1,1,798,Button,,32
259711,456,0,2887,1,1,798,Button,,32
259725,456,0,2900,1,1,798,Button,,32
259742,584,0,2921,1,1,798,Button,,32
259745,468,0,2922,1,1,798,Button,,32
259748,460,0,2923,1,1,798,Button,,32
259786,460,0,2957,1,1,798,Button,,32
259798,456,0,2969,1,1,798,Button,,32
259802,456,0,2972,1,1,798,Button,,32
259812,444,0,2978,1,1,798,Button,,32
259822,456,0,2982,1,1,798,Button,,32
259839,472,0,2996,1,1,798,Button,,32
259861,456,0,3012,1,1,798,Button,,32
259897,312,0,3040,1,1,798,Button,,32
259898,460,0,3042,1,1,798,Button,,32
259904,456,0,3045,1,1,798,Button,,32
259913,464,0,3050,1,1,798,Button,,32
259930,452,0,3073,1,1,798,Button,,32
259934,456,0,3077,1,1,798,Button,,32
259977,456,0,3114,1,1,798,Button,,32
259986,456,0,3118,1,1,798,Button,,32
260024,464,0,3153,1,1,798,Button,,32
260028,444,0,3156,1,1,798,Button,,32
260034,456,0,3161,1,1,798,Button,,32
260037,456,0,3162,1,1,798,Button,,32
260055,448,0,3173,1,1,798,Button,,32
260081,464,0,3195,1,1,798,Button,,32
260099,456,0,3208,1,1,798,Button,,32
260147,448,0,3250,1,1,798,Button,,32
260208,452,0,3295,1,1,798,Button,,32
260211,452,0,3296,1,1,798,Button,,32
260213,452,0,3297,1,1,798,Button,,32
260255,456,0,3333,1,1,798,Button,,32
260258,456,0,3334,1,1,798,Button,,32
260292,468,0,3363,1,1,798,Button,,32
260313,444,0,3381,1,1,798,Button,,32
260322,464,0,3390,1,1,798,Button,,32
260326,456,0,3392,1,1,798,Button,,32
260345,448,0,3405,1,1,798,Button,,32
260352,456,0,3412,1,1,798,Button,,32
260366,464,0,3427,1,1,798,Button,,32
260369,460,0,3429,1,1,798,Button,,32
260388,452,0,3441,1,1,798,Button,,32
260409,456,0,3452,1,1,798,Button,,32
260411,456,0,3453,1,1,798,Button,,32
260424,312,0,3458,1,1,798,Button,,32
260437,452,0,3469,1,1,798,Button,,32
260456,464,0,3483,1,1,798,Button,,32
260465,452,0,3491,1,1,798,Button,,32
260488,452,0,3511,1,1,798,Button,,32
260501,452,0,3521,1,1,798,Button,,32
260511,456,0,3531,1,1,798,Button,,32
260514,460,0,3533,1,1,798,Button,,32
260518,448,0,3535,1,1,798,Button,,32
260525,456,0,3537,1,1,798,Button,,32
260530,452,0,3545,1,1,798,Button,,32
260557,456,0,3566,1,1,798,Button,,32
260587,456,0,3596,1,1,798,Button,,32
260597,456,0,3604,1,1,798,Button,,32
260607,444,0,3609,1,1,798,Button,,32
260648,456,0,3645,1,1,798,Button,,32
260671,452,0,3661,1,1,798,Button,,32
260681,440,0,3667,1,1,798,Button,,32
260687,456,0,3669,1,1,798,Button,,32
260700,468,0,3678,1,1,798,Button,,32
260701,460,0,3679,1,1,798,Button,,32
260707,456,0,3682,1,1,798,Button,,32
260721,448,0,3690,1,1,798,Button,,32
260723,452,0,3692,1,1,798,Button,,32
260729,444,0,3700,1,1,798,Button,,32
260750,456,0,3716,1,1,798,Button,,32
260764,456,0,3725,1,1,798,Button,,32
260783,448,0,3743,1,1,798,Button,,32
260787,452,0,3745,1,1,798,Button,,32
260792,472,0,3748,1,1,798,Button,,32
260806,440,0,3759,1,1,798,Button,,32
260860,460,0,3809,1,1,798,Button,,32
260866,456,0,3817,1,1,798,Button,,32
260873,440,0,3821,1,1,798,Button,,32
260902,456,0,28028,1,1,798,Button,,32
260908,456,0,63969,1,1,798,Button,,32
260913,472,0,3847,1,1,798,Button,,32
260930,456,0,3863,1,1,798,Button,,32
260933,448,0,3865,1,1,798,Button,,32
260942,444,0,3871,1,1,798,Button,,32
260974,456,0,3895,1,1,798,Button,,32
260980,452,0,3899,1,1,798,Button,,32
260984,456,0,3901,1,1,798,Button,,32
260992,460,0,3907,1,1,798,Button,,32
260997,460,0,3915,1,1,798,Button,,32
261017,468,0,3934,1,1,798,Button,,32
261055,440,0,3962,1,1,798,Button,,32
261061,448,0,3963,1,1,798,Button,,32
261067,456,0,3966,1,1,798,Button,,32
261076,456,0,3972,1,1,798,Button,,32
261090,456,0,3985,1,1,798,Button,,32
261135,448,0,4021,1,1,798,Button,,32
261160,464,0,4045,1,1,798,Button,,32
261162,456,0,4051,1,1,798,Button,,32
261166,460,0,4053,1,1,798,Button,,32
261206,480,0,4093,1,1,798,Button,,32
261212,460,0,4096,1,1,798,Button,,32
261235,456,0,4112,1,1,798,Button,,32
261251,456,0,4129,1,1,798,Button,,32
261266,444,0,4141,1,1,798,Button,,32
261282,456,0,4152,1,1,798,Button,,32
261309,468,0,4175,1,1,798,Button,,32
261321,456,0,4186,1,1,798,Button,,32
261340,452,0,4201,1,1,798,Button,,32
261354,456,0,4211,1,1,798,Button,,32
261371,452,0,4222,1,1,798,Button,,32
261385,456,0,4234,1,1,798,Button,,32
261389,464,0,4238,1,1,798,Button,,32
261400,456,0,4247,1,1,798,Button,,32
261403,452,0,4248,1,1,798,Button,,32
261415,444,0,4256,1,1,798,Button,,32
261418,468,0,4257,1,1,798,Button,,32
261428,456,0,4264,1,1,798,Button,,32
261436,464,0,4272,1,1,798,Button,,32
261439,452,0,4277,1,1,798,Button,,32
261449,452,0,4288,1,1,798,Button,,32
261471,456,0,4305,1,1,798,Button,,32
261478,456,0,4308,1,1,798,Button,,32
261495,452,0,4324,1,1,798,Button,,32
261521,456,0,4348,1,1,798,Button,,32
261543,456,0,4361,1,1,798,Button,,32
261548,448,0,4363,1,1,798,Button,,32
261584,448,0,4392,1,1,798,Button,,32
261616,452,0,4412,1,1,798,Button,,32
261649,456,0,4434,1,1,798,Button,,32
261671,456,0,4449,1,1,798,Button,,32
261678,460,0,4454,1,1,798,Button,,32
261686,460,0,4459,1,1,798,Button,,32
261690,464,0,4461,1,1,798,Button,,32
261697,452,0,4467,1,1,798,Button,,32
261726,460,0,4493,1,1,798,Button,,32
261772,452,0,4526,1,1,798,Button,,32
261779,464,0,4531,1,1,798,Button,,32
261814,456,0,4553,1,1,798,Button,,32
261820,456,0,4555,1,1,798,Button,,32
261832,460,0,4563,1,1,798,Button,,32
261844,464,0,4572,1,1,798,Button,,32
261852,456,0,4579,1,1,798,Button,,32
261855,440,0,4582,1,1,798,Button,,32
261865,452,0,4588,1,1,798,Button,,32
261874,456,0,4594,1,1,798,Button,,32
261883,460,0,4599,1,1,798,Button,,32
261904,456,0,4623,1,1,798,Button,,32
261920,456,0,4643,1,1,798,Button,,32
261923,452,0,4644,1,1,798,Button,,32
261930,464,0,4649,1,1,798,Button,,32
261946,448,0,4661,1,1,798,Button,,32
261984,456,0,4692,1,1,798,Button,,32
262053,468,0,4739,1,1,798,Button,,32
262064,464,0,4753,1,1,798,Button,,32
262117,456,0,4795,1,1,798,Button,,32
262120,452,0,4797,1,1,798,Button,,32
262141,444,0,4819,1,1,798,Button,,32
262148,448,0,4823,1,1,798,Button,,32
262164,460,0,4833,1,1,798,Button,,32
262171,440,0,4838,1,1,798,Button,,32
262245,464,0,4897,1,1,798,Button,,32
262260,452,0,4909,1,1,798,Button,,32
262266,456,0,4912,1,1,798,Button,,32
262271,452,0,4916,1,1,798,Button,,32
262293,456,0,4931,1,1,798,Button,,32
262296,448,0,4932,1,1,798,Button,,32
262303,456,0,4935,1,1,798,Button,,32
262313,452,0,4944,1,1,798,Button,,32
262316,452,0,4946,1,1,798,Button,,32
262321,468,0,4948,1,1,798,Button,,32
262354,456,0,4970,1,1,798,Button,,32
262362,452,0,4975,1,1,798,Button,,32
262390,456,0,4993,1,1,798,Button,,32
262395,468,0,5001,1,1,798,Button,,32
262399,456,0,5003,1,1,798,Button,,32
262412,452,0,5010,1,1,798,Button,,32
262422,460,0,5021,1,1,798,Button,,32
262455,460,0,5043,1,1,798,Button,,32
262479,456,0,5064,1,1,798,Button,,32
262509,456,0,5087,1,1,798,Button,,32
262532,456,0,5107,1,1,798,Button,,32
262538,460,0,5110,1,1,798,Button,,32
262549,460,0,5119,1,1,798,Button,,32
262556,452,0,5122,1,1,798,Button,,32
262569,460,0,5131,1,1,798,Button,,32
262608,312,0,5169,1,1,798,Button,,32
262633,456,0,5189,1,1,798,Button,,32
262669,456,0,5213,1,1,798,Button,,32
262727,452,0,5266,1,1,798,Button,,32
262729,460,0,5268,1,1,798,Button,,32
262743,456,0,5283,1,1,798,Button,,32
262770,440,0,5307,1,1,798,Button,,32
262801,452,0,5325,1,1,798,Button,,32
262821,468,0,5344,1,1,798,Button,,32
262835,456,0,5359,1,1,798,Button,,32
262845,484,0,5370,1,1,798,Button,,32
262852,464,0,5376,1,1,798,Button,,32
262857,460,0,5380,1,1,798,Button,,32
262871,456,0,5396,1,1,798,Button,,32
262887,444,0,5411,1,1,798,Button,,32
262903,480,0,5422,1,1,798,Button,,32
262919,460,0,5434,1,1,798,Button,,32
262973,460,0,5482,1,1,798,Button,,32
262977,456,0,5484,1,1,798,Button,,32
263022,444,0,5518,1,1,798,Button,,32
263030,464,0,5520,1,1,798,Button,,32
263046,456,0,5535,1,1,798,Button,,32
263054,452,0,5540,1,1,798,Button,,32
263075,484,0,5556,1,1,798,Button,,32
263093,464,0,5573,1,1,798,Button,,32
263096,460,0,5575,1,1,798,Button,,32
263106,456,0,5584,1,1,798,Button,,32
263112,460,0,5586,1,1,798,Button,,32
263117,452,0,5588,1,1,798,Button,,32
263127,452,0,5595,1,1,798,Button,,32
263131,456,0,5597,1,1,798,Button,,32
263143,460,0,5607,1,1,798,Button,,32
263146,460,0,5609,1,1,798,Button,,32
263150,456,0,5611,1,1,798,Button,,32
263174,464,0,5633,1,1,798,Button,,32
263182,456,0,5646,1,1,798,Button,,32
263185,452,0,5647,1,1,798,Button,,32
263243,472,0,5682,1,1,798,Button,,32
263266,444,0,5699,1,1,798,Button,,32
263269,448,0,5700,1,1,798,Button,,32
263275,468,0,5705,1,1,798,Button,,32
263309,460,0,5724,1,1,798,Button,,32
263327,464,0,5735,1,1,798,Button,,32
263369,452,0,5769,1,1,798,Button,,32
263384,452,0,5780,1,1,798,Button,,32
263386,452,0,5781,1,1,798,Button,,32
263397,460,0,5790,1,1,798,Button,,32
263398,452,0,5791,1,1,798,Button,,32
263405,456,0,5796,1,1,798,Button,,32
263430,452,0,5814,1,1,798,Button,,32
263480,456,0,5855,1,1,798,Button,,32
263482,460,0,5858,1,1,798,Button,,32
263493,448,0,5866,1,1,798,Button,,32
263508,440,0,5877,1,1,798,Button,,32
263521,456,0,5882,1,1,798,Button,,32
263532,452,0,5891,1,1,798,Button,,32
263546,456,0,5904,1,1,798,Button,,32
263558,440,0,5915,1,1,798,Button,,32
263581,460,0,5926,1,1,798,Button,,32
263585,456,0,5927,1,1,798,Button,,32
263592,452,0,5931,1,1,798,Button,,32
263603,460,0,5941,1,1,798,Button,,32
263611,456,0,5945,1,1,798,Button,,32
263638,452,0,5961,1,1,798,Button,,32
263648,452,0,5970,1,1,798,Button,,32
263674,464,0,5990,1,1,798,Button,,32
263678,456,0,5993,1,1,798,Button,,32
263702,440,0,6012,1,1,798,Button,,32
263730,456,0,6040,1,1,798,Button,,32
263744,452,0,6051,1,1,798,Button,,32
263783,472,0,6084,1,1,798,Button,,32
263785,452,0,6085,1,1,798,Button,,32
263810,460,0,6101,1,1,798,Button,,32
263837,452,0,6133,1,1,798,Button,,32
263849,456,0,6140,1,1,798,Button,,32
263861,460,0,6146,1,1,798,Button,,32
263871,456,0,6150,1,1,798,Button,,32
263874,456,0,6152,1,1,798,Button,,32
263879,472,0,6154,1,1,798,Button,,32
263883,468,0,6156,1,1,798,Button,,32
263891,440,0,6159,1,1,798,Button,,32
263995,464,0,6236,1,1,798,Button,,32
264007,444,0,6248,1,1,798,Button,,32
264026,456,0,6260,1,1,798,Button,,32
264135,464,0,6341,1,1,798,Button,,32
264146,448,0,6347,1,1,798,Button,,32
264151,588,0,6350,1,1,798,Button,,32
264181,456,0,6371,1,1,798,Button,,32
264211,452,0,6393,1,1,798,Button,,32
264222,456,0,6403,1,1,798,Button,,32
264235,452,0,6411,1,1,798,Button,,32
264242,456,0,6416,1,1,798,Button,,32
264252,456,0,6426,1,1,798,Button,,32
264255,464,0,6428,1,1,798,Button,,32
264261,460,0,6431,1,1,798,Button,,32
264263,452,0,6432,1,1,798,Button,,32
264272,456,0,6443,1,1,798,Button,,32
264277,452,0,6446,1,1,798,Button,,32
264311,440,0,6481,1,1,798,Button,,32
264321,456,0,6488,1,1,798,Button,,32
264327,452,0,6494,1,1,798,Button,,32
264335,460,0,6498,1,1,798,Button,,32
264339,464,0,6500,1,1,798,Button,,32
264354,452,0,6509,1,1,798,Button,,32
264361,444,0,6514,1,1,798,Button,,32
264367,456,0,6517,1,1,798,Button,,32
264372,464,0,6519,1,1,798,Button,,32
264388,452,0,6531,1,1,798,Button,,32
264397,460,0,6539,1,1,798,Button,,32
264405,452,0,6545,1,1,798,Button,,32
264423,452,0,6558,1,1,798,Button,,32
264449,440,0,6580,1,1,798,Button,,32
264529,452,0,6635,1,1,798,Button,,32
264577,460,0,6677,1,1,798,Button,,32
264607,472,0,6705,1,1,798,Button,,32
264616,464,0,6711,1,1,798,Button,,32
264646,460,0,6735,1,1,798,Button,,32
264662,456,0,6746,1,1,798,Button,,32
264667,468,0,6750,1,1,798,Button,,32
264680,468,0,6765,1,1,798,Button,,32
264685,464,0,6767,1,1,798,Button,,32
264698,456,0,28020,1,1,798,Button,,32
264707,460,0,6782,1,1,798,Button,,32
264710,456,0,6784,1,1,798,Button,,32
264727,452,0,6796,1,1,798,Button,,32
264773,456,0,6830,1,1,798,Button,,32
264854,460,0,6891,1,1,798,Button,,32
264867,452,0,6902,1,1,798,Button,,32
264944,456,0,6976,1,1,798,Button,,32
