category,line,name,meaning_guess
iap_flags,1676,iapPvpBossBoostPerm,
iap_flags,1677,iapWeeklyTickets,
iap_flags,1680,iapPromoTowers4,
iap_flags,1681,iapPromoTowers5,
iap_flags,1682,iapPromoTowers6,
iap_flags,1683,iapPromoTowers7,
iap_flags,1686,iapMasterySmallPack,
iap_flags,1687,iapMasteryLargePack,
iap_flags,1688,iapMasteryPermBundle,
runes,1721,runeBossHp,
runes,1722,runeBossHp_big,
tech,1723,techBossHp,
tech,1724,techBossHp_big,
ultimus,1725,ultimusSpawns,
ultimus,1726,ultimusCd,
battlepass,1736,bpDamage,
battlepass,1737,bpKillGold,
battlepass,1738,bpPrestigePower,
battlepass,1739,bpKillExp,
battlepass,1740,bpKillExp_double,
battlepass,1741,bpEnergyIncome,
tournament,1742,tournJoined,
tournament,1743,tournVersionId,
tournament,1744,tournHighestWave,
tournament,1745,tournTier,
tournament,1746,tournCanClaimReward,
community,1765,communityEventType,
community,1766,communityEventVersionId,
community,1767,communityEventYourCurrentScore,
community,1768,communityEventYourTotalScore,
community,1769,communityEventClaimed1,
community,1770,communityEventClaimed2,
community,1771,communityEventClaimed3,
community,1772,communityEventClaimed4,
community,1773,communityEventClaimed5,
community,1774,communityEventClaimed6,
community,1775,communityEventDamageBonus,
community,1776,communityEventGoldBonus,
community,1777,communityEventPrestigeBonus,
community,1778,communityEventEnergyBonus,
map_perks,1810,map1Perks_equipped,
map_perks,1811,map1Perks_range,
map_perks,1812,map1Perks_synergy12,
map_perks,1813,map1Perks_synergy34,
map_perks,1814,map1Perks_instantSkillChance,
map_perks,1815,map1Perks_skillPowerPct,
map_perks,1816,map1Perks_doubleShotChance,
map_perks,1817,map1Perks_masteryExpRange,
map_perks,1818,map1Perks_masterySkillPower,
map_slots,1819,map1Slots_equipped,
map_slots,1820,map1Slots_damage,
map_slots,1821,map1Slots_attSpeed,
map_slots,1822,map1Slots_range,
map_slots,1823,map1Slots_gold,
map_slots,1824,map1Slots_rankExpPct,
map_slots,1825,map1Slots_skillPowerPct,
map_slots,1826,map1Slots_instantSkillChance,
map_slots,1827,map1Slots_synergyBonus,
map_slots,1828,map1Slots_milestoneBonus,
map_slots,1829,map1Slots_mastery2xExpChance,
map_perks,1831,map2Perks_equipped,
map_perks,1832,map2Perks_enemyMoveSpeed,
map_perks,1833,map2Perks_synergy56,
map_perks,1834,map2Perks_synergy78,
map_perks,1835,map2Perks_instantSpellChance,
map_perks,1836,map2Perks_adBonus,
map_perks,1837,map2Perks_wavePerkEffect,
map_perks,1838,map2Perks_masteryExpMage,
map_perks,1839,map2Perks_masterySkillPower,
map_slots,1840,map2Slots_equipped,
map_slots,1841,map2Slots_damage,
map_slots,1842,map2Slots_attSpeed,
map_slots,1843,map2Slots_range,
map_slots,1844,map2Slots_gold,
map_slots,1845,map2Slots_rankExpPct,
map_slots,1846,map2Slots_skillPowerPct,
map_slots,1847,map2Slots_instantSkillChance,
map_slots,1848,map2Slots_synergyBonus,
map_slots,1849,map2Slots_milestoneBonus,
map_slots,1850,map2Slots_mastery2xExpChance,
map_perks,1852,map3Perks_equipped,
map_perks,1853,map3Perks_range,
map_perks,1854,map3Perks_rankExpPct,
map_perks,1855,map3Perks_trainerSpawns,
map_perks,1856,map3Perks_superExpChance,
map_perks,1857,map3Perks_superExpAmount,
map_perks,1858,map3Perks_extraBossChance,
map_perks,1859,map3Perks_mimicBossChance,
map_perks,1860,map3Perks_milestoneBonus,
map_perks,1861,map3Perks_mimicExp,
map_slots,1862,map3Slots_equipped,
map_slots,1863,map3Slots_damage,
map_slots,1864,map3Slots_attSpeed,
map_slots,1865,map3Slots_range,
map_slots,1866,map3Slots_gold,
map_slots,1867,map3Slots_rankExpPct,
map_slots,1868,map3Slots_skillPowerPct,
map_slots,1869,map3Slots_instantSkillChance,
map_slots,1870,map3Slots_synergyBonus,
map_slots,1871,map3Slots_milestoneBonus,
map_slots,1872,map3Slots_mastery2xExpChance,
map_perks,1874,map4Perks_equipped,
map_perks,1875,map4Perks_skillCooldown,
map_perks,1876,map4Perks_prestigePower,
map_perks,1877,map4Perks_battlepassExp,
map_perks,1878,map4Perks_range,
map_perks,1879,map4Perks_wavePerkWaves,
map_perks,1880,map4Perks_bossRushSkip,
map_perks,1881,map4Perks_masteryExpMelee,
map_perks,1882,map4Perks_enemySpawnSpeed,
map_slots,1883,map4Slots_equipped,
map_slots,1884,map4Slots_damage,
map_slots,1885,map4Slots_attSpeed,
map_slots,1886,map4Slots_range,
map_slots,1887,map4Slots_gold,
map_slots,1888,map4Slots_rankExpPct,
map_slots,1889,map4Slots_skillPowerPct,
map_slots,1890,map4Slots_instantSkillChance,
map_slots,1891,map4Slots_synergyBonus,
map_slots,1892,map4Slots_milestoneBonus,
map_slots,1893,map4Slots_mastery2xExpChance,
map_perks,1895,map5Perks_equipped,
map_perks,1896,map5Perks_damage,
map_perks,1897,map5Perks_gold,
map_perks,1898,map5Perks_attSpeed,
map_perks,1899,map5Perks_splashDmg,
map_perks,1900,map5Perks_superCritChance,
map_perks,1901,map5Perks_superCritDmg,
map_perks,1902,map5Perks_superGoldChance,
map_perks,1903,map5Perks_superGoldAmount,
map_slots,1904,map5Slots_equipped,
map_slots,1905,map5Slots_damage,
map_slots,1906,map5Slots_attSpeed,
map_slots,1907,map5Slots_range,
map_slots,1908,map5Slots_gold,
map_slots,1909,map5Slots_rankExpPct,
map_slots,1910,map5Slots_skillPowerPct,
map_slots,1911,map5Slots_instantSkillChance,
map_slots,1912,map5Slots_synergyBonus,
map_slots,1913,map5Slots_milestoneBonus,
map_slots,1914,map5Slots_mastery2xExpChance,
map_perks,1916,map6Perks_equipped,
map_perks,1917,map6Perks_energyIncome,
map_perks,1918,map6Perks_superEnergyChance,
map_perks,1919,map6Perks_superEnergyAmount,
map_perks,1920,map6Perks_spellCooldown,
map_perks,1921,map6Perks_powerMageSpawns,
map_perks,1922,map6Perks_powerMageCooldown,
map_perks,1923,map6Perks_powerMageGoldenChance,
map_perks,1924,map6Perks_instantSpellChance,
map_slots,1925,map6Slots_equipped,
map_slots,1926,map6Slots_damage,
map_slots,1927,map6Slots_attSpeed,
map_slots,1928,map6Slots_range,
map_slots,1929,map6Slots_gold,
map_slots,1930,map6Slots_rankExpPct,
map_slots,1931,map6Slots_skillPowerPct,
map_slots,1932,map6Slots_instantSkillChance,
map_slots,1933,map6Slots_synergyBonus,
map_slots,1934,map6Slots_milestoneBonus,
map_slots,1935,map6Slots_mastery2xExpChance,
map_perks,1937,map7Perks_dmgGroup1,
map_perks,1938,map7Perks_goldGroup2,
map_perks,1939,map7Perks_expGroup3,
map_perks,1940,map7Perks_energyGroup4,
map_perks,1941,map7Perks_bossGroup5,
map_perks,1942,map7Perks_skillGroup6,
map_perks,1943,map7Perks_synergyGroup7,
map_slots,1944,map7Slots_equipped,
map_slots,1945,map7Slots_damage,
map_slots,1946,map7Slots_attSpeed,
map_slots,1947,map7Slots_range,
map_slots,1948,map7Slots_gold,
map_slots,1949,map7Slots_rankExpPct,
map_slots,1950,map7Slots_skillPowerPct,
map_slots,1951,map7Slots_instantSkillChance,
map_slots,1952,map7Slots_synergyBonus,
map_slots,1953,map7Slots_milestoneBonus,
map_slots,1954,map7Slots_mastery2xExpChance,
research,2042,researchDmg1,
research,2043,researchAttSpeed,
research,2044,researchCritChance,
research,2045,researchEnemyHp,
research,2046,researchDmg2,
research,2047,researchSuperCritDmg,
research,2048,researchSynergyBonus,
research,2049,researchDmg3,
research,2050,researchDmg4,
research,2051,researchDmg5,
research,2052,researchAttSpeed2,
research,2053,researchDmg6,
research,2054,researchSkillDuration,
research,2055,researchSpellDuration,
research,2056,researchKillGold1,
research,2057,researchPrestigePower1,
research,2058,researchKillExp,
research,2059,researchBonusGoldAmt,
research,2060,researchBonusExpAmt,
research,2061,researchKillGold2,
research,2062,researchPrestigePower2,
research,2063,researchBossExp,
research,2064,researchKillGold3,
research,2065,researchPrestigePower3,
research,2066,researchKillGold4,
research,2067,researchPrestigePower4,
research,2068,researchKillGold5,
research,2069,researchPrestigePower5,
research,2070,researchKillGold6,
research,2071,researchKillExpPct,
research,2072,researchHoarderCd,
research,2073,researchProducerCd,
research,2074,researchTrainerCd,
research,2075,researchShadowAlienHpReduction,
research,2076,researchRuneRarity,
research,2077,researchUltimusSpawns,
research,2078,researchMimicGold,
research,2079,researchMimicPrestigePts,
research,2080,researchTowerLives,
research,2081,researchGameSpeed,
research,2082,researchWavePerksUnlocked,
research,2083,researchWavePerksWaves,
prestige,2120,prestigeDmg1,
prestige,2121,prestigeRange,
prestige,2122,prestigeCritDmg,
prestige,2123,prestigeSuperCritChance,
prestige,2124,prestigeDmg2,
prestige,2125,prestigeBossDmg,
prestige,2126,prestigeDmg3,
prestige,2127,prestigeDmg4,
prestige,2128,prestigeDmg5,
prestige,2129,prestigeDmg6,
prestige,2130,prestigeSkillCd,
prestige,2131,prestigeSpellCd,
prestige,2132,prestigeSkillPower,
prestige,2133,prestigeVideoAdUltraCritDamage,
prestige,2134,prestigeVideoAdUltraCritChance,
prestige,2135,prestigeDmg7,
prestige,2136,prestigeSkillPower2,
prestige,2137,prestigeMasteryPower,
prestige,2138,prestigeKillGold1,
prestige,2139,prestigeKillExp,
prestige,2140,prestigeBonusGoldChance,
prestige,2141,prestigeBonusExpChance,
prestige,2142,prestigeKillGold2,
prestige,2143,prestigeBossGold,
prestige,2144,prestigeBonusEnergyChance,
prestige,2145,prestigeEnergyIncome,
prestige,2146,prestigeKillGold3,
prestige,2147,prestigeKillGold4,
prestige,2148,prestigeKillGold5,
prestige,2149,prestigeKillGold6,
prestige,2150,prestigeVideoAdUltraGoldAmount,
prestige,2151,prestigeVideoAdUltraGoldChance,
prestige,2152,prestigeKillExpPct,
prestige,2153,prestigeEnergyIncome2,
prestige,2154,prestigeKillGold7,
prestige,2155,prestigeUltraGoldChance,
prestige,2156,prestigeUltraEnergyChance,
prestige,2157,prestigeHoarderGold,
prestige,2158,prestigeProducerEnergy,
prestige,2159,prestigeTrainerExp,
prestige,2160,prestigeRunesRarity,
prestige,2161,prestigeTechReward,
prestige,2162,prestige2xTokenDropChance,
prestige,2163,prestigeUltimusSpawns,
prestige,2164,prestigeTech2xChance,
prestige,2165,prestigeUltimusTokens,
prestige,2166,prestigeGoldenGoblinChance,
prestige,2167,prestigeGoldenProducerChance,
prestige,2168,prestigeGoldenTrainerChance,
prestige,2169,prestigeMimicGold,
prestige,2170,prestigePlayerExp,
prestige,2171,prestigeGameSpeed,
prestige,2172,prestigeVideoAdBonus,
tech,2173,techDmg1,
tech,2174,techEnemyHp,
tech,2175,techAttSpeed,
tech,2176,techRange,
tech,2177,techCritChance,
tech,2178,techCritDmg,
tech,2179,techRunesRarity,
tech,2180,techBossDmg,
tech,2181,techDmg2,
tech,2182,techSkillCd,
tech,2183,techSpellCd,
tech,2184,techSkillDuration,
tech,2185,techSpellDuration,
tech,2186,techEnergyIncome,
tech,2187,techKillGold1,
tech,2188,techPrestigePower,
tech,2189,techKillExp,
tech,2190,techHoarderGold,
tech,2191,techTrainerExp,
tech,2192,techBossGold,
tech,2193,techBossExp,
tech,2194,techKillGold2,
tech,2195,techGameSpeed,
tech,2196,techSynergyBonus,
tech,2197,techWavePerkRerolls,
tech,2198,techMiniShadowShardDrop,
supreme_tech,2199,supTechUnlocked,
supreme_tech,2200,supTechDmg1Bonus,
supreme_tech,2201,supTechDmg2Bonus,
supreme_tech,2202,supTechGold1Bonus,
supreme_tech,2203,supTechGold2Bonus,
supreme_tech,2204,supTechPrestige1Bonus,
supreme_tech,2205,supTechCritDmgMaxLevel,
supreme_tech,2206,supTechEnemyHpMaxLevel,
supreme_tech,2207,supTechExp1Bonus,
supreme_tech,2208,supTechGoldenGoblinChance,
supreme_tech,2209,supTechGoldenTrainerChance,
supreme_tech,2210,supTechGoldenProducerChance,
supreme_tech,2211,supTechUltimusReward,
supreme_tech,2212,supTechBossGoldMaxLevel,
supreme_tech,2213,supTechBossExpMaxLevel,
supreme_tech,2214,supTechDamage3,
supreme_tech,2215,supTechGold3,
supreme_tech,2216,supTechProgressiveExp,
supreme_tech,2217,supTechPrestige2,
supreme_tech,2218,supTechEnemyShields,
supreme_tech,2219,supTechEnemyWeakness,
supreme_tech,2220,supTechEnergyIncome2,
supreme_tech,2221,supTechTournPts,
supreme_tech,2222,supTechIntroSkip,
supreme_tech,2223,supTechBossRushWaves,
supreme_tech,2224,supTechLevelMilestones,
tournament,2225,tournDmg1,
tournament,2226,tournSuperCritChance,
tournament,2227,tournSuperCritDmg,
tournament,2228,tournDmg2,
tournament,2229,tournSkillPower,
tournament,2230,tournEnemyHpSkipChance,
tournament,2231,tournSpellMaxLevel,
tournament,2232,tournSpellDuration,
tournament,2233,tournKillGold1,
tournament,2234,tournKillExp,
tournament,2235,tournKillExpProgressive,
tournament,2236,tournBonusGoldChance,
tournament,2237,tournBonusExpChance,
tournament,2238,tournBonusEnergyChance,
tournament,2239,tournEnergyIncome,
tournament,2240,tournKillGold2,
tournament,2241,tournBonusGoldAmt,
tournament,2242,tournBonusExpAmt,
tournament,2243,tournBonusEnergyAmt,
tournament,2244,tournUltraEnergyChance,
tournament,2245,tournHoarderSpawns,
tournament,2246,tournProducerSpawns,
tournament,2247,tournProducerEnergy,
tournament,2248,tournRunesReward,
tournament,2249,tournTechReward,
tournament,2250,tournShadowAlienHpReduction,
tournament,2251,tournAlienSupremeSpawnChance,
tournament,2252,tournUltimusReward,
tournament,2253,tournUltimusCd,
tournament,2254,tournUltimusSpawns,
tournament,2255,tournSupremeSpawnChance,
tournament,2256,tournMimicEnergy,
tournament,2257,tournPlayerExp,
tournament,2258,tournBossRushMax,
tournament,2259,tournWavePerkEffect,
tickets,2260,ticketDamage1,
tickets,2261,ticketDamage2,
tickets,2262,ticketDamage3,
tickets,2263,ticketCritChance,
tickets,2264,ticketCritDamage,
tickets,2265,ticketSuperCritChance,
tickets,2266,ticketSuperCritDamage,
tickets,2267,ticketInstantSkillCdChance,
tickets,2268,ticketInstantSpellCdChance,
tickets,2269,ticketEnemyImmuneLimit,
tickets,2270,ticketSkillPower,
tickets,2271,ticketFreeHeroLevel,
tickets,2272,ticketGold1,
tickets,2273,ticketGold2,
tickets,2274,ticketGold3,
tickets,2275,ticketSuperGoldChance,
tickets,2276,ticketSuperGoldAmount,
tickets,2277,ticketRankExp1,
tickets,2278,ticketRankExp2,
tickets,2279,ticketEnergyIncome,
tickets,2280,ticketHeroLevelCost,
tickets,2281,ticketUltraGoldChance,
tickets,2282,ticketUltraExpChance,
tickets,2283,ticketShadowAlienHpScaling,
tickets,2284,ticketUltimusSpawns,
tickets,2285,ticket2xSupremeRuneChance,
tickets,2286,ticketAlienSupremeSpawnChance,
tickets,2287,ticketMimicEnergy,
tickets,2288,ticketTowerLives,
tickets,2289,ticketExtraBossChance,
tickets,2290,ticketBossRushMax,
tickets,2291,ticketWavePerkEffect,
ultimus,2293,ultimusDmg,
ultimus,2294,ultimusUltraCritChance,
ultimus,2295,ultimusUltraCritDamage,
ultimus,2296,ultimusHoarderGold,
ultimus,2297,ultimusTrainerExp,
ultimus,2298,ultimusShadowRunes,
ultimus,2300,ultimusBattlepassExp,
ultimus,2301,ultimusDailyGiftRunes,
ultimus,2302,ultimusVideoAdGems,
ultimus,2303,ultimusWavePerkWaves,
ultimus,2304,ultimusTrainerCd,
ultimus,2305,ultimusTrainerGoldenChance,
ultimus,2306,ultimusRuneRarity,
ultimus,2307,ultimusPrestigePower,
ultimus,2308,ultimusEnergyIncome,
ultimus,2309,ultimusUltraEnergyChance,
ultimus,2310,ultimusUltraEnergyAmount,
ultimus,2311,ultimusProducerEnergy,
ultimus,2312,ultimusAlienTech,
ultimus,2314,ultimusShadowAlienHpSkip,
ultimus,2315,ultimusVideoAdUltraEnergyChance,
ultimus,2316,ultimusVideoAdUltraEnergyAmount,
ultimus,2317,ultimusProducerCd,
ultimus,2318,ultimusProducerSpawns,
ultimus,2319,ultimusProducerGoldenChance,
ultimus,2320,ultimusExtraBossChance,
ultimus,2321,ultimusKillGold,
ultimus,2322,ultimusUltraGoldChance,
ultimus,2323,ultimusUltraGoldAmount,
ultimus,2324,ultimusRankExp,
ultimus,2325,ultimusUltraExpChance,
ultimus,2326,ultimusUltraExpAmount,
ultimus,2327,ultimusStartingGold,
ultimus,2328,ultimusMapPerks,
ultimus,2329,ultimusVideoAdUltraExpChance,
ultimus,2330,ultimusVideoAdUltraExpAmount,
ultimus,2331,ultimusHoarderCd,
ultimus,2332,ultimusHoarderSpawns,
ultimus,2333,ultimusGoblinGoldenChance,
ultimus,2334,ultimusBossGold,
ultimus,2335,ultimusDmg2,
ultimus,2336,ultimusKillGold2,
ultimus,2337,ultimusPrestigePower2,
ultimus,2338,ultimusEnergyIncome2,
ultimus,2339,ultimusHeroLevelCostReduction,
ultimus,2340,ultimusRankExpPct,
ultimus,2341,ultimusMasterySkillPower,
ultimus,2342,ultimusEnemyHpScaleReduction,
ultimus,2343,ultimusBossChestSpawnChance,
ultimus,2344,ultimusShadowAlienHpScaling,
ultimus,2345,ultimusSupremeTechReward,
ultimus,2346,ultimusEnemyWeakness,
ultimus,2347,ultimusIntroSkip,
ultimus,2348,ultimusBossRushWaves,
ultimus,2349,ultimusMimicExp,
ultimus,2350,ultimusMimicEnergy,
gems_upgrades,2351,gemsDmg,
gems_upgrades,2352,gemsSuperCritChance,
gems_upgrades,2353,gemsSuperCritDmg,
gems_upgrades,2354,gemsSkillPower,
gems_upgrades,2355,gemsKillGold,
gems_upgrades,2356,gemsPrestigePower,
gems_upgrades,2357,gemsKillExp,
gems_upgrades,2358,gemsEnergyIncome,
gems_upgrades,2359,gemsTournTrophies,
gems_upgrades,2360,gemsRunesReward,
gems_upgrades,2361,gemsTechReward,
gems_upgrades,2362,gemsShadowAlienHpScaling,
gems_upgrades,2363,gemsUltimusReward,
gems_upgrades,2364,gemsUltimusCd,
gems_upgrades,2365,gemsPlayerExp,
gems_upgrades,2366,gemsRunesRarity,
gems_upgrades,2367,gemsGameSpeed,
gems_upgrades,2368,gemsAdBonusAmt,
gems_upgrades,2369,gemsAdBonusDuration,
gems_upgrades,2370,gemsOfflineResourceType,
gems_upgrades,2371,gemsOfflineRewards,
runes,2372,runeRarityEffectSetting,
runes,2373,runeDmg1,
runes,2374,runeKillGold1,
runes,2375,runeAttSpeed,
runes,2376,runeCritDmg,
runes,2377,runeEnemyHp,
runes,2378,runeKillExp1,
runes,2379,runePrestigePower1,
runes,2380,runeCritChance,
runes,2381,runeBonusGoldAmt,
runes,2382,runeTrainerCd,
runes,2383,runeDmg2,
runes,2384,runeKillGold2,
runes,2385,runeRange,
runes,2386,runeSkillCd,
runes,2387,runeBonusExpAmt,
runes,2388,runeKillExp2,
runes,2389,runePrestigePower2,
runes,2390,runeSuperCritDmg,
runes,2391,runeSpellDuration,
runes,2392,runeHoarderSpawns,
runes,2393,runeDmg3,
runes,2394,runeKillGold3,
runes,2395,runeSuperCritChance,
runes,2396,runeBonusEnergyAmt,
runes,2397,runeProducerSpawns,
runes,2398,runeDmg4,
runes,2399,runeKillGold4,
runes,2400,runeEnergyIncome,
runes,2401,runePlayerExp,
runes,2402,runeTechReward,
runes,2403,runeDmg5,
runes,2404,runeKillGold5,
runes,2405,runeEnergyIncome2,
runes,2406,runeKillExp3,
runes,2407,runePrestigePower3,
runes,2408,runeHeroLevelCost,
runes,2409,runeMapPerks,
runes,2410,runeWavePerkWaves,
runes,2411,runeWavePerkEffect,
runes,2412,runeAdReward,
runes,2413,runeSupreme2CombatUnlocked,
runes,2414,runeDmg6,
runes,2415,runeUltraCritDmg,
runes,2416,runeUltraCritChance,
runes,2417,runeKillExp4,
runes,2418,runeUltraExpChance,
runes,2419,runeSupreme2ResourceUnlocked,
runes,2420,runeKillGold6,
runes,2421,runeUltraGoldAmt,
runes,2422,runeUltraGoldChance,
runes,2423,runeEnergyIncome3,
runes,2424,runeUltraEnergyChance,
runes,2425,runeSupreme2ProgressUnlocked,
runes,2426,runePrestigePower4,
runes,2427,runeWeeklyTickets,
runes,2428,runeFreeHeroLevelChance,
runes,2429,runeEnemyHpSkipChance,
runes,2430,runeWorkshopCooldown,
mastery,2431,masteryMinimizeIaps,
mastery,2432,masteryDamage,
mastery,2433,masteryUltraCritDmg,
mastery,2434,masterySkillPower,
mastery,2435,masteryInstantSpellCd,
mastery,2436,masteryHeroLevelCost,
mastery,2437,masteryMilestoneBonus,
mastery,2438,masterySynergy12Bonus,
mastery,2439,masterySynergy34Bonus,
mastery,2440,masteryEnemyHpScaleReduction,
mastery,2441,masteryKillGold,
mastery,2442,masteryUltraGoldAmount,
mastery,2443,masteryEnergyIncome,
mastery,2444,masteryUltraEnergyAmount,
mastery,2445,masteryRankExpPct,
mastery,2446,masteryPrestigePower,
mastery,2447,masteryBossGold,
mastery,2448,masteryBossExp,
mastery,2449,masteryBossExtraChance,
mastery,2450,masteryBossChestSpawnChance,
mastery,2451,masteryTrainerExp,
mastery,2452,masteryAlienTech,
mastery,2453,masteryUltimusTokens,
mastery,2454,masterySupremeRunes,
mastery,2455,masteryAlienSupremeTechDrop,
mastery,2456,masteryMimicEnergy,
mastery,2457,masteryMapPerks,
mastery,2458,masteryWavePerksBonus,
mastery,2459,masteryBattlepassExp,
mastery,2460,masteryEnemySpawnSpeed,
wave_perks,2461,wavePerkOnNum,
wave_perks,2462,wavePerkCard1,
wave_perks,2463,wavePerkCard2,
wave_perks,2464,wavePerkCard3,
wave_perks,2465,wavePerkPaidRerolls,
wave_perks,2466,wavePerkFreeRerolls,
wave_perks,2467,wavePerkDamage,
wave_perks,2468,wavePerkKillGold,
wave_perks,2469,wavePerkPrestigePower,
wave_perks,2470,wavePerkCritDmg,
wave_perks,2471,wavePerkEnemyHp,
wave_perks,2472,wavePerkRange,
wave_perks,2473,wavePerkCritChance,
wave_perks,2474,wavePerkAttSpeed,
wave_perks,2475,wavePerkHoarderGold,
wave_perks,2476,wavePerkKillExp,
wave_perks,2477,wavePerkEnergyIncome,
wave_perks,2478,wavePerkSkillPower,
wave_perks,2479,wavePerkSkillCd,
wave_perks,2480,wavePerkSpellCd,
wave_perks,2481,wavePerkProducerEnergy,
wave_perks,2482,wavePerkBattlepassExp,
wave_perks,2483,wavePerkWavesRequired,
wave_perks,2484,wavePerkHoarderSpawns,
wave_perks,2485,wavePerkProducerSpawns,
wave_perks,2486,wavePerkTrainerSpawns,
wave_perks,2487,wavePerkTrainerExp,
wave_perks,2488,wavePerkShadowRunes,
wave_perks,2489,wavePerkAlienTech,
wave_perks,2490,wavePerkUltimusTokens,
wave_perks,2491,wavePerkGameSpeed,
automation_unlocks,2502,functionUnlockedIdleDamage,
automation_unlocks,2503,functionUnlockedIdleGold,
automation_unlocks,2504,functionUnlockedIdleEnergy,
automation_unlocks,2505,functionUnlockedIdleExp,
automation_unlocks,2506,functionUnlockedHeroLevels,
automation_unlocks,2507,functionUnlockedWavePerks,
automation_unlocks,2508,functionUnlockedClaimAd,
automation_unlocks,2509,functionUnlockedPrestige,
automation_unlocks,2510,functionUnlockedBosses,
automation_unlocks,2511,functionUnlockedGoblins,
automation_unlocks,2512,functionUnlockedProducers,
automation_unlocks,2513,functionUnlockedTrainers,
automation_unlocks,2514,functionUnlockedAliens,
automation_unlocks,2515,functionUnlockedShadows,
automation_unlocks,2516,functionUnlockedUltimus,
automation_unlocks,2517,functionUnlockedSupreme,
automation_cooldowns,2519,functionCooldownIdleDamage,
automation_cooldowns,2520,functionCooldownIdleGold,
automation_cooldowns,2521,functionCooldownIdleEnergy,
automation_cooldowns,2522,functionCooldownIdleExp,
automation_cooldowns,2523,functionCooldownHeroLevels,
automation_cooldowns,2524,functionCooldownClaimAd,
automation_cooldowns,2525,functionCooldownBosses,
automation_cooldowns,2526,functionCooldownGoblins,
automation_cooldowns,2527,functionCooldownProducers,
automation_cooldowns,2528,functionCooldownTrainers,
automation_cooldowns,2529,functionCooldownAliens,
automation_cooldowns,2530,functionCooldownShadows,
automation_cooldowns,2531,functionCooldownUltimus,
automation_cooldowns,2532,functionCooldownSupreme,
automation_effects,2533,functionEffectDamageLevel,
